Italian,English
Concessione - Privati - Mutui Agevolati e Mutui concessi a Minori e Titolari di Ditta Individuale - Istruttoria e Proposta,Concession - Private individuals - Subsidized mortgages and Mortgages granted to minors and owners of sole proprietorships - Preliminary investigation and Proposal
Definizione della propensione al rischio e dei massimali di esposizione di gruppo verso i Soggetti Collegati,Definition of risk propensity and group exposure ceilings towards Associated Persons
Attivita' di allineamento procedure,Procedure alignment activities
Finanza in Conto Proprio - Derivati OTC - Gestione Novation cartacee ed elettroniche,Own account finance - OTC derivatives - Paper and electronic Novation management
Concessione - Privati - Fidi e Altri Finanziamenti - Periodo Ponte e di Rimborso,Concession - Private individuals - Credit facilities and other loans - Bridging and repayment periods
Verifica giacenza materialità Oro,Verification of Gold materiality stock
Surroghe passive - Presidio delle pratiche di surroga,Passive subrogations - Oversight of subrogation practices
Gestione e pagamento documenti fornitori,Management and payment of supplier documents
Servizi di Identificazione e Riconoscimento a Distanza - Firma Digitale Remota del Cliente - Sottoscrizione della documentazione prodotta dalla Banca in formato elettronico,Remote Identification and Recognition Services - Remote Digital Signature of the Customer - Signing of the documentation produced by the Bank in electronic format
Indici Proprietari e di Terzi - Gestione Indici COMIT,Proprietary and Third Party Indices - Management of COMIT Indices
Segnalazione statistica consolidata non armonizzata (Rilevazione Derivati OTC),Non-harmonised consolidated statistical reporting (OTC Derivatives Survey)
Time Cash in euro-Time Cash in divisa-Time Deposit Vincolati-Buoni di Risparmio - Estinzione anticipata,Time Cash in euro-Time Cash in foreign currency-Restricted Time Deposit-Saving Bonds - Early repayment
Servizi di Clearing Custody e Settlement - Corporate Action Estero,Clearing Custody and Settlement Services - Foreign Corporate Action
Finanziamenti in GIC - Creazione di una nuova Forma tecnica di finanziamento,Loans in GIC - Creation of a new technical form of financing
Monitoraggio dei livelli di servizio - Gestione dei Comitati per il controllo delle attività erogate in service,Monitoring of service levels - Management of the Committees for the control of the activities provided in service
Gestione Posizioni Sme Retail - Gestione Specialistica Remediation SME Retail DR,Management of SME Retail Positions - Specialist Management of SME Retail Remediation DR
Cessione di Crediti Deteriorati e Portafogli di Crediti Deteriorati e Misti - Cessioni routinarie di Portafoglio di sofferenze Factoring,Disposal of Non-Performing Loans and Portfolios of Non-Performing and Mixed Loans - Routine Disposal of Non-Performing Loans Portfolio Factoring
Time Cash in divisa - Accensione ed estinzione a scadenza,Time Cash in foreign currency - Activation and extinction upon expiry
Richiesta di prestazioni pensionistiche - anticipazioni - riscatti - RITA - trasferimenti e dichiarazione contributi non dedotti - Fondi Pensione Aperti e Piani Individuali Pensionistici,Request for pension benefits - advances - redemptions - RITA - transfers and declaration of non-deducted contributions - Open Pension Funds and Individual Pension Plans
Archiviazione documenti delle Società non finanziarie,Document archiving of non-financial companies
Portafogliazione della clientela - Assegnazione clientela al consulente finanziario,Customer Portfolio - Assignment of customers to the financial advisor
Rimessa contanti - Filiale,Cash Remittance - Branch
Inclusione ed Esclusione di Societa' dal Gruppo IVA,Inclusion and Exclusion of Companies from the VAT Group
Superamento del limite di concentrazione del rischio individuale,Exceeding the individual risk concentration limit
Configurazione iniziale dell'ambiente,Initial setup of the environment
Richiesta documentazione per assemblee societarie ed esercizio dei diritti sui titoli,Request for documentation for corporate meetings and exercise of rights on securities
Gestione liquidita' euro e divisa - Presidio operativo sulla liquidità di Gruppo,Euro and currency liquidity management - Operational monitoring of Group liquidity
Equity Capital Markets - Strutturazione operazione,Equity Capital Markets - Transaction structuring
Derivati ETD - Tassi,ETD derivatives - Rates
Spese condominiali,Condominium fees
Distribuzione dati di mercato,Market data distribution
Prestito Titoli Clientela - Gestione Collateral,Customer Securities Lending - Collateral Management
Censimento e Gestione Controparte - Censimenti accentrati,Census and Counterparty Management - Centralized censuses
Regolamento prestito obbligazionario,Bond loan regulation
Segnalazione individuale armonizzata FinRep (Base FINI),FinRep harmonized individual reporting (Base FINI)
Bonifici pagati per contanti,Transfers paid in cash
Loan Trading - Acquisto - Definizione e conclusione operazione,Loan Trading - Purchase - Definition and conclusion of the operation
Garanzie Ipotecarie - Cancellazione dell'ipoteca,Mortgage guarantees - Cancellation of the mortgage
Rischio Paese - Calcolo del Capitale Economico a Rischio Paese,Country Risk - Calculation of Economic Capital at Country Risk
Richiesta rimborsi per dipendenti con cariche pubbliche,Request for reimbursements for employees with public offices
Fiscalita' d'Impresa - Credito d'imposta per Corporate Tax,Corporate taxation - Tax credit for Corporate Tax
Gestione incassi e solleciti,Management of receipts and reminders
Monitoraggio rating scaduti Finanza Strutturata,Monitoring of expired Structured Finance ratings
Servizi di Identificazione e Riconoscimento a Distanza - My Key Privati - PostVendita Estinzione e Recesso del Cliente,Remote Identification and Recognition Services - Private My Key - Post-Sale Termination and Customer Withdrawal
Comunicazione liquidazioni periodiche IVA,Communication of periodic VAT payments
Attivazione degli Accordi collettivi di moratoria,Activation of Collective Agreements for a moratorium
Apertura ordinaria codici SSA ed Acronimi,Ordinary opening of SSA codes and Acronyms
Garanzie Ipotecarie - Analisi requisiti periti immobiliari,Mortgage guarantees - Analysis of real estate appraisers requirements
Adempimento Collaborativo con AdE - Adempimenti Dichiarativi,Collaborative Fulfillment with AdE - Declarative Fulfillments
Inserimento ordini tramite FOL,Order entry via FOL
Adempimenti ai fini agevolativi - Banca Finanziatrice - Finanziamento SME Initiative,Fulfillments for facilitation purposes - Financing Bank - SME Initiative loan
Gestione Service Request Finance,Service Request Finance management
Contabilita' Generale - Monitoraggio delle Partite Varie aperte sull'ente contabile della struttura amministrativa centrale,General Accounting - Monitoring of miscellaneous items open on the accounting body of the central administrative structure
Negoziazione REPO in Conto Proprio,Own account REPO trading
Gestione ambito normativo Embarghi - Anagrafica nominativi,Management of the regulatory area of Embargoes - Personal data
Servizi di Clearing Custody e Settlement - Attivita' periodiche di gestione e amministrazione titoli,Clearing Custody and Settlement Services - Periodic securities management and administration activities
Alimentazione e parametrizzazione base dati Liquidita',Liquidity data base supply and parameterization
Capogruppo - Istruttoria delibera e comunicazione operazioni con Parti Correlate di Intesa Sanpaolo S.p.A. Soggetti Collegati del Gruppo e Soggetti rilevanti ex art.136 TUB,Parent Company - Intesa Sanpaolo S.p.A. related-party transaction investigation and communication Associated Persons of the Group and Relevant Persons pursuant to art.136 TUB
Gestione dei livelli di fair value - Derivati,Management of fair value levels - Derivatives
Bilanci - Riclassificazione bilanci,Financial statements - Reclassification of financial statements
Apertura deposito amministrato ordinario o a garanzia clientela BdT e CIB_Global Corporate,Opening of ordinary administered deposit or BdT and CIB_Global Corporate customer guarantee
Servizi di Clearing Custody e Settlement - Gestione reporting CSDR,Clearing Custody and Settlement services - CSDR reporting management
Censimento e Gestione Controparte - Cancellazione - anonimizzazione dei dati personali - Diritto all'Oblio,Census and Counterparty Management - Cancellation - anonymization of personal data - Right to be forgotten
Aggiornamento Modello di Organizzazione Gestione e Controllo ex D.lgs. 231 2001 ISP,"Updating of the Organisation, Management and Control Model pursuant to Legislative Decree 231 2001 ISP"
DFA - Trade Reconstruction,DFA - Trade Reconstruction
Funding - Depositi - Collocamento a Medio Lungo Termine a Clientela Estera,Funding - Deposits - Medium/long-term placement with foreign customers
Attivita' di rischio verso soggetti collegati consolidate _ Generazione flussi - verifica dati - consolidamento - invio segnalazione,Risk activities towards associated parties _ Flow generation - data verification - consolidation - reporting
Capital Management - Predisposizione del Capital Plan - Approvazione e reporting,Capital Management - Preparation of the Capital Plan - Approval and reporting
Funding - Coordinamento delle operazioni da Enti Sovranazionali verso Banche della Divisione ISB,Funding - Coordination of operations from Supranational Entities to Banks of the ISB Division
Fondi Pensione - Adesione individuale o Adesione collettiva a forme di previdenza complementare - Offerta a Distanza - Intesa Sanpaolo Agents4You,Pension Funds - Individual membership or collective membership of supplementary pension schemes - Distance Offering - Intesa Sanpaolo Agents4You
Cambio di circostanze,Change of circumstances
Monitoraggio impieghi TLTRO e rendicontazione impatto economico,Monitoring of TLTRO loans and economic impact reporting
Cartolarizzazioni Proprie - Strutturazione attivita' preliminari di cessione,Own securitisations - Structuring preliminary transfer activities
Pubblicazione di nuove funzionalita' applicative su CITRIX (Metaframe),Publication of new application features on CITRIX (Metaframe)
Servizi di Clearing Custody e Settlement - Gestione della tassazione,Clearing Custody and Settlement Services - Taxation management
Derivati ETD - Riconciliazioni conto proprio tra sistemi di FO e BO,Derivatives ETD - Own account reconciliations between FO and BO systems
Gestione Sofferenze - Chiusura pratica legale,Non-performing loans management - Closure of the legal practice
Garanzie Pignoratizie - Acquisizione,Assignees - Acquisition
Telepass e Viacard - Financial Institutions,Telepass and Viacard - Financial Institutions
Chiusura del piano annuale delle verifiche,Closure of the annual audit plan
Personale con contratto di lavoro misto - Iscrizione al Registro IVASS sezione E - Rilascio dei mandati,Personnel with mixed employment contract - Registration in the IVASS register section E - Issuance of mandates
Finanza in Conto Proprio - Titoli - Negoziazione Bond - Internalizzatore sistematico,Own account finance - Securities - Bond negotiation - Systematic internaliser
Tesoreria Enti - Attivazione Servizio - Gestione dell'anticipazione di cassa e Particolarita' attinenti,Treasury Institutions - Activation of Service - Management of cash advances and related details
Finanza in Conto Proprio - Titoli - Negoziazione ETF - Divisione IMI CIB,Own Account Finance - Securities - ETF Trading - IMI CIB Division
Derivati Regolamentati - Chiamata a margine al cliente,Regulated Derivatives - Margin call to client
Brand Management,Brand Management
Collegamento e scollegamento di Convenzione o Gruppo,Linking and unlinking Convention or Group
Cassette di Sicurezza e Depositi Chiusi - Aperture ordinarie,Safety Deposit Boxes and Closed Deposits - Ordinary openings
Derivati ETD - Negoziazione,ETD Derivatives - Trading
Gestione Sofferenze - Gestione incrementi del debito,Bad debt management - Management of debt increases
Adempimenti ai fini agevolativi - Banca Finanziatrice - Fondi Starter e Energia Emilia Romagna,Fulfillments for subsidy purposes - Financing Bank - Emilia Romagna Starter and Energy Funds
Acquisizione Perfezionamento Garanzia Prestito della Speranza,Acquisition Improvement Guarantee Loan of Hope
Portafogliazione della clientela - Segnalazione a ISP Private Banking di controparti di possibile interesse commerciale,Customer portfolio - Notification to ISP Private Banking of counterparties of possible commercial interest
Finanza in Conto Proprio - Derivati OTC - Gestione del Fixing,Own Account Finance - OTC Derivatives - Fixing Management
Portale IncassOnline - Abilitazione,IncassOnline Portal - Enabling
Dichiarazione Annuale IVA,Annual VAT return
Mutui agevolati a Dipendenti Gruppo Intesa Sanpaolo - Offerta Commerciale,Subsidized loans to Intesa Sanpaolo Group employees - Commercial offer
Finanziamenti-Gestione prestiti- Prestiti Personali con aziende convenzionate,Financing-Loan Management-Personal Loans with affiliated companies
Progettazione Framework ed Experience di formazione innovativi,Framework design and innovative training experience
Formazione Finanziata,Funded training
Gestione processi qualita' dati,Data quality management
Inadempienza Probabile - Monitoraggio delle posizioni in portafoglio,Probable Default - Monitoring of portfolio positions
Richiesta di nuovo servizio o di variazione di servizio,Request for new service or change of service
Equity Capital Markets - Offerte al pubblico IPO,Equity Capital Markets - Public Offerings IPO
Gestione centralizzata aumento di capitale a pagamento,Centralized management of paid capital increase
Gestione rilievi UIF,Management of FIU findings
Gestione studi e ricerche - Pubblicazione raccomandazioni di Specialist e Sponsor,Study and research management - Publication of recommendations from Specialists and Sponsors
Superbonus Ecobonus ed altri bonus edilizi - PRIVATI - Condomini - IACP - Terzo Settore - Finanziamento a SAL con cessione del credito di imposta,Superbonus Ecobonus and other building bonuses - PRIVATE - Condominiums - IACP - Third Sector - Loan to SAL with transfer of tax credit
Gestione delle Perdite Operative e Sopravvenienze - DCO,Management of Operational Losses and Contingencies - DCO
Carte di debito e di servizio - Offerta Fuori Sede - Intesa Sanpaolo Agents4You,Debit and service cards - Out-of-office offer - Intesa Sanpaolo Agents4You
Estero - Operativita' in cambi - Attivazione e gestione clienti piattaforma cambi Greentrade,Abroad - Foreign exchange operations - Activation and management of Greentrade exchange platform customers
Valutazione degli immobili di proprietà e delle opere d'arte di pregio al fair value,Valuation of owned properties and valuable works of art at fair value
Gestione del Credito Deteriorato - Sterilizzazione e Derubricazione posizioni per default tecnico,Management of Impaired Credit - Sterilization and declassification of positions due to technical default
Concessione - Privati - Mutui Agevolati e Mutui concessi a Minori e Titolari di Ditta Individuale - Domanda,Concession - Private individuals - Subsidized mortgages and Mortgages granted to minors and owners of sole proprietorships - Application
Credit Risk Mitigation - Cambiale Agraria - Estinzione del Credito,Credit Risk Mitigation - Agricultural Bill - Credit Extinction
Successioni - Svincolo,Successions - Release
Processo di monitoraggio trimestrale al PCI Officer,PCI Officer quarterly monitoring process
Manutenzione istituzionale del Piano di Continuita' Operativa,Institutional maintenance of the Business Continuity Plan
Concessione - Privati - Fidi e Altri Finanziamenti - Specificita' di prodotto - Anticipazione Sociale,Concession - Private individuals - Credit lines and other loans - Product specificity - Social advance
Finanziamenti - Gestione Prestiti - Sospensione Rate su Prestiti Personali,Loans - Loan management - Suspension of installments on personal loans
Cartolarizzazioni Proprie - Cessione o riacquisto attivi,Own securitisations - Transfer or repurchase of assets
Segnalazione indicatori di anomalia all'Organismo di vigilanza e tenuta dell'albo unico dei Consulenti Finanziari OCF,Reporting of anomaly indicators to the Supervisory Body and keeping of the single register of OCF Financial Advisors
Definizione Programma annuale e avvio singoli Progetti di model change,Definition of the annual program and launch of individual model change projects
Gestione Sofferenze - Individuazione specifiche posizioni da escludere dalla gestione esterna,Bad Loans Management - Identification of specific positions to be excluded from external management
Concessione - Small Business - Specificita' di prodotto - Finanziamento Condominio,Concession - Small Business - Product specificity - Condominium financing
Personale con contratto di lavoro misto - Recesso dal contratto di agenzia,Staff with mixed employment contract - Withdrawal from the agency contract
Emissione prestiti obbligazionari senior domestici collocati da BdT,Issue of senior domestic bonds placed by BdT
Autorizzazione (puntuale o plafond) TIT MLT in deroga e TIT MLT specifici,Authorization (punctual or plafond) TIT MLT in derogation and specific TIT MLT
Cartolarizzazioni di terzi - Due diligence iniziale e monitoraggio,Third Party Securitizations - Initial Due Diligence and Monitoring
Rimesse documentate incassi documenti import - Modalità Regolamento,Documented remittances collections import documents - Settlement mode
Debt Capital Markets - Strutturazione Fondo Comune di Investimento RE e Private Placement delle quote,Debt Capital Markets - Structuring RE Mutual Investment Fund and Private Placement of shares
Mutui agevolati a Dipendenti Gruppo Intesa Sanpaolo - Proposta,Subsidized loans to Intesa Sanpaolo Group employees - Proposal
Rischio di Controparte - Calcolo misure gestionali,Counterparty Risk - Calculation of management measures
Gestione dei procedimenti ABF - ACF,Management of ABF - ACF proceedings
Fiscalita' d'Impresa - Versamento delle ritenute operate a fronte di interessi e altro,Corporate taxation - Payment of withholding taxes made against interest and more
Estero - Operativita' in cambi - Gestione conferme operativita' in Cambi,Abroad - Foreign exchange operations - Management of confirmations of foreign exchange operations
Eventi successivi Estinzione Garanzia Prestito della Speranza,Subsequent events Extinction of the Loan of Hope Guarantee
Gestione informatica di WePOG,IT management of WePOG
Monitoraggio dei limiti e procedura di escalation - attivita' di Proprietary Trading,Monitoring of limits and escalation procedure - Proprietary Trading activity
Estero - Operativita' in cambi - Regolamento deal di pareggiamento - operativita' in Cambi a pronti,Abroad - Operations in foreign exchange - Settlement of the settlement deal - operations in spot foreign exchange
Gestione incarichi ai pubblici dipendenti,Management of tasks for public employees
Consolidato fiscale - Adempimenti dichiarativi,Tax consolidation - Declaration fulfillment
Assegni circolari - Ritrovamento assegno,Cashier's checks - Check found
Prodotti e Servizi Finanziari - Derivati OTC - Gestione Novation cartacee ed elettroniche,Financial Products and Services - OTC Derivatives - Paper and electronic Novation management
Concessione - Privati - Mutui Agevolati e Mutui concessi a Minori e Titolari di Ditta Individuale - Perfezionamento,Concession - Private individuals - Subsidized mortgages and Mortgages granted to minors and owners of sole proprietorships - Improvement
Carte di credito - Offerta Fuori Sede - Intesa Sanpaolo Agents4You,Credit Cards - Off-Site Offer - Intesa Sanpaolo Agents4You
Estero - Operativita' in cambi - Accreditamento clientela primaria operazioni in Cambi a pronti - Divisione BdT,Abroad - Foreign exchange transactions - Accreditation of primary customers spot foreign exchange transactions - BdT Division
Subentro di un operatore su postazione di cassa,Takeover of an operator on the cash desk
Individuazione livello di rischio delle posizioni,Identification of the risk level of the positions
Mutui agevolati a Dipendenti Gruppo Intesa Sanpaolo - Domanda,Subsidized loans to Intesa Sanpaolo Group employees - Question
Gestione Posizioni Privati Retail - Gestione specialistica,Management of Individual Retail Positions - Specialist management
Privacy by Design,Privacy by Design
Cassa Continua - Cessazione del Servizio,Cash Deposit - Termination of Service
Accordi di domiciliazione con banche e gestione garanzie con validità UE a copertura dei vari regimi doganali tra cui quello del transito comunitario,Domiciliation agreements with banks and guarantee management with EU validity to cover the various customs procedures including that of Community transit
Massimario di selezione e scarto e Titolario di classificazione Strutture Centrali,Selection and rejection maximum and Central Structures classification holder
Data Dictionary Management,Data Dictionary Management
OPS - OPV - OPVS - OPA - Attivita' centralizzate post-assegnazione,OPS - OPV - OPVS - OPA - Post-assignment centralized activities
Indagini di Monitoraggio Fiscale Persone Giuridiche e Accertamenti Fiscali,Tax Monitoring Investigations Legal Persons and Tax Assessments
Servizi di Incasso - Ticket sanitari,Collection Services - Health tickets
Gestione Contributi - Monitoraggio arretrati contributivi da ente agevolante,Contribution management - Monitoring of contribution arrears from the facilitating institution
Disposizione di Bonifici in uscita,Arrangement of outgoing wire transfers
Monitoraggio periodico della materialita della clientela condivisa e del relativo calcolo dello sconfino all'interno del Gruppo,Periodic monitoring of the materiality of shared customers and the related calculation of overdrafts within the Group
Internal Model Investigation Final Decision e Remediation Plan,Internal Model Investigation Final Decision and Remediation Plan
Controlli sui programmi di emissione OBG,Checks on covered bond issuance programmes
Crediti Documentari Export - Utilizzo,Export Documentary Credits - Use
Superbonus Ecobonus ed altri bonus edilizi - IMPRESE CIB - Cessione periodica e cumulativa del credito di imposta,Superbonus Ecobonus and other building bonuses - CIB COMPANIES - Periodic and cumulative transfer of the tax credit
COREP Consolidato (Basi COREP_OF_CON e FRTC) _ Generazione flussi - verifica dati - consolidamento - invio segnalazione,Consolidated COREP (COREP_OF_CON and FRTC bases) _ Flow generation - data verification - consolidation - reporting sending
Gestione liquidita' euro e divisa - Previsionale Flussi Monetari,Euro and foreign currency liquidity management - Cash flow forecast
Triparty REPO,Triparty REPO
Calcolo addebito e quadratura dell'imposta,Charge calculation and tax balancing
Vendita e attivazione POS - Prima richiesta Clienti Divisione BdT - Internet Banking,POS sale and activation - First customer request BdT Division - Internet Banking
Attivita' di reportistica periodica-Finanziamenti Agevolati a seguito di Calamita' Naturali,Attivita' Of periodic reportistica-Finanziamenti Facilitated following of Calamita' Naturali
Prodotti e Servizi Finanziari - Derivati OTC - Gestione del fixing - IMI CIB e BdT,Financial Products and Services - OTC Derivatives - Fixing Management - IMI CIB and BdT
"Creazione e gestione ""Mazzetta Civetta"" in ATM-MTA","Creation and management of ""Mazzetta Civetta"" in ATM-MTA"
Capital Management - Monitoraggio del Capital Plan,Capital Management - Monitoring of the Capital Plan
Redazione pubblicazione e aggiornamento dei Documenti di Governance e Regole,"Drafting, publication and updating of Governance Documents and Rules"
Deterioramento-danneggiamento-distruzione-uso improprio di beni artistici,Deterioration-damage-destruction-improper use of artistic assets
Superbonus Ecobonus ed altri bonus edilizi - PRIVATI - Condomini - IACP - Terzo Settore e Enti Religiosi - Cessione condizionata del credito di imposta da maturare,Superbonus Ecobonus and other building bonuses - PRIVATE - Condominiums - IACP - Third Sector and Religious Entities - Conditional transfer of the tax credit to be accrued
Polizze di Protezione - Motor - Post Vendita,Protection Policies - Motor - After Sales
Gestione Sofferenze Leasing - Valutazione analitica Sofferenze Leasing - Intesa Sanpaolo,Management of Leasing Bad Loans - Analytical evaluation of Leasing Bad Loans - Intesa Sanpaolo
Escussione Fideiussione ISMEA,Enforcement of the ISMEA surety
Servizi di Clearing Custody e Settlement - Regolamento titoli nel Mercato Estero,Clearing Custody and Settlement services - Securities settlement in the foreign market
Quadratura della postazione di cassa,Quadrature of the cash desk
Valutazione di strumenti collegati ad investimenti partecipativi,Valuation of instruments linked to equity investments
Adempimenti imposta di registro Contratti di compravendita immobiliare,Fulfillment of registration tax Real estate purchase and sale contracts
Adeguata verifica e profilatura del rischio di riciclaggio,Adequate verification and profiling of money laundering risk
Requisiti di onorabilita' assenze di cause di incompatibilità e sussistenza di stretti legami - autocertificazione,Honourability requirements absence of causes of incompatibility and existence of close ties - self-certification
Accertamento di natura concorsuale - Richiesta o comunicazione pervenuta alla Banca,Verification of a bankruptcy nature - Request or communication received by the Bank
Factoring - Contatto e proposizione commerciale Fido Cedente,Factoring - Contact and commercial proposition for credit transfer
Designazione di dipendenti come esponenti presso altre Societa',Designation of employees as representatives in other companies
Analisi Phishing e Spam,Phishing and spam analysis
Estinzione del servizio Valore Insieme,Extinction of the service Value Together
Valutazione del TFR e altri Fondi del Personale,Valuation of severance indemnities and other personnel funds
Rettifiche di prezzo per Atto dovuto - Divisione BdT,Price adjustments for Deed due - BdT Division
Attivazione Figure professionali (SAP HR),Activation of professional figures (SAP HR)
EMIR - DFA - Segnalazione Obbligatoria al Repertorio Dati,EMIR - DFA - Mandatory Reporting to the Data Repertoire
Gestione dell'indicatore di qualita' del dato (KQI),Management of the data quality indicator (KQI)
Gestione dei beni acquisiti in asta - Gestione e valorizzazione degli immobili,Management of assets acquired at auction - Management and valorisation of properties
Finanza in Conto Proprio - Titoli - Operatività in Basis Trade per Eligible Counterparties,Own Account Finance - Securities - Basis Trade operations for Eligible Counterparties
Monitoraggio Plafond MLT e Rendicontazione TIT in deroga - specifici MLT,MLT Plafond monitoring and TIT Reporting in derogation - specific MLTs
Approvvigionamento di valori in bianco,Procurement of blank values
Finanza in Conto Proprio - Derivati OTC - Negoziazione del deal,Own account finance - OTC derivatives - Deal negotiation
Finanziamenti in Loan IQ - Pagamenti - Payment,Financing in Loan IQ - Payments - Payment
Predisposizione KID,KID predisposition
Indisponibilita' del Personale Essenziale - Rientro alla normale operativita',Unavailability of Essential Personnel - Return to normal operations
Dispositivi per il dipendente - Altri dispositivi - Restituzione o reintegro,Employee devices - Other devices - Return or reinstatement
Dichiarazione annuale FTT,Annual FTT statement
Tesoreria Enti - Gestione Operativa - Riscossione,Institutions Treasury - Operational Management - Collection
Attivazione accessi di una Societa' alle applicazioni per il Gruppo sul sistema informativo target,Activation of access by a Company to applications for the Group on the target information system
ABaCo - Costituzione in pegno,ABaCo - Pledging
Gestione Proattiva Corporate e Small Business - Gestire le posizioni in Gestione Filiale (GF),Proactive Corporate and Small Business Management - Managing positions in Branch Management (GF)
Certificati di Deposito - Ammortamento,Certificates of Deposit - Amortization
Open Banking - Attivazione e contrattualizzazione del servizio,Open Banking - Activation and contracting of the service
Richiesta Licenze d'Uso PUU - Analisi,PUU User License Request - Analysis
Analisi preliminare di un evento potenzialmente critico con impatti su processi sistemici,Preliminary analysis of a potentially critical event with impacts on systemic processes
Richiesta e attivazione di servizi fiduciari offerti da Fiduciaria del Gruppo,Request and activation of fiduciary services offered by Fiduciaria del Gruppo
Approvazione flussi informativi di sicurezza informatica da parte degli Organi Aziendali,Approval of IT security information flows by the Corporate Bodies
Iscrizione al Registro IVASS sezione E e rilascio del relativo incarico,"Enrollment in the IVASS Register, section E and issue of the relative assignment"
Manutenzione ordinaria del Piano di Continuita' Operativa,Ordinary maintenance of the Business Continuity Plan
Pagamento cedole rimborsi regolamento estero,Payment of foreign settlement coupons
Affidamento di beni artistici e designazione dei referenti,Assignment of artistic assets and designation of referents
Normativa Emittenti - Gestione modalita' attraversamento delle Barriere informative,Issuer Regulations - Management of methods for crossing information barriers
Inadempienza Probabile - Gestione rapporti in Servicing Bank,Probable Default - Relationship management in Servicing Bank
Bancaidentity - Apertura contratto,Bancaidentity - Opening of the contract
Individuazione del Personale e gestione del periodo di supervisione,Identification of Personnel and management of the period of supervision
Rating - Automatismi di gestione e di declassamento del rating,Rating - Automatic rating management and downgrading
Bilancio Consolidato - Predisposizione ambiente acquisizione dati e riconciliazione infragruppo,Consolidated Financial Statements - Preparation of data acquisition environment and intercompany reconciliation
Amministrazione Finanziamenti Leasing - Sublocazioni,Administration Financing Leasing - Subleases
Gestione degli Interventi Agevolati - Istruttoria,Management of Facilitated Interventions - Investigation
Controllo e analisi servizi immobiliari,Control and analysis of real estate services
Inadempienza Probabile - Classificazione e Gestione SAG,Probable Default - Classification and Management SAG
Rischio IRR - Aggiornamento modello Poste a Vista - perimetro Banche estere,IRR risk - Update of the demand postal service model - International banks perimeter
Relazione per Organismo di Vigilanza 231_2001 ISP e Societa' Controllate,Report for the Supervisory Body 231_2001 ISP and Subsidiary Companies
Avvio in produzione del Model Change,Start of production of the Model Change
Apertura e Chiusura Loan,Loan Opening and Closing
Tesoreria Enti - Gestione Operativa - Pagamento,Institutions Treasury - Operational Management - Payment
Esecuzione test prestazionale,Performance test execution
Cessazione abilitazione accesso ad 'Aree Riservate' con rilevamento dato biometrico,Termination of access authorization to 'Restricted Areas' with biometric data detection
Annullamento Titoli propri,Cancellation of own securities
Finanza in Conto Proprio - Titoli - Monitoraggio restrizioni operative in materia di trading - Divisione IMI CIB,Own Account Finance - Securities - Monitoring operating restrictions on trading - IMI CIB Division
Amministrazione Finanziamenti Leasing - Incasso bonifici e fatturazione attiva manuale,Leasing Financing Administration - Collection of bank transfers and manual active invoicing
Concessione - Perfezionamento Small Business,Concession - Perfecting Small Business
Distribuzione di prodotti finanziari assicurativi,Distribution of insurance financial products
Servizi di Identificazione e Riconoscimento a Distanza - Contratto Multicanale - Post Vendita,Remote Identification and Recognition Services - Multichannel Contract - After Sales
Gestione Sofferenze - Anticipi e contabilizzazione spese,Non-performing loans management - Advances and expense accounting
Contrattualizzazione servizi di incasso Solution PA - Sistema PagoPA,Contracting of Solution PA collection services - PagoPA System
Gestione clientela preesistente,Existing customer management
Finanza in Conto Proprio - Derivati OTC - Gestione Market Operations - Validazione MOP e Remove MOP,Own Account Finance - OTC Derivatives - Market Operations Management - MOP Validation and Remove MOP
Pensioni - Attivazione del servizio di pagamento,Pensions - Activation of the payment service
Prestito Titoli Clientela - Gestione fee ed interessi,Customer Securities Lending - Fee and interest management
Soggetti non residenti in Italia - Posizione anagrafica e trattamento fiscale dei rapporti,Subjects not resident in Italy - Personal data and tax treatment of relationships
Gestione eventi straordinari,Extraordinary event management
Utilizzo data certa con scanner,Using certain date with scanner
Cash Pooling Domestico - Variazione disattivazione recesso del servizio,Domestic Cash Pooling - Change in deactivation of service termination
Rischio IRR - Aggiornamento modello Prepayment - perimetro Banche estere,IRR risk - Prepayment model update - perimeter of international banks
Assunzione del Personale Dipendente,Recruitment of Employees
Censimento e Gestione Controparte - Variazione sportello capofila,Census and Counterparty Management - Lead branch change
Pagamento dividendi regolamento estero,Payment of foreign settlement dividends
Factoring - Gestione Factoring - Incassi Bonifici,Factoring - Factoring Management - Collections Transfers
Disconoscimento pagamenti,Disclaimer of payments
Identificazione e Valutazione - Valutazione del Contesto Operativo,Identification and Evaluation - Evaluation of the Operating Context
Gestione dei beni acquisiti in asta - Vendita degli Immobili,Management of assets acquired at auction - Sale of properties
Equity Capital Markets - Aumenti di Capitale,Equity Capital Markets - Capital increases
Attivita' di rimborso,Refund activity
Ricezione bonifici estero,Reception of foreign transfers
Gestione del livello di riservatezza della reportistica prodotta dall'Area CRO,Management of the confidentiality level of the reports produced by the CRO Area
Aggiornamento profilatura MiFID mediante questionario Clientela Corporate - CIB e CLB,Updating of MiFID profiling using a Corporate Customer questionnaire - CIB and CLB
Rischio Generico di Posizione - Calcolo delle misure di rischio cambio regolamentare,Generic Position Risk - Calculation of regulatory exchange risk measures
Gestione Incassi Portafoglio - Gestione effetti al protesto,Portfolio Collections Management - Protest bills management
Portafogliazione della clientela - Portafogliazione e Segmentazione Economica - Inserimento e modifica,Customer Portfolio - Portfolio and Economic Segmentation - Entry and modification
