Italian,English
Gestione e Sviluppo del Personale BdT,Management and Development of BdT Personnel
"Performance Società, Terzo Settore e Reti Terze","Company Performance, Third Sector and Third Party Networks"
Cybersecurity Engineering,Cybersecurity Engineering
Gestione Canali ed Everyday Banking Journey,Channel Management and Everyday Banking Journey
"Working Capital, Digital Strategy & Channels","Working Capital, Digital Strategy & Channels"
Società veicolo,vehicle company
Funzioni competenti interne DSI,DSI internal competent functions
Struttura  Territoriale o Centrale,Territorial or Central Structure
La Struttura Gestionale Competente,The Competent Management Structure
Specialista Finanza Straordinaria,Extraordinary Finance Specialist
Banche appartenenti al Perimetro,Banks belonging to the perimeter
Consob,Consob
Altre Strutture responsabili dei controlli,Other structures responsible for controls
Cabina di regia DSI,DSI control room
Cabina di regia DOF,DOF control room
Gestione Risorse Umane competente,Competent Human Resources Management
Ente contribuente,Taxpayer body
Costo del Lavoro,Cost of labor
Budget e Controllo Costi BdT,Budget and Cost Control BdT
ISB Capital Budget and Cost Control,ISB Capital Budget and Cost Control
Altre strutture di controllo delle Società del Gruppo,Other control structures of Group companies
Responsabili di Struttura / Direzione Centrale di Capogruppo,Managers of Structure / Central Management of the Parent Company
Enti gestori o affidatari della spesa,Entities managing or assigning expenditure
Cybersecurity Group Governance and Foreign Network,Cybersecurity Group Governance and Foreign Networks
Prodotti e Reti Commerciali e Normativi,Products and Commercial Networks and Regulations
ISP Assicura,ISP Insures
Trasformazione Digitale e Sviluppo Internazionale,Digital Transformation and International Development
Service Management,Service Management
ISP Vita e Asset Management,ISP Life and Asset Management
Banca IMI - Market Data and IPV Controls,Banca IMI - Market Data and IPV Controls
Remediation Owner,Remediation Owner
Control Owner,ControlOwner
Governo Segnalazioni Obbligatorie,Government Mandatory Reporting
Proponente,proposer
Digital Vendor Management,Digital Vendor Management
Cybersecurity Group Architecture and Framework,Cybersecurity Group Architecture and Framework
Info & Data Providers Management,Info & Data Providers Management
Cybersecurity and Anti-Fraud Services,Cybersecurity and Anti-Fraud Services
Responsabile approvatore,Approver manager
Responsabile gerarchico del Proponente,Hierarchical manager of the Proposer
Index & Market Data,Index & Market Data
Marketing Operativo,Operative marketing
Direct Listing,Direct Listing
Product Governance Risk Clearing,Product Governance Risk Clearing
Desk Front Office,Front office desk
Capital Budget,Capital Budget
Struttura competente,competent structure
Provis - Segreteria Generale,Provis - General Secretariat
Servizi Operativi - ISPB,Operational Services - ISPB
ISPB - Responsabile Operativo,ISPB - Operations Manager
Concessione Factoring CIB e BdT Nord Est,Factoring concession CIB and BdT Nord Est
"Concessione Factoring Public Finance e BdT Nord Ovest, Centro e Sud","Concession Factoring Public Finance and BdT North West, Center and South"
Filiale estera,Foreign branch
Direzione Personale - Divisione ISB,Human Resources Management - ISB Division
Società in ambito,Company in scope
Conformità Pricing,Pricing compliance
Desk Global Transaction Banking - Filiale Estera,Global Transaction Banking Desk - Foreign Branch
Asset Owners,Asset Owners
Intesa Sanpaolo Vita - Organizzazione,Intesa Sanpaolo Vita - Organization
Eurizon Capital - Direzione Marketing e Sviluppo Commerciale,Eurizon Capital - Marketing and Commercial Development Department
Fideuram Intesa Sanpaolo Private Banking - Marketing e Sviluppo Offerta,Fideuram Intesa Sanpaolo Private Banking - Marketing and Offer Development
Intesa Sanpaolo Vita - Compliance Prodotti Vita e Danni,Intesa Sanpaolo Vita - Life and Non-Life Product Compliance
Eurizon Capital - Compliance & AML,Eurizon Capital - Compliance & AML
Insurance e Asset Management,Insurance and Asset Management
Struttura Proponente l'iniziativa,Structure Proposing the initiative
Direzioni Centrali,Central Directorates
Funzioni di Business,Business functions
Strutture di Rete,Network structures
Struttura contabile competente Società,Competent accounting structure Company
Cybersecurity Identity and Anti-Fraud Governance,Cybersecurity Identity and Anti-Fraud Governance
London Branch - Divisione IMI CIB,London Branch - IMI CIB Division
Intesa Sanpaolo IMI Securities Corporation,Intesa Sanpaolo IMI Securities Corporation
People Planning and Systems,People Planning and Systems
Interessato,Interested
Data Protection Officer (DPO),Data Protection Officer (DPO)
Altra Struttura Ricevente,Other Receiving Structure
Comunicazione e Advertising,Communication and Advertising
Struttura produttrice,Manufacturing facility
Archivio Storico,Historical Archive
Securitized Products Solutions London - Divisione IMI CIB,Securitized Products Solutions London - IMI CIB Division
Banca/Società del Gruppo,Group Bank/Company
Tesorerie Estere e Decentrate,Foreign and decentralized treasuries
Controllo di Gestione CIB & ISB,CIB & ISB Management Control
Figura - Struttura richiedente,Figure - Applicant structure
Approvatore Acquisti,Purchase Approver
Organo facoltizzato,Authorized body
Provincia competente,Competent province
Risk Management - Filiale Estera Hub,Risk Management - Foreign Branch Hub
Intesa Sanpaolo RBM Salute S.p.A.,Intesa Sanpaolo RBM Salute S.p.A.
Destinatario,Recipient
Responsabile Eurizon,Eurizon manager
Portfolio Management & Structuring,Portfolio Management & Structuring
Società del Gruppo intermediata,Intermediate group company
Funzione referente della Società con accesso ad Arco,Company contact person with access to Arco
Funzione referente della Società senza accesso ad Arco,Referent function of the Company without access to Arco
Audit Global Transaction Banking e Operations Finanza,Audit Global Transaction Banking and Finance Operations
Filiale Terzo Settore,Third sector branch
Filiale HNWI - ISPB,HNWI branch - ISPB
Filiale Imprese,Business Branch
Filiale Retail,Retail Branch
Corporate and Physical Security Governance,Corporate and Physical Security Governance
Bilanci,Balance sheets
Iniziative per il Sociale,Social initiatives
Management Support,Management support
Specialista Controlli - Direzione Regionale,Controls Specialist - Regional Management
Segreteria e Servizi di Supporto al CEO,Secretariat and Support Services to the CEO
Help Desk,Helpdesk
Secondo livello,Second level
Responsabile dell'Unità Organizzativa del Richiedente,Head of the Applicant's Organizational Unit
Owner responsabile del server,Owner responsible for the server
Gestione HR delle società diverse da ISP,HR management of companies other than ISP
Mobilita' Infragruppo e HR Proactive Placement,Intercompany Mobility and HR Proactive Placement
"Compensation, ISBD International Mobility & HR Cost Management - Divisione International Subsidiary Banks","Compensation, ISBD International Mobility & HR Cost Management - International Subsidiary Banks Division"
Responsabile Struttura,Structure Manager
Supervisore,Supervisor
Nuovi Servizi e Reti Terze,New Services and Third Party Networks
Partner,Partner
Advanced Analytics,Advanced Analytics
Direzione Commerciale Retail,Retail Sales Management
Direttore di Area Retail,Director of Retail Area
Direzione Commerciale Imprese,Business Sales Management
Direttore di Area Exclusive,Director of Area Exclusive
Direzione Commerciale Agribusiness,Agribusiness Sales Management
Direzione Commerciale Exclusive,Exclusive Sales Management
Area - Direzione Global Corporate,Area - Global Corporate Management
Marketing - ISPB,Marketing - ISPB
Strutture Responsabili di prodotto/servizio,Structures Product/service managers
Strutture Eroganti su SLM Capogruppo,Paying Structures on SLM Parent Company
Strutture competenti,competent structures
Strutture Eroganti su SLM DSI DCO ISCB,Structures Paying on SLM DSI DCO ISCB
"Infrastructure, Network, Cloud, Info-physical and Data Protection Solutions","Infrastructure, Network, Cloud, Info-physical and Data Protection Solutions"
Model Risk Assessment,Model Risk Assessment
Foreign Banks Risk Appetite Framework,Foreign Banks Risk Appetite Framework
Neva SGR,Neva SGR
Private Equity International,Private Equity International
WM Risk Engine Governance and Reporting,WM Risk Engine Governance and Reporting
CRA e Facoltà Imprese,CRA and Business Faculty
Regole del Credito,Credit Rules
Fideuram Intesa Sanpaolo Private Banking - Gestione Risorse Strutture Centrali Fideuram,Fideuram Intesa Sanpaolo Private Banking - Resource Management Fideuram Central Structures
AML Network Retail e Exclusive,AML Network Retail and Exclusive
AML Network Aziende Retail e Imprese,AML Network Retail Companies and Enterprises
AML Control Room e gestione Specialities,AML Control Room and Specialties management
Responsabile Direzione Impact,Head of Impact Department
Autorizzazione Clienti a Rischio Elevato,Authorization High Risk Clients
Responsabile Direzione Global Corporate - Divisione IMI CIB,Head of Global Corporate Department - IMI CIB Division
Responsabile Direzione Centrale NPE,Head of NPE Central Department
Responsabile Direzione Agribusiness,Head of Agribusiness Department
Controllo di Gestione Business Unit,Business Unit Management Control
Reporting - DC Cost Management,Reporting - DC Cost Management
Costi Immobiliari e Logistici,Real Estate and Logistics costs
Responsabile di struttura del Richiedente,Applicant's facility manager
Dirigente preposto,Manager in charge
Presidente del Consiglio di Amministrazione,Chairman of the board of directors
Autorità di vigilanza,Supervisory authorities
Consigliere Delegato e Consiglio di Amministrazione della Società Controllata,Chief Executive Officer and Board of Directors of the Subsidiary
Consigliere Delegato della Società Controllata ,Chief Executive Officer of the Subsidiary
Presidente del Consiglio di Amministrazione della Società Controllata ,Chairman of the Board of Directors of the Subsidiary
Debt Structuring ISBD,Debt Structuring ISBD
Rating and Debt Advisory,Rating and Debt Advisory
Desk DCM Origination - Filiale Estera Hub,DCM Origination Desk - Hub Foreign Branch
London Branch - Compliance/AML - Divisione IMI CIB,London Branch - Compliance/AML - IMI CIB Division
Advisory ISBD,ISBD Advisory
Intesa Sanpaolo IMI Securities Corporation - Primary Markets,Intesa Sanpaolo IMI Securities Corporation - Primary Markets
Intesa Sanpaolo IMI Securities Corporation - Fixed Income Sales,Intesa Sanpaolo IMI Securities Corporation - Fixed Income Sales
Banca Step 1,Bank Step 1
EBA Clearing,EBA Clearing
Internal Financial Intelligence Unit - Suspicious Activity Reporting,Internal Financial Intelligence Unit - Suspicious Activity Reporting
Approvatore,Approver
 Responsabile Struttura, Structure Manager
Desk Structured Finance - Filiale Estera Hub,Structured Finance Desk - Foreign Branch Hub
Loan Syndication London - Divisione IMI CIB,Loan Syndication London - IMI CIB Division
Controller Relationship Unit - Divisione IMI CIB,Controller Relationship Unit - IMI CIB Division
Contabilità Generale,General Accounting
Audit Managerial Models,Audit Managerial Models
Anticipatore di Gruppo,Group anticipator
Design Authority,Design Authority
Market Risk Solutions,Market Risk Solutions
Collateral Management Strategico,Strategic Collateral Management
Coordinamento Tesorerie Estere,Coordination of Foreign Treasuries
Business Operations Specialist - Direzione Global Corporate,Business Operations Specialist - Global Corporate Management
Presidio Valore del Credito Area Geografica 2,Credit Value Control Geographical Area 2
Presidio Valore del Credito Area Geografica 1,Credit Value Control Geographic Area 1
Specialista Crediti - Direzione Regionale,Credit Specialist - Regional Management
Struttura affidataria,foster structure
Referente,Referrer
Construction,Construction
Società finanziaria,Financial company
Commercial Coordination,Commercial coordination
Funzioni coinvolte,Functions involved
Specialista Assistenza Rete - Direzione Impact,Network Assistance Specialist - Impact Management
Specialista Assistenza Rete - Direzione Agribusiness,Network Assistance Specialist - Agribusiness Management
Sintesi Controlli e Rischi Operativi,Summary of Operational Controls and Risks
Servizi Bancari e Digitalizzazione Prodotti,Banking Services and Product Digitization
Responsabile Personale e Assistenza Rete - Direzione Impact,Head of Personnel and Network Assistance - Impact Management
Responsabile Personale e Assistenza Rete - Direzione Agribusiness,Head of Personnel and Network Assistance - Agribusiness Department
Responsabile Personale e Assistenza Rete - Direzione Regionale,Head of Personnel and Network Assistance - Regional Management
Fideuram Intesa Sanpaolo Private Banking - Servizi Operativi ISPB,Fideuram Intesa Sanpaolo Private Banking - ISPB Operational Services
Presidio Partecipate,Presidium Participate
Banca impattata ,Impacted bank
Trasformazione Digitale Imprese e Corporate,Digital Transformation Businesses and Corporates
Struttura deputata alla Gestione degli Eventi Critici,Structure responsible for the Management of Critical Events
STDO London,STDO London
Contenzioso Amministrativo e Immobiliare,Administrative and Real Estate Litigation
Monte Titoli,Monte Titoli
Direzione Regionale Lombardia Nord,North Lombardy Regional Directorate
"Direzione Regionale Campania, Calabria e Sicilia","Campania, Calabria and Sicily Regional Directorate"
"Direzione Regionale Milano, Monza e Brianza","Regional Directorate of Milan, Monza and Brianza"
Direzione Regionale Toscana e Umbria,Tuscany and Umbria Regional Directorate
Direzione Regionale Lazio e Abruzzo,Lazio and Abruzzo Regional Directorate
"Direzione Regionale Piemonte Nord, Valle d’Aosta e Sardegna","Regional Directorate of North Piedmont, Valle d'Aosta and Sardinia"
Direzione Regionale Veneto Ovest e Trentino Alto Adige,Regional Directorate of Veneto Ovest and Trentino Alto Adige
Direzione Regionale Emilia Romagna e Marche,Emilia Romagna and Marche Regional Directorate
Pulse,Pulse
Soggetto valutatore,Evaluator
Solution Imprese,Business Solutions
DCM London - Divisione IMI CIB,DCM London - IMI CIB Division
Legal ISP IMI SEC,Legal ISP IMI SEC
Audit Sistemi IT e Sicurezza,IT Systems Audit and Security
Financial Engineering,financial engineering
Supervisore in possesso dei requisiti IVASS,Supervisor in possession of IVASS requirements
Audit Nord Ovest,North West audit
Audit Sud,Southern Audit
Audit Lombardia,Lombardy audit
Audit Nord Est,North East audit
Audit Centro,Audit Center
"Modelli Transaction Monitoring, Analytics e Investigazioni Speciali","Models Transaction Monitoring, Analytics and Special Investigations"
Compliance Data Governance,Compliance Data Governance
DOW e DTOW di dominio dati,Data domain DOW and DTOW
Fideuram Intesa Sanpaolo Private Banking - Logistica e Servizi ISPB,Fideuram Intesa Sanpaolo Private Banking - ISPB Logistics and Services
Segreteria Tecnica di Presidenza,Technical Secretariat of the Presidency
Direzione Centrale Financial Market Coverage,Financial Market Coverage Head Office Department
Consulenza Operazioni Straordinarie,Consulting Extraordinary Operations
Societa' Italiane,Italian companies
Coordinatore Network Hub,Network Hub Coordinator
Secured Financing,Secured Financing
Financial Institution Structuring,Financial institution structuring
Legal NPE Transactions,Legal NPE Transactions
Solutions Development & Deals Execution,Solutions Development & Deals Execution
Real Estate Structuring,Real Estate Structuring
Preposto,in charge
Addetto alla Prevenzione Incendi e Primo Soccorso,Fire Prevention and First Aid Officer
Addetto al personale con disabilità,Personnel with disabilities
Addetto al personale con disabilita',Personnel employee with disabilities
Sostituto Coordinatore degli Addetti all'Emergenza,Deputy Emergency Coordinator
Struttura del Gruppo,Group structure
Low Default Portfolio Models,Low Default Portfolio Models
LGD Performing and EAD Models,LGD Performing and EAD Models
Retail Models,Retail Models
SME Models,SME Models
Fideuram Investimenti,Fideuram Investments
Compagnia Assicurativa,Insurance company
Referente Piano Settoriale,Sectoral Plan Coordinator
Responsabili delle Strutture Coinvolte,Managers of the Structures Involved
Gestore della Relazione,Relationship Manager
"Network Specialisti MLT/Leasing, Factoring e Protezione","Network MLT/Leasing, Factoring and Protection Specialists"
Credit Risk Optimization & Strategic Transactions,Credit Risk Optimization & Strategic Transactions
Vendor,Vendors
Visitatore,Visitor
Consulenza Territoriale Bergamo,Bergamo Territorial Consulting
Contenzioso Napoli,Naples dispute
Contenzioso Torino,Turin dispute
Contenzioso Roma,Rome dispute
Contenzioso Firenze,Florence dispute
Contenzioso Milano,Milan dispute
Contenzioso Bergamo,Bergamo dispute
Strutture operative,Operating structures
"CdG, Reporting Direzionale e Consolidato di Gruppo ","CdG, Group Management and Consolidated Reporting"
Struttura ricevente,receiving facility
Struttura operativa,Operating structure
Responsabile U. O. Impattata,Head of the impacted O.U
Funzioni Competenti e di Monitoraggio,Competent and Monitoring Functions
Responsabile U. O. ospitante,Responsible for the host OU
Team di Emergenza,Emergency team
Società controllata del perimetro di vigilanza,Subsidiary company of the supervisory perimeter
Società emittente del perimetro di vigilanza,Issuing company of the supervisory perimeter
People Care,People Care
Medico competente,Competent doctor
Psicologo Consulente di Tutela Aziendale,Corporate Protection Consultant Psychologist
Contenzioso del Lavoro,Employment Litigation
Gestione Risorse Umane Competente ,Competent Human Resources Management
La Struttura che riceve l'atto,The Structure that receives the deed
Network Management & Development,Network Management & Development
Responsabile della Direzione Pianificazione e AVM,Head of the Planning and AVM Department
Responsabile della Direzione Tesoreria,Head of the Treasury Department
Mercury,Mercury
Direttore di Filiale,Branch Manager
Legal Advisory Markets,Legal Advisory Markets
Responsabile diretto,Direct manager
Persona,Person
Destinatari Reportistica,Recipients Reporting
Organo di Vigilanza,Supervisory Board
Top Management,top management
Capo Progetto IT,IT Project Leader
Fondo di Beneficenza,Charity Fund
Ente Beneficiario,Beneficiary body
Nexi,Nexi
Credit Strategies,credit strategies
M&A Advisory London -  Divisione IMI CIB,M&A Advisory London - IMI CIB Division
Segreteria societaria Società ,Corporate secretariat Company
RWA Accuracy & Analytics,RWA Accuracy & Analytics
Coordinamento Specialisti Agribusiness,Coordination of Agribusiness Specialists
Responsabile delegato ,Delegated manager
Funzione Organizzazione delle Banche CIB,Organization Function of CIB Banks
Marketing & Sales Digital Platforms,Marketing & Sales Digital Platforms
Struttura responsabile della modifica delle gerarchie parallele,Structure responsible for editing parallel hierarchies
Acquisti Sistemi Applicativi e Infoprovider,Purchasing Application Systems and Infoproviders
Global Procurement Focal Point,Global Procurement Focal Point
Acquisti Infrastrutture Tecnologiche,Purchasing Technological Infrastructures
Adempimenti Amministrativi Società di Cartolarizzazione,Securitization Company Administrative Requirements
Precontenzioso e Procedimenti ADR,Pre-litigation and ADR proceedings
Procedure Concorsuali e Crisi d'Impresa,Insolvency proceedings and business crisis
Problematiche post Cessioni,Post Disposal issues
Contenzioso Specialistico,Specialist Litigation
Contenzioso Sensibile,Sensitive Litigation
Specialista Verifica di Bilancio - Banca della Divisione Banca dei Territori,Financial Statement Audit Specialist - Bank of the Banca dei Territori Division
Divisione Banca dei Territori - Direzione Multicanalità Integrata,Banca dei Territori Division - Integrated Multi-channel Department
Accordi Distributivi Infragruppo,Intercompany Distribution Agreements
Unità Organizzativa,Organizational unit
Responsabile M&A ,M&A manager
Global Markets Services & Strategy,Global Markets Services & Strategy
Sintesi e Controlli Workout,Summary and Workout Controls
Credit Policy & Analytics,Credit Policy & Analytics
Funzioni operative e di business,Operational and business functions
Segreteria Organo Deliberante,Deliberating Organ Secretariat
Strutture interessate,Structures concerned
Banca IMI - E-commerce & Distribution,Banca IMI - E-commerce & Distribution
Banche Collocatrici,Placement Banks
Supporto CdA e Comitati,Support Board and Committees
Società di Revisione,Auditing firm
ESG & Sustainability,ESG & Sustainability
Direzione Centrale Affari e Consulenza Societaria,Central Department of Corporate Affairs and Consulting
Responsabile della struttura contributrice,Head of the contributing structure
Gestione Risorse umane competente,Competent Human Resources Management
Siref Fiduciaria,Siref Trust
Strutture Contabili competenti,Competent Accounting Structures
Legal Advisory Supporto Mercati,Legal Advisory Market Support
Data User,Data User
Fabbrica Applicativa DSI,DSI Application Factory
Digital Business Partner,Digital Business Partners
Banche in perimetro,Banks in perimeter
Controller Capital Markets & Investment Banking,Controller Capital Markets & Investment Banking
LAF International,LAF International
LAF Italia,LAF Italy
Direzione Commerciale Retail & Wealth Management,Retail & Wealth Management Sales Department
Direzione Financial Market Coverage – Price-Sensitive Communication,Financial Market Coverage Department - Price-Sensitive Communication
Struttura controllata,Controlled structure
MCI - Crediti,MCI - Credits
Controlli - Banca della Divisione Banca dei Territori,Controls - Bank of the Banca dei Territori Division
MCI - Controlli,MCI - Controls
Controlli - Direzione Impact,Controls - Impact Direction
Crediti - Banca della Divisione Banca dei Territori,Receivables - Bank of the Banca dei Territori Division
Strutture Territoriali e Centrali,Territorial and Central Structures
Eximbank,Eximbank
Cash Management ISBD,ISBD Cash Management
Sviluppo Internazionalizzazione Imprese,Business Internationalization Development
"Payments, Cash Management & Open Banking","Payments, Cash Management & Open Banking"
Struttura fiscale della società in perimetro,Tax structure of the company in perimeter
Host Bank,Host Bank
Direzione Commerciale Filiale Digitale,Digital Branch Sales Management
Asset Owner,Asset Owner
Referente SIT di competenza,Competent SIT contact person
Fornitore Servizio ICT,ICT Service Provider
Ufficio Relazione Fornitori e Monitoraggio SLA,Supplier Relations Office and SLA Monitoring
Acquisti,Shopping
Ufficio Monitoraggio e Livelli di Servizio,Monitoring and Service Levels Office
Organo Deliberante ,Deliberative Body
Consumer Association Relations,Consumer Association Relations
Associazione Consumatori,Consumers Association
Transaction Banking and Back End Services Digitizations,Transaction Banking and Back End Services Digitizations
Controlli Fiscali,Tax Controls
Operazioni Straordinarie - DC Tesoreria e Finanza di Gruppo,Extraordinary Transactions - DC Group Treasury and Finance
Referenti indicati in sede di trasmissione della delega,Contact persons indicated at the time of transmission of the proxy
Co-Head DCFMC,Co-Head DCFMC
Segreterie Societarie Banche / Società controllate e funzioni HR competenti,Corporate Secretariats Banks / Subsidiaries and competent HR functions
Banca IMI - Market Treasury,Banca IMI - Market Treasuries
Titoli e Risparmio Gestito - DC Sistemi Informativi,Securities and Managed Savings - DC Information Systems
Banca IMI - Adempimenti Fiscali,Banca IMI - Tax Compliance
Cybersecurity Incident Response Team,Cybersecurity Incident Response Team
Owner del fondo,Owner of the fund
Organo deliberante competente,Competent decision-making body
Capi Servizio DSI,Heads of DSI Service
Trading Member,Trading Member
Report Owner,Report Owner
Struttura che svolge la funzione di segreteria,Structure that performs the secretarial function
Enterprise Risk Governance,Enterprise Risk Governance
Governo Compliance,Compliance Government
Governo Anti Financial Crime,Government Anti Financial Crime
Coordinamento Audit,Audit coordination
Comitato Rischi e Sostenibilità,Risk and Sustainability Committee
Responsabili delle Divisioni e Direzioni Centrali,Heads of Divisions and Central Management
Società del gruppo,Group company
STRUTTURA COMPETENTE BDT,BDT COMPETENT STRUCTURE
Richiedente Sponsee,Sponsee Applicant
Coordinamento Comunicazione sui Territori,Territorial Communication Coordination
Banca d'Italia ,Bank of Italy
Direzione Risorse Umane,Human Resources Department
Altre strutture coinvolte in relazione alla materia,Other structures involved in relation to the matter
Organi Sociali,Corporate bodies
Responsabile della Struttura owner ,Head of Structure owner
XVA Management,XVA Management
Funzione di business e di supporto ,Business and support function
Responsabile della  Funzione di business e di supporto ,Head of the business and support function
Funzione Sistemi Informativi di ciascuna Legal Entity,Information Systems Function of each Legal Entity
Società di revisione,Auditing firm
People Development,People Development
Human Resources - Filiale Estera Hub,Human Resources - Foreign Branch Hub
Intesa Sanpaolo IMI Securities Corporation - Audit,Intesa Sanpaolo IMI Securities Corporation - Audit
Desk Debt Origination & Private Placements - Filiale Estera Hub,Desk Debt Origination & Private Placements - Hub Foreign Branch
Investment & Listed Products Sales,Investment & Listed Products Sales
Listed Investment Vehicles,Listed Investment Vehicles
CIB FX Solutions,CIB FX Solutions
Equity Sales London - Divisione IMI CIB,Equity Sales London - IMI CIB Division
Credit Investments Trading,Credit Investment Trading
HTCS Credit & ESG Investments,HTCS Credit & ESG Investments
Interest Rate Volatility Trading,Interest Rate Volatility Trading
Global Risk Trading,Global Risk Trading
Fixed Income Banking Book,Fixed Income Banking Book
"Rates, FX & Commodities Research","Rates, FX & Commodities Research"
Presidio Valutazione Crediti,Credit Assessment Control
Monitoraggio Attivo Piano NPL,Active Monitoring of the NPL Plan
Struttura Centrale,Central Structure
Organismo per la tenuta dell'Albo ,Organism for keeping the register
Fideuram Intesa Sanpaolo Private Banking - Responsabile Filiale,Fideuram Intesa Sanpaolo Private Banking - Branch Manager
Fideuram Intesa Sanpaolo Private Banking - Responsabile Servizi Amministrativi e di Sportello,Fideuram Intesa Sanpaolo Private Banking - Head of Administrative and Branch Services
Strutture di Direzione Centrale,Central Management Structures
Strutture applicative in ambito,Application structures in the field
Financial & ESG Performance Benchmarking,Financial & ESG Performance Benchmarking
Controllo di Gestione Centro di Governo,Management Control Center of Government
ISP Networks - Investment Products Sales,ISP Networks - Investment Products Sales
Ente richiedente,Applicant body
Cyber & Physical Security,Cyber & Physical Security
HR Change Management & Communication,HR Change Management & Communication
Responsabile della struttura Data Owner,Head of the Data Owner structure
Desk di prodotto - Finanza Strutturata,Product Desk - Structured Finance
BdT Portfolio Monitoring,BdT Portfolio Monitoring
Risk Advanced Analytics,Risk Advanced Analytics
Operatore/Cliente,Operator/Customer
Gestore della conservazione,Conservation manager
Divisione Insurance - Direzione Personale e Change Management,Insurance Division - Personnel Department and Change Management
 Responsabile di struttura, Facility manager
Centrale Operativa,Operations center
Coordinamento Territoriale Personale e Assistenza Rete - Banca della Div. BdT,Personnel Territorial Coordination and Network Assistance - Bank of the BdT Division
Struttura responsabile dell'operazione ,Structure responsible for the operation
Gestore,Manager
SFTR-Request,SFTR-Request
Cliente/Controparte,Client/Counterparty
Marketing Strategico,Strategic marketing
La Banca richiedente,the requesting bank
Credit Solutions,Credit Solutions
Consulenza R&S e Finanziamenti Europei,R&D Consulting and European Funding
Struttura Pivot ,Pivot structure
Altra Struttura Responsabile del riscontro,Other Structure Responsible for the response
Struttura Owner funzionale,Functional Owner structure
Struttura interessata per materia,Structure concerned by subject
Coordinamento Adempimenti Regolamentari e PMO Strategico,Coordination of Regulatory Compliance and Strategic PMO
Divisione di business,Business division
Operazioni Straordinarie,Extraordinary operations
Funzione contabile partecipate,Subsidiary accounting function
Capo Progetto Fornitore,Supplier Project Leader
Operazioni Societarie Straordinarie e Minorities Interests,Extraordinary Corporate Transactions and Minorities Interests
Intesa Sanpaolo Innovation Center - Finanziamento e Crescita delle Startup,Intesa Sanpaolo Innovation Center - Financing and Growth of Startups
Supporto Operazioni Straordinarie,Extraordinary operations support
Help Desk Tecnologico,Technological Help Desk
Filiale Francoforte,Frankfurt branch
Presidio Fiscalità di Gruppo,Group Tax Control
Funzioni di Business e altre  Direzioni Centrali,Business Functions and other Central Departments
Controparte di Gruppo,Group Counterparty
Recruiting & Assessment Center,Recruiting & Assessment Center
Candidato,Candidate
Hiring Manager,Hiring Manager
Titolare/Utilizzatore di casella PEC,PEC box owner/user
Delegato,Delegate
Gestore Pianificazione e ottimizzazione risorse,Resource Planning and Optimization Manager
Gestore Tuning & Performances Dipartimentale ,Departmental Tuning & Performances Manager
Gestore Tuning& Performances Mainframe ,Tuning & Performances Mainframe Manager
Banche italiane controllate,Italian banks controlled
Wealth Management Investment Services Risk,Wealth Management Investment Services Risk
Banca Corrispondente ,Correspondent Bank
ISPB Consiglio di Amministrazione,ISPB Board of Directors
Intesa Sanpaolo Provis Consiglio di Amministrazione,Intesa Sanpaolo Provis Board of Directors
Fideuram Intesa Sanpaolo Private Banking - Chief Financial Officer,Fideuram Intesa Sanpaolo Private Banking - Chief Financial Officer
Specialista Credito Fondiario - Direzione Global Corporate,Land Credit Specialist - Global Corporate Management
Specialista Fondiario - Direzione Regionale,Land Specialist - Regional Management
BdT Credit Risk Appetite e Facoltà,BdT Credit Risk Appetite and Faculty
Ufficio Finanza e Capital Markets,Finance and Capital Markets Office
Banca IMI - Legale,Banca IMI - Legal
Struttura a cui viene proposto incarico di consulenza finanziaria ,Structure to which the assignment of financial consultancy is proposed
Desk Global Transaction Banking - Filiale Estera Hub,Global Transaction Banking Desk - Hub Foreign Branch
Trade Finance CIB,Trade Finance CIB
Credit - Filiale Estera Hub,Credit - Hub Foreign Branch
Public Finance Management,Public Finance Management
Funzione Specialistica di Supporto,Specialist Support Function
PMO,PMO
Cariche Sociali di Gruppo,Corporate offices of the Group
Società Controllate,Subsidiaries
Società gestore servizi museali,Museum services management company
Soggetto richiedente,Applicant
Physical Security Operative Management,Physical Security Operational Management
Controparte/Cliente,Counterparty/Client
Filiale accentratrice,centralized branch
Comitato Risorse Esterne,External Resources Committee
Controlli e Reporting Privacy,Privacy Controls and Reporting
Struttura e Società in ambito,Structure and Society in the area
Direzione Gestione Investimenti e Operazioni Straordinarie,Investment Management and Extraordinary Transactions Department
Structured Finance,structured finance
NPLs,NPLs
Struttura responsabile dell'operazione - SOP della Capogruppo,Structure responsible for the operation - SOP of the Parent Company
Struttura responsabile dell'operazione - SOP della Società Controllata,Structure responsible for the operation - SOP of the Subsidiary
Process/Business Owner,Process/Business Owner
Consulenza e Contenzioso Internazionale,Consulting and International Litigation
Deal Advisory - Divisione IMI CIB,Deal Advisory - IMI CIB Division
Financial Control,Financial Control
Presidio Valutazione Altre Poste Patrimoniali,Monitoring of Valuation of Other Assets
Struttura contabile società,Company accounting structure
Studio Esterno,External Study
IMI – CIB Entities,IMI – CIB Entities
International Subsidiaries Banks,International Subsidiary Banks
"Private Banking, Asset Management e Insurance Entities","Private Banking, Asset Management and Insurance Entities"
"Controllo Anti Financial Crime Società, Banche e Filiali Estere","Anti Financial Crime Control Companies, Banks and Foreign Branches"
