risk,riskID,riskType,financialDisclosureRisk
Failure to activate the final management of the asset,101162,Other risks (operational),False
Incorrect assessment and inclusion of creditworthiness in the procedure,103913,Financial Information Risk (ex 262/2005),True
Incorrect/incomplete documentation,100986,Other risks (operational),False
Attribution of Deliberative Competence inconsistent with the Credit Faculties and the Credit Granting Rules,100987,Financial Information Risk (ex 262/2005),True
Possible incorrect execution of the SPPI Test,100739,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete verification of regulatory obligations and Opinions,101323,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete verification of regulatory obligations and Opinions,104508,Financial Information Risk (ex 262/2005),True
Attribution of Deliberative Competence inconsistent with the Credit Faculties and the Credit Granting Rules.,100152,Financial Information Risk (ex 262/2005),True
Non-payment bills,104840,Other risks (operational),False
Unauthorized supply,102208,Financial Information Risk (ex 262/2005),True
Unauthorized wire transfer,102582,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete documentation,102642,Other risks (operational),False
Outstanding Investment Proposals/Arrangements made on an incorrect profile,100206,Legal and non-compliance,False
Failure to update MiFID profiling,101228,Legal and non-compliance,False
Wrong warranty entry,104989,Other risks (operational),False
Wrong entry in position keeping systems,103114,Financial Information Risk (ex 262/2005),True
Incorrect entry of the New Deal,104913,Financial Information Risk (ex 262/2005),True
Wrong entry in position keeping systems,103112,Financial Information Risk (ex 262/2005),True
Incorrect entry in the Systems,103113,Financial Information Risk (ex 262/2005),True
Incorrect entry of the New Deal,105255,Financial Information Risk (ex 262/2005),True
Incorrect entry of data,102167,Financial Information Risk (ex 262/2005),True
Reversal not performed correctly,104912,Financial Information Risk (ex 262/2005),True
Gold in storage and verifications do not match,101441,Other risks (operational),False
Gold in storage not corresponding to query,104143,Other risks (operational),False
Mismatched 3rd party metal stock,102509,Other risks (operational),False
Incorrect addressing to the pertinent application,105325,Other risks (operational),False
Failure to route invoices,105326,Other risks (operational),False
Failure to sort invoices to subsystems,105302,Financial Information Risk (ex 262/2005),True
Incorrect accounting,100108,Financial Information Risk (ex 262/2005),True
Rejected or unauthorized payments,100651,Financial Information Risk (ex 262/2005),True
Transfers not successful,101291,Financial Information Risk (ex 262/2005),True
Lack of confluence of documents in the application,103818,Financial Information Risk (ex 262/2005),True
Failure to process documents by the external service,101249,Financial Information Risk (ex 262/2005),True
Incorrect accounting,101066,Financial Information Risk (ex 262/2005),True
Non-compliance,103817,Financial Information Risk (ex 262/2005),True
Wrong manual payment,101292,Financial Information Risk (ex 262/2005),True
Incorrect accounting,100201,Financial Information Risk (ex 262/2005),True
Unauthorized payment,100109,Financial Information Risk (ex 262/2005),True
Incorrect calculation of the Comit Index,105315,Other risks (operational),False
Incorrect index calculation,104331,Other risks (operational),False
Incorrect Prices and/or Incomplete Values,104050,Other risks (operational),False
Wrong / failure to send the report,102980,Other risks (operational),False
Incorrect signage flow,103970,Financial Information Risk (ex 262/2005),True
Uncertified data,102698,Financial Information Risk (ex 262/2005),True
Incorrect data,105078,Financial Information Risk (ex 262/2005),True
Incorrect signage flow,101883,Financial Information Risk (ex 262/2005),True
Incorrect signage flow,100129,Financial Information Risk (ex 262/2005),True
Incorrect and/or inconsistent data,100128,Financial Information Risk (ex 262/2005),True
Performance data inconsistency,101150,Financial Information Risk (ex 262/2005),True
Incorrect data,101152,Financial Information Risk (ex 262/2005),True
Incomplete data,101151,Other risks (operational),False
Creation errors,104506,Other risks (operational),False
Wrong reconciliation,104712,Other risks (operational),False
Incorrect event creation or update,102855,Other risks (operational),False
Wrong reconciliation,103119,Other risks (operational),False
Incorrect event creation or update,104711,Other risks (operational),False
Failure to convene the committee,100833,Other risks (operational),False
Positions not processed in a timely manner,103244,Other risks (operational),False
Verify the correctness of the amount received,101023,Financial Information Risk (ex 262/2005),True
Failure to account for differences,102900,Financial Information Risk (ex 262/2005),True
Evaluation errors,102549,Other risks (operational),False
Information errors,102550,Financial Information Risk (ex 262/2005),True
Errors in the preparation of the activity,101604,Other risks (operational),False
Failure to subscribe by one of the Participating Companies,105317,Other risks (operational),False
Errors in the preparation of the documentation,104008,Other risks (operational),False
Failure to subscribe by one of the Participating Companies,103683,Other risks (operational),False
Errors in the preparation of activities,101605,Other risks (operational),False
Errors in the AGI/1 model,103457,Other risks (operational),False
Errors in the preparation of the documentation,101089,Other risks (operational),False
Errors in the AGI/1 model,102565,Other risks (operational),False
Insufficient documentation,102643,Other risks (operational),False
Outdated and/or incorrect data,101047,,False
Incorrect or missing data,104238,,False
Dashboard data not updated and/or incorrect,104066,,False
Incorrect entry of conflicts of interest text,100982,Other risks (operational),False
Incorrect system power supply,102291,,False
Incorrect / incomplete data entry,103980,Financial Information Risk (ex 262/2005),True
Failed / incorrect data transmission,103675,Financial Information Risk (ex 262/2005),True
Incorrect / incomplete data entry,103979,Financial Information Risk (ex 262/2005),True
Wrong payment made,103981,Financial Information Risk (ex 262/2005),True
Failed / incorrect data transmission,103674,Financial Information Risk (ex 262/2005),True
Incorrect data loading,103487,Financial Information Risk (ex 262/2005),True
Misalignments on front office systems,100866,Financial Information Risk (ex 262/2005),True
Incorrect data update,105067,Financial Information Risk (ex 262/2005),True
Incorrect data loading,103488,Financial Information Risk (ex 262/2005),True
Unauthorized upload,100865,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete update,101597,Financial Information Risk (ex 262/2005),True
Wrong preparation of files,105068,Financial Information Risk (ex 262/2005),True
Incorrect or missing margin,101717,Financial Information Risk (ex 262/2005),True
Incorrect recognition of the amount and/or incorrect accounting,105344,Financial Information Risk (ex 262/2005),True
Incorrect entry of data,104523,Other risks (operational),False
Incorrect census counterparty,101880,Other risks (operational),False
Incorrect data entered,101367,Other risks (operational),False
Incorrect uploaded data,100858,Other risks (operational),False
Incorrect uploaded data,101368,Other risks (operational),False
Wrong connection,101803,Other risks (operational),False
Incomplete and/or incorrect package data,103348,Financial Information Risk (ex 262/2005),True
Basic provision of inconsistent signage,100994,Financial Information Risk (ex 262/2005),True
Incorrect signage flow,100995,Financial Information Risk (ex 262/2005),True
Incorrect elimination or incorrect creation of the mini-consolidated perimeter,103347,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect data,104464,Financial Information Risk (ex 262/2005),True
Incorrect signage flow,100049,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect package data,100541,Financial Information Risk (ex 262/2005),True
Incorrect compilation of the loan census form,100123,Financial Information Risk (ex 262/2005),True
Incorrect and consistent trade valuation in the system,102231,Financial Information Risk (ex 262/2005),True
Incorrect calculation of interest and fees,101493,Financial Information Risk (ex 262/2005),True
Incorrect and consistent data valorisation in the system,104459,Financial Information Risk (ex 262/2005),True
Missed or incorrect recovery of contributions against repayments,103093,Financial Information Risk (ex 262/2005),True
Practices with automatically entered incomplete and/or incorrect data,105267,Other risks (operational),False
Incorrect data entry or failed update,103092,Financial Information Risk (ex 262/2005),True
Missed or incorrect recovery of contributions against repayments,105106,Financial Information Risk (ex 262/2005),True
Incorrect processing of estimates,100544,Financial Information Risk (ex 262/2005),True
Data inconsistent with source dataset,100543,Financial Information Risk (ex 262/2005),True
Incorrect processing of estimates,104357,Financial Information Risk (ex 262/2005),True
Incorrect processing of estimates,100545,Financial Information Risk (ex 262/2005),True
Wrong refunds,100916,Financial Information Risk (ex 262/2005),True
Incorrect data entered,104185,Financial Information Risk (ex 262/2005),True
Incorrect attestation,100915,Other risks (operational),False
Incomplete perimeter,103709,Other risks (operational),False
Incompleteness of the information received,105396,Other risks (operational),False
Incorrect accounting of active invoice collection,101227,Financial Information Risk (ex 262/2005),True
Incorrect data,101631,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect files sent,101938,Other risks (operational),False
Data not archived,103379,Other risks (operational),False
Incorrect / incomplete production of information,103378,Other risks (operational),False
Incorrect calculation,103829,Financial Information Risk (ex 262/2005),True
Incomplete calculation,103828,Other risks (operational),False
Incorrect and/or incomplete data,104061,Financial Information Risk (ex 262/2005),True
Incorrect technological requirements in particular for those relating to data retention.,103460,Information and Communication Technology risk,False
Implementation of computer security components not adequately tested.,103459,Information and Communication Technology risk,False
Failure to activate the interventions following the release of the operating instructions,100956,Financial Information Risk (ex 262/2005),True
Industrious repentance not carried out,104966,Other risks (operational),False
No practical cloning to be reviewed,105241,Other risks (operational),False
Failure to reassess or inconsistent approval body,104777,Other risks (operational),False
Failure to comply with the timescales envisaged by the specific intervention,100973,Other risks (operational),False
Incorrect data entry in the procedure,100974,Other risks (operational),False
Wrong/incomplete documentation acquired,100972,Other risks (operational),False
Wrong stipulation,101997,Financial Information Risk (ex 262/2005),True
Unjustified positions,103797,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete preparation of the PV detail file,105087,Financial Information Risk (ex 262/2005),True
Incorrect data and/or missing information,100961,Financial Information Risk (ex 262/2005),True
Incorrect receipt of securities movement in accounting,102241,Financial Information Risk (ex 262/2005),True
Wrong deal or missing information,100960,Financial Information Risk (ex 262/2005),True
Incorrect and inconsistent entry to System,102296,Financial Information Risk (ex 262/2005),True
"Incorrect alignment between Access Platform, Position Keeping",103526,Financial Information Risk (ex 262/2005),True
Presence of inconsistent and blocked operations,102117,Financial Information Risk (ex 262/2005),True
Incorrect execution of the SPPI test,104283,Financial Information Risk (ex 262/2005),True
Incorrect execution of the SPPI test,104282,Financial Information Risk (ex 262/2005),True
Incomplete reporting data,100370,Financial Information Risk (ex 262/2005),True
Error entering the system,103428,Financial Information Risk (ex 262/2005),True
Incorrect instructions,104505,Financial Information Risk (ex 262/2005),True
Incorrect instructions,104504,Financial Information Risk (ex 262/2005),True
Incomplete/incorrect data,101862,Financial Information Risk (ex 262/2005),True
Inconsistent data between systems,100538,Financial Information Risk (ex 262/2005),True
Data flow not available on the Reporting Area,100537,Financial Information Risk (ex 262/2005),True
New operations or to be modified,104015,Financial Information Risk (ex 262/2005),True
Incorrect data entered,104016,Financial Information Risk (ex 262/2005),True
Incomplete feeding,105280,Financial Information Risk (ex 262/2005),True
Data indicated in the reporting flow different from those present in the archive,102968,Financial Information Risk (ex 262/2005),True
Incomplete feeding of the reporting process,101904,Financial Information Risk (ex 262/2005),True
"Incomplete data received for consolidated regulatory and management reporting - LCR, NSFR and AMM indicators",100200,Financial Information Risk (ex 262/2005),True
Incomplete/incorrect data,101307,Financial Information Risk (ex 262/2005),True
Lack of consistency between reporting flow and management flows,101905,Financial Information Risk (ex 262/2005),True
Incomplete data received for weekly consolidated regulatory reporting,103761,Financial Information Risk (ex 262/2005),True
"Failure to identify an ISP Related Party, Group Associated Person or Relevant Person pursuant to art. 136 TUBES",100629,Financial Information Risk (ex 262/2005),True
Incorrect or missing data,100017,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete preparation of the information to be sent,101480,Financial Information Risk (ex 262/2005),True
No aggravated decision-making procedure pursuant to art. 136 TUBES,101127,Financial Information Risk (ex 262/2005),True
Failure to recognize a non-exempt transaction,100864,Financial Information Risk (ex 262/2005),True
Incorrect decision-making process,102672,Financial Information Risk (ex 262/2005),True
Inadequate sensitivity,104976,Other risks (operational),False
Unobservable market data,104975,Other risks (operational),False
Incorrect perimeter,102047,Financial Information Risk (ex 262/2005),True
Level change not consistent with rules,105188,Financial Information Risk (ex 262/2005),True
Exceeding foreseen thresholds,101872,Other risks (operational),False
Unobservable market data,101871,Other risks (operational),False
Wrong data,103644,Other risks (operational),False
Wrong data,101111,Other risks (operational),False
Different heading of the settlement current account,105234,Financial Information Risk (ex 262/2005),True
Incorrect US tax documentation,100360,Other risks (operational),False
Incorrect or incomplete upload of data to the system,103609,Financial Information Risk (ex 262/2005),True
Wrong data,101995,Financial Information Risk (ex 262/2005),True
Anomalies in the personal data anonymization process,104479,Other risks (operational),False
Incomplete extraction of data from various applications,104073,Other risks (operational),False
Incomplete agreement,103929,Other risks (operational),False
Wrong booking,103681,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete preparation of the first manual notes,105130,Financial Information Risk (ex 262/2005),True
Incorrect signage flow,104603,Financial Information Risk (ex 262/2005),True
Report submission incomplete and/or incorrect,104602,Other risks (operational),False
Inconsistent consolidated data,105129,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect data consolidation,105134,Financial Information Risk (ex 262/2005),True
Core data processing inconsistent,105131,Financial Information Risk (ex 262/2005),True
Incorrect Core data processing,105137,Financial Information Risk (ex 262/2005),True
Incorrect signage flow,102882,Financial Information Risk (ex 262/2005),True
Incorrect loading of CR codes,105132,Financial Information Risk (ex 262/2005),True
Package data incomplete and/or incorrect,105139,Other risks (operational),False
Package data inconsistent,105136,Financial Information Risk (ex 262/2005),True
Package not sent,105140,Other risks (operational),False
Wrong data,105135,Financial Information Risk (ex 262/2005),True
Exposures in excess of the limits,105133,Financial Information Risk (ex 262/2005),True
Incorrect data or incomplete normalization,105138,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect data,101470,Financial Information Risk (ex 262/2005),True
Wrong report,101942,Financial Information Risk (ex 262/2005),True
Wrong opinions,103259,Financial Information Risk (ex 262/2005),True
Failure or incorrect acquisition of documentation,104539,Other risks (operational),False
Presence of squares,101756,,False
No response within the deadlines,100622,Other risks (operational),False
Incorrect compilation of any missing parts,100002,Financial Information Risk (ex 262/2005),True
Wrong preparation of the text,100062,Financial Information Risk (ex 262/2005),True
Incomplete certification form,100061,Financial Information Risk (ex 262/2005),True
Impediments to enrollment in the IVASS Register,103689,Other risks (operational),False
Inconsistencies in the P&L report,103361,Financial Information Risk (ex 262/2005),True
Incorrect data entered,103622,Financial Information Risk (ex 262/2005),True
Incorrect data entry,103359,Financial Information Risk (ex 262/2005),True
Failure to validate the deal,103362,Financial Information Risk (ex 262/2005),True
Incorrect data entry,101184,,False
Counterparty not registered,104485,,False
Wrong contribution of prices to the market,104487,,False
Counterparty not registered,101185,,False
Inconsistencies in the P&L report,103523,,False
Incorrect data entry,104484,,False
Failure to validate deals,104486,,False
Incorrect data entry,103522,,False
Wrong division,103475,Financial Information Risk (ex 262/2005),True
Incorrect charge,103474,Financial Information Risk (ex 262/2005),True
Wrong price import,104922,Other risks (operational),False
Index import correct or incomplete,103105,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect files sent,105238,Other risks (operational),False
Mismatches of accounting data,100364,Financial Information Risk (ex 262/2005),True
Importing incorrect data into the Declaration,103600,Other risks (operational),False
Wrong flow loading and/or manual data entry of wrong values,101582,Other risks (operational),False
Incorrect / incomplete production of information,102350,Other risks (operational),False
Data not archived,105237,Other risks (operational),False
Incorrect and/or incomplete and/or inconsistent data,102349,Other risks (operational),False
Incorrect or incomplete data upload,102011,Other risks (operational),False
Incorrect or incomplete data and documents uploaded,104965,Other risks (operational),False
Incorrect/incomplete documentation,100596,Other risks (operational),False
Failure to meet deadlines,100324,Other risks (operational),False
Failure or incorrect treatment of the contribution,101634,Other risks (operational),False
Missed or incorrect receipt of contribution,103002,Financial Information Risk (ex 262/2005),True
Incorrect cost forecast,101998,Financial Information Risk (ex 262/2005),True
Incomplete application data,102010,Other risks (operational),False
Incorrect accounting,103806,Financial Information Risk (ex 262/2005),True
Incomplete or incorrect data,102966,Other risks (operational),False
Incorrect accounting,101365,Financial Information Risk (ex 262/2005),True
Unregistered absences and/or attendance,100325,Other risks (operational),False
No authorization for credits/debits,103411,Other risks (operational),False
Incorrect accounting,104284,Financial Information Risk (ex 262/2005),True
Incorrect accounting,103198,Financial Information Risk (ex 262/2005),True
Incorrect preparation of notice to customers,102399,Financial Information Risk (ex 262/2005),True
Incomplete flow transmission,100851,Legal and non-compliance,False
Incorrect operation,100849,Legal and non-compliance,False
Lack of closure and completeness of answers,100850,Legal and non-compliance,False
Failure to publish recommendations,101786,Legal and non-compliance,False
Failure to upload recommendations on the Borsa Italiana portal,101787,Legal and non-compliance,False
No assignment,103413,Legal and non-compliance,False
Publications not made,103317,Legal and non-compliance,False
Wrong acquisition of contracts/documentation,100222,Legal and non-compliance,False
Failure to produce the transfer agreement,103770,Legal and non-compliance,False
Incorrect accounting of the tax credit,101855,Financial Information Risk (ex 262/2005),True
Incorrect accounting of exchange losses,103304,Financial Information Risk (ex 262/2005),True
Failure to close operating loss,101919,Financial Information Risk (ex 262/2005),True
Failure to close miscellaneous consignment,104469,Financial Information Risk (ex 262/2005),True
Appraisals inconsistent with the methodology,103431,Financial Information Risk (ex 262/2005),True
Incorrect data loading,104152,Financial Information Risk (ex 262/2005),True
Inconsistent data,101579,Financial Information Risk (ex 262/2005),True
Wrong loading of data,102507,Financial Information Risk (ex 262/2005),True
Incorrect accounting,102196,Financial Information Risk (ex 262/2005),True
Incorrect data,103128,Financial Information Risk (ex 262/2005),True
Incorrect upload,102508,Financial Information Risk (ex 262/2005),True
Inconsistent data,103352,Financial Information Risk (ex 262/2005),True
Incorrect classification of properties and incorrect identification of the portfolio,100557,Financial Information Risk (ex 262/2005),True
Incorrect detection,102328,Financial Information Risk (ex 262/2005),True
Inconsistent data,101384,Financial Information Risk (ex 262/2005),True
Inconsistent analysis,101447,Financial Information Risk (ex 262/2005),True
Incorrect application of accounting rules,102490,Financial Information Risk (ex 262/2005),True
Inconsistent reports,100075,Financial Information Risk (ex 262/2005),True
Incorrect classification of properties and incorrect identification of the portfolio,103430,Financial Information Risk (ex 262/2005),True
Inconsistent analysis,103351,Financial Information Risk (ex 262/2005),True
Scenario analysis inconsistent with the methodology,103350,Financial Information Risk (ex 262/2005),True
Incorrect data,102748,Financial Information Risk (ex 262/2005),True
Incorrect valuation of fixed assets,101448,Financial Information Risk (ex 262/2005),True
Incorrect sterilisation/declassification,102359,NA,False
Incorrect sterilisation/declassification,102360,NA,False
Lack of requirements for sterilisation/declassification,101971,NA,False
Lack of requirements for sterilisation/declassification,101972,NA,False
Incomplete or incorrect reporting of positions,103811,NA,False
Incomplete or incorrect reporting of positions,103812,NA,False
Incomplete/invalid documentation,102584,Financial Information Risk (ex 262/2005),True
Incorrect data entry into the system,103513,Financial Information Risk (ex 262/2005),True
Debt interest not yet repaid,102694,Financial Information Risk (ex 262/2005),True
Failure to send within the terms established by law,100979,Other risks (operational),False
Incomplete evidence extraction,100978,Other risks (operational),False
Wrong amount of stamp duty refund,102220,Financial Information Risk (ex 262/2005),True
Wrong and/or incomplete documentation,104614,Other risks (operational),False
Wrong and/or incomplete documentation,105190,Financial Information Risk (ex 262/2005),True
Incorrect file import,100159,Financial Information Risk (ex 262/2005),True
Incorrect reversal of installments in the procedure,104873,Financial Information Risk (ex 262/2005),True
Incorrect loan expiry,100160,Financial Information Risk (ex 262/2005),True
Wrong flow,104264,Financial Information Risk (ex 262/2005),True
Incorrect data entry into the system,105002,Financial Information Risk (ex 262/2005),True
Wrong certification file,104655,Financial Information Risk (ex 262/2005),True
Incorrect identification of loans not to be sold/retroceded,104262,Financial Information Risk (ex 262/2005),True
Incorrect excel compilation,104067,Financial Information Risk (ex 262/2005),True
Wrong data,102751,Other risks (operational),False
Documentation prepared incomplete and/or incorrect,102410,Financial Information Risk (ex 262/2005),True
Incorrect definition of the level of funding,102409,Financial Information Risk (ex 262/2005),True
Final documentation incomplete and/or incorrect,104676,Financial Information Risk (ex 262/2005),True
Missing or incorrect entry of data into the system,104244,Financial Information Risk (ex 262/2005),True
Inadequate lines of credit,104458,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete emission characteristics,102411,Financial Information Risk (ex 262/2005),True
Missed or incorrect pairing,103893,Financial Information Risk (ex 262/2005),True
Invalidity of the Due Diligence forms.,103894,Financial Information Risk (ex 262/2005),True
Incompleteness of the data entered,103895,Financial Information Risk (ex 262/2005),True
Possible violation of restrictions on petroleum and petrochemical products,103525,NA,False
Possible regulatory violation on the subject of Aml/CFT or Contrasting Terrorism Financing,103672,Other risks (operational),False
No change in check status,104040,Other risks (operational),False
Operation performed incorrectly,104872,Other risks (operational),False
Controls in the field of AML/CFT or countering the financing of terrorism,103671,Other risks (operational),False
No change in check status,102392,Other risks (operational),False
Inconsistency between customer instructions and transferor mandate,102390,Other risks (operational),False
Incorrect or missing settlement of the practice,102391,Other risks (operational),False
Incorrect or missing settlement of the practice,104041,Other risks (operational),False
Confidentiality commitment not compliant with company policies,104253,Other risks (operational),False
Mandate not compliant with company policies,100381,Other risks (operational),False
Acquisition of consent not occurred,101290,Financial Information Risk (ex 262/2005),True
Incomplete counterparty risk monitoring,100981,Financial Information Risk (ex 262/2005),True
 Incorrect application of the standard methodology,103307,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete contribution by the SFT Verifier,100707,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete contribution of the PFE engine,104100,Financial Information Risk (ex 262/2005),True
Incorrect calculation of the PFE risk measure,104296,Financial Information Risk (ex 262/2005),True
Incorrect system update,100817,Financial Information Risk (ex 262/2005),True
Incorrect accounting,100818,Financial Information Risk (ex 262/2005),True
Incorrect accounting and/or incorrect management of the PAV,103118,Financial Information Risk (ex 262/2005),True
Incorrect input of information on worksheets;,103695,Financial Information Risk (ex 262/2005),True
Incorrect definition of the amount of withholding taxes to be paid or credited,103696,Financial Information Risk (ex 262/2005),True
Incorrect payment of withholding taxes,103390,Financial Information Risk (ex 262/2005),True
Incorrect/delayed payment of withholding taxes compared to the instructions given,103389,Financial Information Risk (ex 262/2005),True
Incorrect imputation,103064,Financial Information Risk (ex 262/2005),True
Failure to comply with Volcker Rule constraints,102713,Other risks (operational),False
Incorrect anomaly fix,103885,Financial Information Risk (ex 262/2005),True
Non-execution of the fulfilment,103495,Other risks (operational),False
Incorrect compilation and aggregation of files dedicated to each company,101101,Other risks (operational),False
Failed / delayed electronic submission of the tax return,101107,Other risks (operational),False
Failure to receive documentation,101100,Other risks (operational),False
Incorrect drafting of the Consolidated Statement,101106,Other risks (operational),False
Lack of formal correctness,101109,Other risks (operational),False
Incorrect accounting of data,101108,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the position vis-à-vis the tax authorities and the companies adhering to the tax consolidation,101086,Financial Information Risk (ex 262/2005),True
Incorrect identification of expected balances,101087,Financial Information Risk (ex 262/2005),True
Wrong entry in position keeping systems,102269,Financial Information Risk (ex 262/2005),True
Wrong entry in position keeping systems,102271,Financial Information Risk (ex 262/2005),True
Wrong entry in position keeping systems,102270,Financial Information Risk (ex 262/2005),True
Incorrect entry of data,102168,Financial Information Risk (ex 262/2005),True
Possible incorrect data entry into the system,101765,Financial Information Risk (ex 262/2005),True
Wrong draft contract,104417,Financial Information Risk (ex 262/2005),True
Transmission of incorrect or incomplete documentation,103127,Financial Information Risk (ex 262/2005),True
Incorrect acquisition of guarantees,101767,Financial Information Risk (ex 262/2005),True
Wrong/incomplete documentation,103552,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the disbursement,101753,Financial Information Risk (ex 262/2005),True
Failure/incorrect filing of documentation,105421,Other risks (operational),False
Incorrect/incomplete documentation received from the notary,103126,Financial Information Risk (ex 262/2005),True
Lack of consistency between the data received and what was charged in the procedure,105419,Financial Information Risk (ex 262/2005),True
Incorrect data entry into the system,103553,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the disbursement,103554,Financial Information Risk (ex 262/2005),True
Incorrect data entry into the system,103713,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the disbursement,101702,Financial Information Risk (ex 262/2005),True
Incorrect/incomplete subsidized mortgage documentation,101755,Other risks (operational),False
Incorrect/incomplete documentation received from the notary,101754,Other risks (operational),False
Incorrect accounting of the disbursement,101766,Financial Information Risk (ex 262/2005),True
Incorrect acquisition of guarantees,103124,Financial Information Risk (ex 262/2005),True
Wrong acquisition of the policy,103125,Financial Information Risk (ex 262/2005),True
Draft final contract Wrong,101752,Financial Information Risk (ex 262/2005),True
Missed/wrong update of economic conditions,102475,Financial Information Risk (ex 262/2005),True
Incorrect/incomplete compilation of documentation,105420,Other risks (operational),False
Wrong acquisition of the policy,101768,Financial Information Risk (ex 262/2005),True
Incorrect signatures and signatory powers,103975,Other risks (operational),False
Incorrect signatures and signatory powers,104077,Other risks (operational),False
Unworked position,104272,Financial Information Risk (ex 262/2005),True
Incorrect news entry or failure to send legal notices (DL 231/2007),104126,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete data,103908,Other risks (operational),False
Incorrect application data,103909,Other risks (operational),False
Outdated security measures as threats evolve,102768,Legal and non-compliance,False
Risks related to high-risk treatments not adequately mitigated,102480,Legal and non-compliance,False
Wrong and/or incomplete labelling,103007,Other risks (operational),False
Wrong and/or incomplete census,100307,Other risks (operational),False
Wrong and/or incomplete census,101828,Other risks (operational),False
Wrong and/or incomplete census,101827,Other risks (operational),False
Wrong and/or incomplete labelling,105236,Financial Information Risk (ex 262/2005),True
Wrong and/or incomplete census,102380,Other risks (operational),False
Wrong and/or incomplete dictionaryization,102379,Other risks (operational),False
Wrong shipping notice,100232,Other risks (operational),False
Wrong shipping notice,104920,Other risks (operational),False
Wrong shipping notice,101690,Other risks (operational),False
Incomplete documentation,100667,Other risks (operational),False
Incomplete documentation,100666,Other risks (operational),False
Incomplete or incorrect documentation,101964,Other risks (operational),False
Incomplete documentation,100763,Other risks (operational),False
No provision due to improbable contribution arrears.,102726,Financial Information Risk (ex 262/2005),True
Wrong calculation of threshold overrun,100681,Financial Information Risk (ex 262/2005),True
Incorrect information to the reference Management Committee,100081,Financial Information Risk (ex 262/2005),True
Sending wrong documentation,100033,Financial Information Risk (ex 262/2005),True
Sending wrong documentation,100032,Financial Information Risk (ex 262/2005),True
Incorrect information to the reference Management Committee,101146,Financial Information Risk (ex 262/2005),True
Sending wrong documentation,100034,Financial Information Risk (ex 262/2005),True
Incorrect calculation of indicators,103320,Financial Information Risk (ex 262/2005),True
Incorrect active eligibility data,104142,Financial Information Risk (ex 262/2005),True
Current value calculation incorrect,101302,Financial Information Risk (ex 262/2005),True
Incorrect relationship data,104911,Financial Information Risk (ex 262/2005),True
Incorrect accounting balance of receipts,104816,Financial Information Risk (ex 262/2005),True
Inconsistent title and credit data files,104815,Financial Information Risk (ex 262/2005),True
Ineligible assets,102586,Financial Information Risk (ex 262/2005),True
Incorrect loading of securities data for Servicer Report,100000,Other risks (operational),False
Incorrect category assignment,103703,Financial Information Risk (ex 262/2005),True
Analytical data inconsistent with accounting flows,101191,Financial Information Risk (ex 262/2005),True
Tests not done correctly,101332,Other risks (operational),False
Incorrect loading of credit data for Servicer Report,100001,Financial Information Risk (ex 262/2005),True
Wrong document parsing,102017,Other risks (operational),False
Possible regulatory violation on the subject of Aml/CTF or Countering the Financing of Terrorism,101906,Other risks (operational),False
Presence of errors in the loading of the practice,102018,Other risks (operational),False
Possible violation of AML/CTF regulations,104625,Other risks (operational),False
Presence of Black Listed names,101138,Other risks (operational),False
Wrong acceptance load,104626,Other risks (operational),False
Wrong acquisition of contracts/documentation,104661,Legal and non-compliance,False
Incorrect accounting of the tax credit,105327,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect data,104130,Financial Information Risk (ex 262/2005),True
Data not sent,104129,Financial Information Risk (ex 262/2005),True
Inconsistent data,104131,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect data,104139,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete data,104128,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete data,104132,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete data,105121,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete data,102120,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect data consolidation,105122,Financial Information Risk (ex 262/2005),True
Uncertified data,102462,Financial Information Risk (ex 262/2005),True
Inconsistent consolidated data,105123,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete data,102118,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete data,103372,Financial Information Risk (ex 262/2005),True
