activityType,activityCategory,activity,activityID
process activity,Operational,Deliver a copy of the opening form to the Client,20051
process activity,Professional,Check the need for authorization in case of blocking,20055
process activity,Operational,Collect the card from the box from the customer,26659
process activity,Operational,Collect the copy of the opening form from the customer,20056
process activity,Operational,Archive documentation,19404
process activity,Operational,Adjust any deals within the day,7705
process activity,Operational,Insert operation in the position keeping system,7687
control activity,Other,Verify that the data is entered correctly,7467
process activity,Operational,Search for counterpart,28922
control activity,Other,Check the counterpart's census,28931
process activity,Operational,Contribute prices to the market,28919
control activity,Other,Receive any reports of anomalies in the contribution,28926
process activity,Operational,Evaluate market trends,28917
process activity,Operational,Communicate any continued absences from the market,28658
process activity,Operational,Evaluate market trends,7703
process activity,Operational,Execute give-up contract,28656
process activity,Operational,Negotiate the deal with the counterparty - executing broker,7465
process activity,Operational,Carry out P&L impact simulation,28942
process activity,Operational,Evaluate market trends,22559
process activity,Operational,Locate counterparty - executing broker,7463
control activity,Other,Check the counterpart's census,7702
process activity,Operational,Execute 'give up' contract,28654
process activity,Operational,Receive reports with open positions on expiring listed derivatives,7464
process activity,Operational,Negotiate the deal with the counterparty,28930
process activity,Operational,Execute market orders,7684
process activity,Operational,Carry out P&L impact simulation,7685
process activity,Operational,Receive order from customer,28927
process activity,Operational,Prepare operation,28657
process activity,Operational,Submit the P&L report,22552
control activity,Other,Verify the consistency of the P&L Report,22551
process activity,Operational,Enter the transaction in the position keeping system and close the Delta Hedging deal,28659
control activity,Other,Verify that the data is entered correctly,28928
process activity,Operational,Evaluate the opportunity or need for risk management,22556
process activity,Operational,Prepare operation,7686
process activity,Operational,Validate the deal,7706
process activity,Operational,Adjust any deals within the day,28918
control activity,Other,Receive reports of deals that have not yet been validated,28655
process activity,Operational,Contribute and submit orders-quotes to the market,7466
process activity,Operational,Enter orders in the system,28929
process activity,Operational,Insert operation in the market access system,22560
control activity,Other,Verify that the data is entered correctly,22558
process activity,Operational,Evaluate risk management opportunities,28920
process activity,Operational,Decide on the trading strategy,22561
process activity,Operational,"Execute ""give up"" contract",7704
process activity,Operational,Evaluate the risk of the trading book,22557
process activity,Operational,Provide indicative price,28921
process activity,Operational,Check the type of increase,4557
process activity,Professional,Authorize payment,9222
process activity,Professional,Request opinion,4558
process activity,Professional,Watch the increase,30850
process activity,Professional,Change the warranty status,34014
process activity,Professional,Break down the proposed movement,4555
control activity,Other,Check the distribution of the proposed movement,22283
process activity,Professional,Carry out the debit on the non-performing loan for positions with miscellaneous charges,4559
control activity,Other,Verify the debit on the non-performing position,22282
process activity,Operational,Request possible activation of the non-performing line for Signature Commitments,9223
process activity,Professional,Evaluate the legitimacy of the enforcement request and provide feedback,4556
process activity,Operational,Acknowledge the decision taken by the Entity,5709
process activity,Operational,Manage change event,5707
process activity,Operational,Communicate the change event to the Entity,5708
process activity,Operational,Take charge of the request for early repayment,6832
process activity,Operational,Notify the Body of the completion of the amending deed,1932
process activity,Operational,Communicate the completion of the change to the plans to the Authority,25108
process activity,Operational,Agree with the Customer to agree to early termination,25107
process activity,Operational,Confirm to the Customer the outcome of the Entity in the request for total early repayment,6833
process activity,Operational,Supervise the signing of the amending deed,1931
process activity,Operational,Define the conditions for early repayment,25106
process activity,Operational,Communicate the funds remodeling proposal,1930
process activity,Operational,Take charge of the revocation order,17717
process activity,Professional,Oversee the remodeling of the original plan,1929
process activity,Operational,Report negative result,5918
process activity,Professional,Check the outcome of the resolution,5917
process activity,Professional,Perfect the guarantee and arrange for archiving in the appropriate strong means.,6084
process activity,Operational,Receive the communication and check the presence of the requested Form,19383
process activity,Operational,Provide for the connection of the guarantee to the personal loan.,6085
process activity,Operational,Book the guarantee and report the loan disbursement,34732
process activity,Operational,Contact the Enterprise/Agribusiness Branch Manager to report an Extraordinary Transaction [IN THE EVENT OF AN EXTRAORDINARY FINANCE TRANSACTION CONCLUDED BY CORPORATE FINANCE BDT OF IMI CIB],32073
process activity,Operational,Report success,1013
process activity,Professional,Contact the ISPB Structure reporting the ISPB prospect customer,1014
process activity,Operational,Submit relevant report,1012
process activity,Operational,Reconcile the reports received and transmit the information,1016
process activity,Professional,Verify the presence of the necessary privacy consents [IN THE CASE OF A PROSPECT IDENTIFIED BY THE COMPANY MANAGER],438
process activity,Operational,Insertion of the report in the appropriate tool,16962
process activity,Commercial,"Meet the prospect and proceed, if necessary, with the opening of new relationships",820
process activity,Operational,Send the reports to the BdT Management Control,8766
process activity,Operational,Periodically monitor remunerated synergies,1015
process activity,Operational,Receive data,19825
process activity,Operational,Launch the market rate import procedure,27447
process activity,Operational,Communicate the pay off percentage,13074
process activity,Operational,Receive data,2949
process activity,Operational,Calculate the Floating Price,2951
process activity,Operational,Import daily prices,2950
control activity,Other,Check import prices,31647
process activity,Operational,Communicate the Floating price,2952
process activity,Operational,Receive fixing data,13071
process activity,Operational,Identify the type of product,23330
process activity,Operational,Archive documentation,2948
process activity,Operational,Calculate the pay off,13073
process activity,Operational,Receive emails on the correctness of the procedure,20285
process activity,Operational,Launch the fixing procedure,27448
process activity,Operational,Compare and certify the fixing dates,13072
process activity,Operational,Manually update the missing data,27449
control activity,Other,Check correct insertion in the fixing procedure,30217
process activity,Operational,Check the consistency of the pay off value,13075
process activity,Operational,Notify Engineering,16066
process activity,Operational,Fill out the contract,16063
process activity,Operational,Ascertain the powers of the requesting party to carry out the requested operation,31477
process activity,Commercial,"Verify, formalize and exchange the contractual documentation with the Customer",16065
process activity,Commercial,Identify and consequently register or update the personal data of the Customer and of the applicant,16064
process activity,Operational,Archive the contractual documentation,16067
process activity,Operational,Activate modules in the CRB procedure,27620
process activity,Professional,Send the Annual VAT Declaration upon signature by the authorized Subject,25193
process activity,Operational,Submit the Annual VAT Return electronically and archive the documentation,28870
control activity,Other,Check the receipt issued by the Financial Administration,11121
process activity,Operational,Certify aggregated data and Impute supplemental data,2209
control activity,Other,Check the aggregated data and enter any additional data,1106
process activity,Professional,Update the list of companies in the perimeter,2801
process activity,Operational,Initialize Statement frameworks,18682
process activity,Operational,Engage and send format/instructions,22446
process activity,Operational,Correct and/or integrate any missing data,26666
control activity,Other,Verify the correctness and completeness of the information,22094
process activity,Professional,Review / Map VAT codes,18681
process activity,Operational,Validate data at Activity level,26130
control activity,Other,Verify aggregated data at the activity level,9778
process activity,Professional,Send the data to B-Point,18683
control activity,Other,Check that the model has been archived,27996
control activity,Other,Verify the correctness and completeness of the information,27995
process activity,Operational,Validate data at Company level,23213
control activity,Other,"Check the completeness, correctness and consistency of the uploaded data",28074
process activity,Commercial,Configure the type of loan chosen by the customer and complete the interview,19258
process activity,Professional,Identify and interview the Client to gather all the necessary information,19257
process activity,Commercial,Deliver the offer and related documentation to the customer,19255
process activity,Commercial,Assess customer needs and comply with transparency provisions,19256
process activity,Operational,Separate employee loan lists by loan company,33778
process activity,Operational,Authorize the debits,33780
process activity,Operational,Archive documentation,22820
process activity,Operational,Send lists to companies,33779
process activity,Professional,Carry out innovation and research activities,11740
process activity,Professional,Develop new fruition experiences and monitor the effectiveness of those already provided,27027
process activity,Professional,Design experiences and frameworks to use,27026
process activity,Professional,Evaluate presentation of the training project,8563
process activity,Professional,Examine the relevant training offer,34923
process activity,Professional,"Assign tasks to teachers, tutors, planners and administrators",3711
process activity,Operational,Collect the data of the participants and teachers and load them into the procedure,31445
control activity,Other,Verify the correct loading of the data in the procedure,30074
process activity,Operational,Send the originals of the attendance registers,21529
process activity,Operational,Archive practice,8564
process activity,Professional,Receive reporting documentation during the project,4665
process activity,Operational,Upload data and documents to the Fund platform,4663
control activity,Other,Verify formal completeness of data and documents,31942
process activity,Professional,Evaluate the suggestions received and prepare the project sheets,15202
process activity,Operational,Enter the accounting data received in the Active Cycle process,16848
process activity,Professional,Prepare the text and sign the trade union agreement,34922
process activity,Operational,Define and upload training activity calendar,3728
process activity,Operational,Activate the competent functions/structures for identifying the participants,29605
process activity,Operational,Proceed with enrollment in the identified courses,27433
process activity,Operational,Identify the training initiatives of interest to be financed,27432
process activity,Operational,Periodically monitor and evaluate initiatives that can already be financed,29604
process activity,Professional,Submit the required documentation to the fund inspector involved and acquire the report issued,21528
control activity,Other,Verify the correctness and completeness of the documentation to be delivered to the inspector,3684
process activity,Professional,Prepare forms and applications,4664
process activity,Professional,Prepare the Training Plan dossier,29456
process activity,Professional,Communicate any changes to INPS registration numbers for updates to the Fund platforms,34829
process activity,Professional,Periodically monitor and evaluate tenders,34921
process activity,Operational,Provide the data to account for the accrued contributions,16847
process activity,Professional,Communicate information to the Supply Authority,3727
control activity,Other,Verify compliance with the deadlines,2030
process activity,Professional,Receive the collection against the settlement of the contribution,19025
control activity,Other,Verify correct settlement of the contribution,20138
control activity,Other,Carry out periodic checks on the contributions collected,7833
process activity,Professional,Carry out the final disclosure towards the Unions,5585
process activity,Professional,Prepare the draft of the Training Plan based on the form of the Provider Body,34925
control activity,Other,Verify the economic component of the draft Plan,12448
process activity,Professional,Send the application for admission to the loan to the institution,897
control activity,Other,Check the completeness of the application for admission to the loan,12541
process activity,Professional,Request the disbursement and the relative invoice from the institution,21530
process activity,Operational,Prepare the filing of the practice,3730
process activity,Professional,Send information on the training plan,15201
process activity,Professional,Provide the personal data of the participants in the training projects,34924
process activity,Professional,Detect the progress of teaching and activate the evaluation process,34346
process activity,Professional,Evaluate the elaborated proposals,11911
process activity,Professional,"Provide cost of course users, calculation of participants' salary cost and any additional documentation",8064
control activity,Other,Certify data for auditing,13838
process activity,Professional,Authorize the design of training plans,14508
process activity,Professional,Send to the structure responsible for industrial relations the final balance necessary to proceed with the verification required by the tenders and trade union agreements,5584
process activity,Professional,Prepare the final balance of the project and the costs incurred,4666
control activity,Other,Verify the correctness and completeness of the project final balance,18727
process activity,Professional,Providing cost of users of Executive staff courses,34345
control activity,Other,Certify data for auditing,34653
process activity,Professional,Arrange for course delivery,8067
control activity,Other,Check the presence of participants and teachers,3729
process activity,Professional,Resolve and close the incident,23282
process activity,Professional,Interact with other control rooms during the certification phase,23278
process activity,Professional,Prepare and extract streams for certification,23276
process activity,Professional,Handle the anomaly,23280
process activity,Professional,Monitor the preparation of flows and the progress of activities,23277
process activity,Professional,Manage any workarounds,23281
process activity,Professional,Assign Incident,23279
process activity,Professional,Evaluate the need for different classification,12417
process activity,Operational,Evaluate location update,26554
process activity,Operational,Request an opinion on accounting movements for positions in joint management with the Servicer or service on positions transferred,29201
process activity,Professional,Verify compliance with management solutions for positions in internal management,12821
process activity,Professional,Evaluate the need to request a re-evaluation,21865
process activity,Professional,Verify the opportunity to proceed with a new credit assessment,34721
process activity,Professional,Review positions with expired credit deadlines,27753
process activity,Professional,Manage accounting transactions,34722
control activity,Professional,Check credit/debit authorization,21864
process activity,Professional,Monitor misaligned positions,9546
process activity,Professional,Examine outdated locations,27634
process activity,Professional,Perform monitoring,39
process activity,Professional,Report misaligned positions,9547
process activity,Professional,Verify compliance with the Return Plan,32615
process activity,Professional,Confirm unconfirmed SAGs,9545
process activity,Professional,Submit the evaluation document,33631
process activity,Professional,Activate the outsourcing evaluation process,29864
process activity,Professional,Evaluate the impact of the request,26404
process activity,Professional,Evaluate the request,8063
process activity,Professional,Receive and evaluate feedback,29862
process activity,Professional,Update service contracts,29863
process activity,Professional,Renew statements contained in the filing,13086
process activity,Professional,Prepare Investor Education Feedback,7323
process activity,Professional,Perform stabilization operations,24448
process activity,Professional,Prepare Investor Education Feedback,10137
process activity,Professional,Enter the terms of the operation in the system,34918
process activity,Professional,Ascertain the need for Investor Education activities,26779
process activity,Professional,Carry out Early Look / Pilot Fishing activities during meetings with Investors,4852
process activity,Professional,Carry out Investor Education activities during meetings with investors,29788
process activity,Professional,Prepare documentation for the settlement and closing of the operation,34917
process activity,Professional,Produce and distribute the Pre-IPO Research,29787
process activity,Professional,Activate the Retail Marketing structures,13088
process activity,Professional,Contact investors,28460
process activity,Professional,Prepare the pricing document,34916
process activity,Professional,Ascertain the requirements for the involvement of Sales for the purposes of Investor Education activity,15222
process activity,Professional,Perform stabilization operations,6856
process activity,Professional,Send the Syndicate Briefing,7247
process activity,Professional,Record the outcome of the institutional offer operation,13676
process activity,Professional,Ascertain the requirements for the involvement of Sales for the purposes of Investor Education activity,12775
process activity,Professional,Ascertain requirements for Sales involvement for the purposes of Early Look / Pilot Fishing,12709
process activity,Professional,Prepare Analyst and Roadshow presentation,13087
process activity,Professional,Exercise greenshoe,6858
process activity,Professional,Archive documentation,12774
process activity,Professional,Communicate indications and operating restrictions,34151
process activity,Professional,Communicate official start date for trading,9925
process activity,Professional,Receive feedback,29789
process activity,Professional, Take note of the assigned roles in the documentation related to the issuance,7324
process activity,Professional,Define the legal documentation relating to the operation,13673
process activity,Professional,Contact Sales,12711
process activity,Professional, Take note of the assigned roles in the documentation related to the issuance,10138
process activity,Professional,Distribute marketing materials to networks,30274
process activity,Professional,Define the legal documentation relating to the operation,30273
process activity,Professional,Produce and distribute the Pre-IPO Research,19275
process activity,Professional,Enter the terms of the operation in the system,28445
process activity,Professional,Communicate operating restrictions,22140
process activity,Professional,Configure the operation,13674
process activity,Professional,Contact Sales,19273
process activity,Professional,Inform investors,1175
process activity,Professional,Activate the crossing procedure,15223
process activity,Professional,Identify the Effective Target Market,28444
process activity,Professional,Have the assumption of any envisaged guarantee commitment authorized,27327
process activity,Professional,Configure the operation,30275
process activity,Professional,Communicate operating restrictions,25803
process activity,Professional,Activate crossing procedure,27685
process activity,Professional,Inform investors,1174
process activity,Professional,Activate the crossing procedure,12776
process activity,Professional,Send mandatory communications,24449
process activity,Professional,Communicate official start date for trading,22139
process activity,Professional,Archive documentation,34919
process activity,Professional,Submit feedback,19277
process activity,Professional,Exercise greenshoe,24450
process activity,Professional,Organize the roadshow,26780
process activity,Professional,Submit orders for stabilization and/or liquidation of positions,6243
process activity,Professional,Carry out Investor Education activities during meetings with investors,19276
process activity,Professional,Submit orders for stabilization and/or liquidation of positions,7189
process activity,Professional,Communicate the progress of the offer to investors,13675
process activity,Professional,Prepare the pricing document,13732
process activity,Professional,Carry out Early Look / Pilot Fishing activities during meetings with Investors,28461
process activity,Professional,Communicate official start date for trading,10139
process activity,Professional,Check the content of the mandatory notices,7246
process activity,Professional,Prepare documentation for the settlement and closing of the operation,26157
process activity,Professional,Submit feedback,4853
process activity,Professional,Communicate official start date for trading,7325
process activity,Professional,Communicate indications and operating restrictions,10372
process activity,Professional,Identify the Effective Target Market,26781
process activity,Professional,Contact Sales,28459
process activity,Professional,Contact investors,29786
process activity,Professional,Submit feedback,27326
process activity,Professional,Contact investors,4851
process activity,Professional,Send the Rules of Service to the members of the Consortium,7248
process activity,Professional,Send mandatory communications,6857
process activity,Professional,Detecting the outcome of the Public Offer subscriptions,13731
process activity,Professional,Activate crossing procedure,12710
process activity,Professional,Organize the roadshow,7245
process activity,Professional,Contact Sales,15224
process activity,Professional,Record the outcome of the institutional offer operation,13730
process activity,Professional,Contact investors,19274
process activity,Professional,Ascertain the requirements for Sales involvement for the purposes of the Early Look / Pilot Fishing activity,27684
process activity,Operational,Monitor the balance of rights,20218
process activity,Operational,Monitor subscriptions to paid capital increases,269
process activity,Operational,Capture flow from subscribers and make sure there are no bad records,1579
process activity,Operational,Publish subscription expiration notice,23539
process activity,Operational,Receive notification of the new issue share offer and obtain the documentation of the paid capital increase in Italy,14966
process activity,Operational,Send bulk orders,23537
process activity,Operational,Send the flow of subscribers to the Issuer,23541
process activity,Operational,Capture flow from subscribers and make sure there are no bad records,23540
process activity,Operational,Request pre-closure processing from the Depositary,20392
process activity,Operational,Monitor subscriptions to paid capital increases,23538
process activity,Operational,Prepare the practice and insert the operation into the system,14969
process activity,Operational,Carry out day closing operations,23542
control activity,Other,Verify the correct accounting of the operations,22779
process activity,Operational,Send the flow of subscribers to the Issuer,1580
process activity,Operational,Issue instructions to the Depositary,20391
process activity,Operational,Publish subscription expiration notice,270
process activity,Operational,Send bulk orders,271
process activity,Operational,Carry out the processing on the right detachment date,14915
process activity,Operational,Monitor the balance of rights,23536
process activity,Operational,Carry out the daily closing operations,20393
control activity,Other,Verify correct accounting of operations,20394
process activity,Operational,Publish the news of the transaction and send the notice to customers,14967
control activity,Other,Carry out random checks on shipping notices,26833
process activity,Operational,Proceed to square the law,14968
process activity,Operational,Make IT flows available,31636
process activity,Operational,Carry out the reversal or correction operation or cancel or enter the operation,20640
process activity,Professional,Evaluate the possible start of the suspicious transaction reporting process,20845
process activity,Operational,Communicate the list of findings to the competent Structure,20849
process activity,Professional,Prepare and transmit response for UIF,20847
control activity,Other,Check the completeness of the flows,5181
process activity,Operational,Enter the response code,20844
process activity,Professional,Analyze operations,20846
control activity,Other,Verify correctness of operation,5179
process activity,Professional,Analyze the operation and provide answers to the requesting Structure,20839
process activity,Professional,Enter the response code,20843
process activity,Professional,Enter the response code and book the reversal or correction operation if necessary,20841
process activity,Professional,Close the surveys for the period,20840
process activity,Operational,Receive appropriate communication,20850
process activity,Professional,Evaluate the possible start of the suspicious transaction reporting process,20842
process activity,Operational,Access the procedure to verify the closures of the reliefs,20848
control activity,Other,Check the overall closure of the reliefs,5180
process activity,Professional,Transmit periodic streams,17470
process activity,Operational,Prepare/update list of Specialist/Sponsor assignments/other similar roles,21876
process activity,Operational,Update the assignment list with publication deadlines,21879
process activity,Professional,Analyze the sources and write the recommendation,21881
process activity,Operational,Send information on new Specialist/Sponsor Assignments or other roles assumed,21875
process activity,Professional,Evaluate the possible cancellation of the contract,6466
process activity,Operational,Archive documentation,8201
process activity,Professional,Publish and archive the recommendation,11088
process activity,Operational,Carry out escalations in the event that the accounting results are not received in the correct time,9714
process activity,Professional,Publish the recommendation on the Borsa Italiana website,11089
control activity,Other,Check that the recommendations have been loaded on the Borsa Italiana portal,11090
control activity,Other,Check that recommendations have been published,11091
process activity,Professional,Supplement the recommendation with the disclaimer,11087
process activity,Operational,Assign coverage of broadcasters,21877
control activity,Other,Check broadcaster coverage assignment,21878
process activity,Operational,Request the preparation of a recommendation,21880
control activity,Other,Send emails relating to publications not yet made,21227
process activity,Professional,Fulfill the fulfilments envisaged by the provisions on Transparency,14353
process activity,Operational,File the assignment agreement,14350
control activity,Other,Check contracts/documentation acquired,1556
control activity,Other,Prepare the transfer contracts not produced automatically by the system,24345
process activity,Operational,Execute the PEF proposal for the transfer of the tax credit,24604
process activity,Operational,Activate loan amortization,22088
process activity,Professional,Approve the PEF of the Loan to SAL,24603
process activity,Operational,Pay off the loan,22087
process activity,Professional,Have the contract signed,14349
process activity,Operational,Finalize the loan to SAL,4276
process activity,Operational,Acquire the invoice to be paid and the supporting technical documentation,26468
process activity,Operational,Fill in the risk due diligence and profiling questionnaire,14352
process activity,Operational,Archive documentation,26470
process activity,Operational,Carry out the preliminary investigation/proposal of the loan proposal to SAL,24602
process activity,Operational,Identify and consequently register or update the Customer's personal data,14351
process activity,Commercial,Explain the offer to the customer,14348
process activity,Professional,Identify and accept the tax credit,14355
process activity,Operational,Account for the operation,14354
control activity,Other,Verify the correct accounting of the operation,11596
process activity,Professional,Deliberate the PEF for the transfer of the tax credit,14135
process activity,Operational,Start a loan application for SAL financing,24601
process activity,Operational,Provide the loan to SAL,26469
process activity,Operational,"Check the documentation made available by the customer, have the declaration of fulfillment of the conditions precedent signed and generate the certificate",14715
process activity,Professional,Identify and consequently register or update the Customer's personal data,26467
process activity,Professional,Validate and approve the operation,19159
process activity,Operational,Enter the data in the procedure,19161
process activity,Operational,Transmit the list of practices involved in the compensation on foreign exchange,981
process activity,Operational,Manage foreign exchange losses,33736
control activity,Other,Verify the correct accounting allocation,25605
process activity,Professional,Verify the legitimacy of the request and obtain authorization to proceed,19160
process activity,Professional,Approve the operation,14982
process activity,Operational,Execute the closing of the operation,2845
process activity,Professional,Obtain approval from the Facility Manager,19158
process activity,Operational,Obtain approval from the Facility Manager,14980
process activity,Professional,"Review the event, arrange accreditation and provide feedback",19162
process activity,Operational,Prepare documentation to support the event that occurred,19157
process activity,Operational,Carry out the accounting entries and enter the data in the procedure,14981
control activity,Operational,Verify the closing of the pending,21179
control activity,Other,Verify closure of miscellaneous consignment,25550
process activity,Professional,Evaluate the event or message,20641
process activity,Commercial,Carry out the Transparency requirements and configure the commercial offer,18223
process activity,Operational,Access the commercial platform and search for the Client,18224
process activity,Commercial,Start the disposition phase,18220
process activity,Operational,Manage the documentation produced in electronic format,31768
process activity,Professional,Fill in the due diligence and risk profiling questionnaire,18221
process activity,Operational,Carry out the activities envisaged for the identification or updating of the Customer's personal data,18219
process activity,Commercial,Submit the documentation relating to the commercial offer to the Customer,22583
process activity,Professional,Carry out the planned activities before the meeting,17816
process activity,Professional,Identify the customer,16357
process activity,Operational,Archive documentation,16268
process activity,Operational,Fill out the Margins form,16270
process activity,Operational,Formalize and exchange the contractual documentation with the Customer,16355
process activity,Operational,Activate the service,16358
process activity,Professional,Identify the customer,16269
process activity,Professional,Carry out preventive checks on the possible application of the DFA regulation,15867
process activity,Operational,Integrate and print the contractual documentation,15865
process activity,Commercial,Manage customer contact,16356
process activity,Operational,Submit the documentation,16354
process activity,Professional,Carry out preventive checks on the possible application of the DFA regulation,16359
process activity,Operational,Manage customer contact,15864
process activity,Operational,Make the required changes,15861
process activity,Professional,Carry out the obligations required for PSD,15866
process activity,Operational,Activate the customer account,15862
process activity,Professional,Fulfill the fulfilments envisaged by the provisions on Transparency,15863
process activity,Commercial,Formalize the customer's request,16266
process activity,Operational,Archive documentation,16360
process activity,Operational,Submit the documentation,16267
process activity,Operational,Prepare and send an overall list of the foreign perimeter,11158
process activity,Operational,Send the duly updated file,13656
process activity,Operational,Request an updated appraisal on the properties being valued,33022
control activity,Operational,Verify the completeness and consistency of the assessment carried out by the experts,22021
process activity,Operational,Upload received files with PV data,17395
control activity,Operational,Verify the correctness of the upload,26742
process activity,Operational,Compare the net values between the statutory and consolidated areas,14302
control activity,Operational,Verify alignment between statutory and consolidated values,9834
process activity,Operational,Update the fair value of valuable artistic heritage,26633
control activity,Other,Verify correct update of the file,15854
process activity,Operational,Record PV values,24646
process activity,Operational,Account for the new PV values,33431
control activity,Other,Verify correct accounting,13803
control activity,Other,Analyze the change in the value of the collective asset for the attribution of the Fair Value,19945
process activity,Operational,Update the fair value of all properties,17394
control activity,Other,Verify correct loading,15855
process activity,Operational,Update the value of the fair value of the valuable artistic heritage,3108
control activity,Other,Carry out data alignment check of management and SAP,21481
process activity,Operational,Prepare summary file,3465
control activity,Other,Verify the completeness of the portfolio and the correct classification of the properties being valued,418
process activity,Operational,Note the devaluation,17398
control activity,Other,Verify correct accounting,14708
process activity,Operational,Communicate classification changes for the Italian perimeter,18134
process activity,Operational,Compare net values between statutory and consolidated areas,22023
control activity,Other,Verify statutory and consolidated alignment,8668
process activity,Operational,Prepare the list of properties subject to analysis by external experts.,7771
control activity,Other,Carry out scenario analysis,9093
process activity,Operational,Request an updated appraisal on the valuable artistic heritage,22022
control activity,Other,Verify the correct application of the evaluation methodology by the experts,15755
process activity,Operational,File the necessary documentation,13804
process activity,Operational,Return the results of the appraisals,13657
process activity,Operational,Request an updated appraisal for the properties being valued,21691
control activity,Other,Check the appraisals and accounting classification,417
process activity,Operational,Prepare the summary excel file,1910
control activity,Other,Verify the completeness of the portfolio and the correct classification of the properties being valued,22020
process activity,Operational,Prepare a list of valuable artistic heritage subject to analysis by external experts,3538
control activity,Other,Carry out scenario analysis,21480
process activity,Operational,Prepare the list of properties subject to analysis by external experts,9094
control activity,Other,Carry out scenario analysis,21479
process activity,Operational,Receive information relating to owned properties (Italian perimeter),15888
process activity,Operational,Reclassify properties held for sale in the assets category,26634
process activity,Operational,Account for received VF values,3537
process activity,Operational,Communicate list of properties held for sale (Italian perimeter),17396
control activity,Other,Compare fair value values,17397
process activity,Operational,Value the assets at net values with the reversal of the ordinary accumulated depreciation on the historical cost,14303
control activity,Operational,Verify the balance of the funds,26741
process activity,Professional,Confirm the request,21407
control activity,Operational,Verify the correctness of the sterilization / declassification,12257
process activity,Professional,Confirm the request,21408
control activity,Operational,Verify the correctness of the sterilization / declassification,12258
process activity,Professional,Communicate sterilized/declassified positions,26476
process activity,Professional,Communicate sterilized/declassified positions,26477
process activity,Professional,"Report anomaly attributable to ""Technical default""",32426
process activity,Professional,"Report anomaly attributable to ""Technical default""",32427
process activity,Professional,Authorize sterilization and/or declassification,21405
process activity,Professional,Authorize sterilization and/or declassification,21406
process activity,Professional,Check the names present in the specific lists,21413
control activity,Operational,Check the sterilized / declassified locations,12259
process activity,Professional,Check the names present in the specific lists,21414
control activity,Operational,Check the sterilized / declassified locations,12260
process activity,Operational,Communicate the sterilized positions to correct the reports,13378
control activity,Other,Verify the correct and complete reporting of the positions,24672
process activity,Operational,Communicate the sterilized positions to correct the reports,13379
control activity,Other,Verify the correct and complete reporting of the positions,24673
process activity,Professional,Prepare information for the Credit Committee,21415
process activity,Professional,Prepare information for the Credit Committee,21416
process activity,Professional,"Check if the anomaly is attributable to ""Technical default""",21401
process activity,Professional,"Check if the anomaly is attributable to ""Technical default""",21402
process activity,Professional,Activate the request and monitor the progress,21409
process activity,Professional,Activate the request and monitor the progress,21410
process activity,Professional,Re-enable the eavesdropping capability,21411
process activity,Professional,Re-enable the eavesdropping capability,21412
process activity,Operational,Print Authorization Report,34089
process activity,Operational,Print Authorization Report,34090
process activity,Professional,Make a request for sterilisation/declassification,21403
process activity,Professional,Make a request for sterilisation/declassification,21404
process activity,Professional,Fulfill customer due diligence obligations for anti-money laundering and counter-terrorism purposes,23838
process activity,Operational,Acquire the documentation relating to the Applicants and any guarantors,16348
control activity,Other,Check documentation,16349
process activity,Professional,Carry out the fulfilments foreseen by the Code of deontology and good conduct,25640
process activity,Operational,Verify/update membership of an Economic Group,23840
process activity,Commercial,Print the application and collect signatures,25641
process activity,Operational,Enter your loan application details,25642
control activity,Other,Check data entry in procedure,22509
process activity,Commercial,Identify and record the name,16350
process activity,Commercial,Issue any policy estimate,23837
process activity,Operational,Enter the number of the adequacy questionnaire in the procedure,23839
process activity,Professional,Deliver the original expired bill to the customer,5872
process activity,Operational,"Pay off the ""performing"" loan",5873
control activity,Other,Check for the presence of debit interests,3721
process activity,Operational,Request bill discharge,5874
process activity,Operational,Archive,5871
process activity,Professional,Issue release order,22580
process activity,Operational,Verify that the assets dropped in succession are freely available to the heirs,12491
process activity,Professional,Collect settlement and receipt instructions,22877
process activity,Operational,Manage XME Piggy Bank,23630
process activity,Professional,Identify the individuals who are entitled to withdraw the bank assets of the deceased,22582
process activity,Professional,Authorize the release order,22878
process activity,Professional,Check documentation for the purpose of release,139
process activity,Professional,Execute orders relating to securities and asset management,22879
process activity,Professional,Fix any pending reports,22581
process activity,Professional,Archive documentation,22579
process activity,Operational,Make a reminder,4620
process activity,Operational,Review and approve the report,11768
process activity,Operational,Share the report with the PCI Officer,11461
process activity,Operational,Submit evidence,11457
control activity,Operational,Verify compliance with the predefined deadlines,20246
process activity,Operational,Finalize the KPIs and homogenize the data,11459
process activity,Operational,Analyze the evidence,11458
process activity,Operational,Request confirmation of the contact list,9746
process activity,Operational,Prepare and integrate the quarterly report,11460
process activity,Operational,Extract evidence,11456
control activity,Operational,Verify the extracted evidence,6232
process activity,Professional,Identify the residual risks not managed by the Business Continuity Plan,24912
process activity,Professional,"Define objectives, scope and operational details of the institutional maintenance process",2352
process activity,Professional,Start the institutional maintenance process,2353
process activity,Professional,Analyze the evidence on risks,24911
process activity,Professional,Verify the achievement of the defined objectives,24910
process activity,Professional,Verify evidence on preventive and risk mitigation actions for the identified exposure areas,24913
process activity,Operational,"For Social Anticipation, open or transform the current account by hooking up, if applicable, the specific agreement",7469
process activity,Operational,Repay the Customer - if provided for - the amount of the stamp duties and the debit interest paid,20588
control activity,Other,Verify the correct refund of the amount of the stamps,13924
