applicationGUID,application,applicationID
107e853f-1fdf-11e0-23ac-00505682243b,KC0X Extinguishment safety deposit box contract management,1022
1d7bd0b0-3688-11df-23a9-00505682243b,E-Catalog Other Materials and Services,593
127b3a15-1c07-11e1-714a-002655d352c9,Salesforce CRM english version,1657
c54ba6e6-e6d9-11e6-2688-00101818ed80,Protection Policies,1426
c54ba6e2-e6d9-11e6-2688-00101818ed80,Protection policies,1427
8aa4eeb2-20ac-11ea-1911-001dd8b72a55,SHS Office,1610
3122f4c9-1699-4f11-aaf5-35af29bf01b4,OUR ACCOUNT LIQUIDITY,1311
6ed97071-da7b-11de-23a9-00505682243b,Remember Investigation,1497
6b26c0ea-3647-4325-8e9f-8bfd2605fe77,BKT BACK OFFICE TITLES,222
809d7990-de0c-11dc-1322-000d609809a6,CDR-D0,314
fce5854a-9866-11de-23a9-00505682243b,DNF Mod770 Ordinary Tax Substitutes,509
f8e7aa40-9893-11de-23a9-00505682243b,DN Dec. Substitute Tax,508
fce58548-9866-11de-23a9-00505682243b,Mod770 Substitutes of Tax,1188
a6446232-06b8-11ea-4b37-001dd8b72a50,WORKFLOW management,1842
bdd18440-c787-11dd-23a9-00505682243b,EPC Ex Parte Creditoris,625
ac7550f6-d225-11e4-2688-00101818ed80,PiRCo - Directors,1404
7934ebd6-c225-11e8-2249-001dd8b721ea,Microsoft Power BI,1183
5e2c266f-921d-11ea-4b37-001dd8b72a50,Update Reference Price,1788
3252c312-9773-11eb-60ce-001dd8b72a56,LAPS Local Administrator Password Solution,1046
535b4b72-0d32-11eb-43a8-001dd8b72a55,ALCO0 Technical User Password Generator,126
620ffe47-0a11-11dd-1322-000d609809a6,DYNG Funct.04 Withdrawals/Revocations/Spins/Other,541
20f37553-0deb-11e5-2688-00101818ed80,Centralized archiving OTC derivatives for BdT,397
57d2f693-fd62-11df-23ab-00505682243b,E-CAM Task List,589
4e056ed2-8c85-11eb-275f-001dd8b72a50,Assignment of one fifth of salary and Advance TFS reporting to Prestitalia,190
cc22ef91-27ab-11e4-2688-00101818ed80,Prospect Registry – Front-end customer master data management,1425
5e524cae-921d-11ea-4b37-001dd8b72a50,TOTEM MARK-IT,1728
19eba528-a899-4cd1-8f40-380d40f62ca5,INTRANET AND OFFICE AUTOMATION,951
bc37f331-9d2b-11eb-6da1-001dd8b72a57,MicroStrategy - Web Reporting,1182
e848d2b1-01e6-11e4-2688-00101818ed80,SLM Directorates DSI DCO ISCB,1627
def3f760-323c-11dd-23a9-00505682243b,BOFinance,229
b28b7330-ad2a-11e0-23ac-00505682243b,MOPLE Problem Loans Administrative States Suspended Lists,1138
5f3236d1-bee8-11de-23a9-00505682243b,MOPLE Problem Loans Research Administrative States,1139
6c8e6b12-eaf6-11ec-275f-001dd8b72a50,TdB Risk data upload portal,1754
fa4dfdbb-a329-11e5-2688-00101818ed80,KI portal,1033
e41f9442-18a7-11e8-2249-001dd8b721ea,MOGENI Monitoring institutional entities guarantees,1123
58d63bc4-6eb0-11e1-714a-002655d352c9,Liquidity Risk System,1078
3312f221-ae4d-11e1-714a-002655d352c9,SMART Supervisory reports,1629
ffb0f2cf-b205-4f17-b259-cb1e018cecc3,153199 - GIC Management of credit loans - Sectional Registry,44
675aad20-e71b-11da-20c9-000c29c08cb4,Reuters Dealing phase 1,1516
a7b65311-eff9-11da-20c9-000c29c08cb4,E-Mider,597
439f3a12-97b7-11eb-60ce-001dd8b72a56,Exception and Investigations ENIF KYC activity,679
5b5ac192-4dd5-11ec-275f-001dd8b72a50,Cyrcular Anti-Money Laundering Portal,486
a015ec85-5403-11de-23a9-00505682243b,GIANOS 3D Risk profile revision,802
522438f2-bf95-11eb-275f-001dd8b72a50,PEGA CIB Clients Onboarding,1351
a6701fa1-2b10-11dd-23a9-00505682243b,TigerZ,1760
daedb9d0-c0c3-11db-1322-000d609809a6,RCD Digital Certificate Request,1446
ee99e5c7-86a1-11e8-2249-001dd8b721ea,CRB Cash Management SWIFT CCCO-ESCO MT940,361
ee99e5cc-86a1-11e8-2249-001dd8b721ea,CRB Cash Management SWIFT MOVIM MT942,362
ee99e5c2-86a1-11e8-2249-001dd8b721ea,CRB Cash Management SWIFT CBE MT941,360
bee3e062-bb7e-11ea-1911-001dd8b72a55,CoRe - CRB SWIFT BONREM,414
08ef8fd3-1713-11e0-23ac-00505682243b,IAR Reporting of a suspicious money laundering transaction,897
3fbfa580-0bfd-11df-23a9-00505682243b,OA Taxation of financial income,1297
67827898-06b2-4a13-af75-aa26f4ad9582,150037 XS01 Tax Pole,3
8fd58ee8-5b24-11eb-60ce-001dd8b72a56,SME Retail evolution,1631
8cbd5252-9bbb-11ec-43a8-001dd8b72a55,Retail Group rating,1512
903dc052-28c0-11eb-43a8-001dd8b72a55,Guarantee Identity Manager,875
5013fed0-793b-11da-20c9-000c29c08cb4,SAP Proxy Management,1555
54f6de88-cc01-11ea-1911-001dd8b72a55,Credit Management Portal Prelios Extended Management,443
9b3680b1-2bee-11e6-2688-00101818ed80,SAP R3 Accounting Suppliers Flow INBIZ,1557
531786c1-ac65-11e0-23ac-00505682243b,Judiciary investigations,1016
afab9790-b116-11e0-23ac-00505682243b,KC0X Mailbox management,1023
a6d61f91-9d2a-11eb-6da1-001dd8b72a57,Employee loans,669
d76d0de0-71d4-11e2-714a-002655d352c9,SAP PY TFR and supplementary pension,1554
e928a636-fe23-11df-23ab-00505682243b,JERICHO Map events by inserter role,1009
e928a638-fe23-11df-23ab-00505682243b,JERICHO Question map,1011
107e8520-1fdf-11e0-23ac-00505682243b,J6TP Premise,1004
107e8523-1fdf-11e0-23ac-00505682243b,J6TP CAPRI operating functions,1002
4e93dc70-c081-11ec-60ce-001dd8b72a56,NACT0 - Letter to the Prefect,1227
919ba605-03ac-11e0-23ab-00505682243b,ESTEROWEB Foreign transfer,639
2e9e53b3-de45-11dc-1322-000d609809a6,150809 - EM04 - Foreign Freight - New interface for foreign transactions,29
79e44862-41a3-11ea-1911-001dd8b72a55,WIMT Where is my Trade,1836
2eca4e98-8b00-11e6-2688-00101818ed80,MMSR – Money Market Statistical Reporting,1119
dcd6dab2-17e6-11e0-23ac-00505682243b,GPO Cancellation of titles,835
dcd6dabc-17e6-11e0-23ac-00505682243b,GPO Interest Rates,837
ba3d7052-f976-11df-23ab-00505682243b,N600 Confirmation of receipt of envelope,1206
49faaf70-b2a3-11da-20c9-000c29c08cb4,AO0 Calling of shareholders' meetings,137
11499df1-5ac2-11e4-2688-00101818ed80,New Employee Loan Offer,1289
743a3783-ec64-11dd-23a9-00505682243b,Hub Operations MIFID Service Contract Storage,893
743a3782-ec64-11dd-23a9-00505682243b,Archiving of service contracts MIFID Anomaly management,186
af973330-3b4c-11e0-23ac-00505682243b,Taxes and Duties DUNI Delegate F24 Central Operations Department,1750
f1ea1e40-3521-11e0-23ac-00505682243b,Taxes and Duties DUNI Delegation F24 Branches,1751
79f53ea2-f185-11e8-2249-001dd8b721ea,PULSE Formalization platform,1387
a68e7971-56c2-11e9-2249-001dd8b721ea,Collection platform,418
ec453735-f887-11e4-2688-00101818ed80,OCS Personal Loans,1300
d2406ba1-33c4-11e2-714a-002655d352c9,MV Patti Chiari Transferability of banking products DTT service for branches,1159
d4bc075e-567c-4ffc-8dc1-e48db833e56d,HW0R Personalized management of customer communications,883
964bdf02-3037-11e9-2249-001dd8b721ea,Supplier Administration,1694
f776efd0-7e51-11dc-1322-000d609809a6,M/L term credit - Central Offices,1083
351998d1-bb95-11e6-2688-00101818ed80,Revenue Agency - Telematic Desktop,1518
5e2c2747-921d-11ea-4b37-001dd8b72a50,IMI-SYND,933
5e2c26f9-921d-11ea-4b37-001dd8b72a50,Issue Net,997
651d87d4-d6e0-11e4-2688-00101818ed80,E-VISUM,598
d5b47000-68ac-11df-23ab-00505682243b,JN0I Management and inquiry of swift messages,1013
422d7f70-1816-11e0-23ac-00505682243b,N500 Wire Transfers Italy Permanent Wire Transfers Premise,1203
03fd4e80-841b-11df-23ab-00505682243b,VWBR/VWPF Query and/or send Swifts,1818
24dcdf86-0783-11e0-23ab-00505682243b,ESICO Accounting operations disbursement of values,631
24dcdf87-0783-11e0-23ab-00505682243b,ESPOV Exposure value drawer management,632
24dcdf92-0783-11e0-23ab-00505682243b,PASS Management of value transfer drawer,1337
6bf11751-4d0e-11e3-714a-002655d352c9,Credit Portal Improvement of Employee Loans,450
2bf9f882-a2bb-11de-23a9-00505682243b,SCD Station Control Status,1595
8b30ad70-5dd3-11df-23ab-00505682243b,SAP OM Organizational Management,1549
d21227e0-a384-11df-23ab-00505682243b,QUMA Quadrature Matrix,1436
6d6033e7-60e7-11e3-714a-002655d352c9,SmartADI,1682
e41fd3d1-bb03-11dd-23a9-00505682243b,CHICO Web - RNI,325
639caec2-3614-11ea-4b37-001dd8b72a50,GeVoc Accounting Volture Management,859
b7a91519-e747-11df-23ab-00505682243b,FLAG Service management contract data variation function,716
2ee7be01-37d4-11e2-714a-002655d352c9,WEBCARDS Introduction,1831
99deae77-58b9-499a-85b6-d97443ba10ec,NPAF Advance Invoices,1260
e342f268-0374-11e0-23ab-00505682243b,GK00 Common functions warranty actions,818
7cc1a461-a80e-11e2-714a-002655d352c9,LAPE Check extinction request,1041
5f3236b6-bee8-11de-23a9-00505682243b,MOPLE Non-performing Access to the application,1127
b7a91513-e747-11df-23ab-00505682243b,FLAG Reservation function,715
107e853d-1fdf-11e0-23ac-00505682243b,KC0X Box management,1018
124c93c3-989e-11e3-2688-00101818ed80,PL PriceLab Monitoring,1364
417ae450-9c04-11e0-23ac-00505682243b,MOPLE Non-performing Legal Practice Research,1131
5e524d2c-921d-11ea-4b37-001dd8b72a50,RPC,1473
a09ae4eb-429c-11dd-23a9-00505682243b,SALENT,1532
67a62b71-9d2b-11eb-6da1-001dd8b72a57,BFD - Modeled Layer - Target Accounting Model,208
802a2df2-5720-11eb-43a8-001dd8b72a55,Management ADV Financial Institution,1163
c045dcb1-2619-11e5-2688-00101818ed80,GIANOS 3D MCI Due Diligence Questionnaire,800
5e787182-921d-11ea-4b37-001dd8b72a50,SL - Securities Lending Management,1625
7ad07b47-70ac-11e9-2249-001dd8b721ea,Anacredit reporting,179
c102a1ef-24b9-4930-b1b9-241c57d8a19b,DACO Investments,488
2cfb2a50-956a-11e8-2249-001dd8b721ea,Pension Advance - Dashboard,1401
1e5dad70-42d1-11e2-714a-002655d352c9,External databases,688
5e524c84-921d-11ea-4b37-001dd8b72a50,cms,1918
5e2c2681-921d-11ea-4b37-001dd8b72a50,fx extension,1921
b43dc372-259a-11eb-43a8-001dd8b72a55,Sale of Amortization Options on mortgages and personal loans,1654
e60aefed-08a3-11eb-60ce-001dd8b72a56,Industrial Accounting Registry and Service Contracts-Industrial Accounting- RVP Catalog,980
dd25af80-4b8d-11de-23a9-00505682243b,Engine Fair Value Guarantees,672
dd25af88-4b8d-11de-23a9-00505682243b,MACS1 Basel 2 Preprocessor Adjustments,1091
df25ea92-1332-11ed-2a4f-001dd8b72a55,Coope - Checks and tests section,431
42785662-ab1f-11ea-1911-001dd8b72a55,Olympus dashboard,1320
124479a2-e37f-11e9-6ab0-001dd8b72a56,PINC Portfolio Collections Treasury Post,1359
51a05c41-4dda-11e3-714a-002655d352c9,Credit Portal Perfecting Private Loans,454
e342f264-0374-11e0-23ab-00505682243b,GK00 Functionality,819
497ddda7-4c7e-11df-23ab-00505682243b,M0 - Anti-wear adjustments to data collection instructions for TEG calculation,1085
97d27c80-832b-11de-23a9-00505682243b,For Merit Loan of Hope,750
d4feb431-b83f-11e4-2688-00101818ed80,CHCI0 - Integrated Change Console 2.0,324
148ac700-773a-11dc-1322-000d609809a6,RMOI0 - Availability management,1466
5e2c26cc-921d-11ea-4b37-001dd8b72a50,DSMatch,522
0fff5db0-0421-11df-23a9-00505682243b,HZ01 Single Telematic Treasury,884
71d1a59a-0e8c-11e0-23ac-00505682243b,CAMS Loading mandates with only one sub,291
71d1a596-0e8c-11e0-23ac-00505682243b,CABE Loading beneficiaries,282
bf150144-0e8c-11e0-23ac-00505682243b,ICCC CC balances between hu and cc procedure (mein),900
124c93b7-989e-11e3-2688-00101818ed80,PL Price Lab,1363
bce09b04-060e-11e0-23ab-00505682243b,MA MdG Inquiry Registry,1088
124c93bf-989e-11e3-2688-00101818ed80,PL PriceLab Offer,1365
5e2c2771-921d-11ea-4b37-001dd8b72a50,UN - UNITES,1774
71c95852-d102-11e7-2249-001dd8b721ea,Document Filing Check Area Filing Criteria,571
88951961-a4a5-11e5-2688-00101818ed80,Date Dictionary,556
8c485bb0-fe08-11df-23ab-00505682243b,ZAFI Revocation Management Service execution mode,1911
e0d852d2-611d-11e9-2249-001dd8b721ea,NMF - Tax Monitoring,1252
ee21a287-13cb-11e7-2688-00101818ed80,Disc0 Disclaimers,566
03c13c31-e80a-11e4-2688-00101818ed80,WebCard Queries about Group cards and services,1858
e4b91f11-b327-11e2-714a-002655d352c9,SIMEC - Euro Card Monitoring System,1614
c9f5cfb2-89a1-11e8-2249-001dd8b721ea,UCAMP - Notification of cards from other institutes,1772
c7e70faa-c429-4b08-93f5-ae28ae688884,DYNG,538
82104c56-8c84-11eb-275f-001dd8b72a50,Assignment of the fifth of the Prestitalia pension,191
a1d205ac-96bc-11e2-714a-002655d352c9,Easy Export Portal,663
5f3236df-bee8-11de-23a9-00505682243b,MOPLE Unlikely to pay Classification proposal,1144
eabde380-e72a-11df-23ab-00505682243b,FLAGS Introduction,721
d3152900-2ac8-11e0-23ac-00505682243b,DBDRFM,493
6c3964c6-ffcd-11e9-1911-001dd8b72a55,Factoring - FO24 web,736
6c3964df-ffcd-11e9-1911-001dd8b72a55,Factoring - Rules Management,739
6c3964da-ffcd-11e9-1911-001dd8b72a55,Factoring - GS00,737
b6826971-1526-11e7-2688-00101818ed80,Optimy,1322
140a8987-fe38-11ea-60ce-001dd8b72a56,DAF payment portal,489
1ce7c4d2-9502-11e1-714a-002655d352c9,Hyperion Web Analysis reports,894
bf150161-0e8c-11e0-23ac-00505682243b,INCA Query budget chapters,937
c691f789-0e8c-11e0-23ac-00505682243b,VABI Change in budget chapters,1792
71d1a597-0e8c-11e0-23ac-00505682243b,CABI Loading budget chapters,283
29373ced-9cbf-11e4-2688-00101818ed80,ICTS Query treasurer's account,904
29373cd1-9cbf-11e4-2688-00101818ed80,GBIL Budget management,760
29373cd9-9cbf-11e4-2688-00101818ed80,VAES Year change,1797
c2d11ed8-0e8c-11e0-23ac-00505682243b,INES Query exercises,944
29373ce9-9cbf-11e4-2688-00101818ed80,IFPV Interrogation of a tied multi-year fund,917
29373cdd-9cbf-11e4-2688-00101818ed80,GDEL Management of resolutions for new schemes,762
29373ce1-9cbf-11e4-2688-00101818ed80,GFPV Management of multi-year restricted fund,793
29373ce5-9cbf-11e4-2688-00101818ed80,IDEL Query of resolutions for new schemes,906
c691f788-0e8c-11e0-23ac-00505682243b,VABE Change in beneficiaries,1791
bf150160-0e8c-11e0-23ac-00505682243b,INBI Query of financial statements,936
c2d11ed2-0e8c-11e0-23ac-00505682243b,INDB Question of budget resolutions,939
71d1a5b4-0e8c-11e0-23ac-00505682243b,GEDB Loading resolution totals,774
71d1a59d-0e8c-11e0-23ac-00505682243b,CAVB Loading changes in the financial statements,300
1f84f9f7-1ff2-11e0-23ac-00505682243b,KC0X Management of cash payments,1024
107e8540-1fdf-11e0-23ac-00505682243b,KC0X Management of entry lockbox contract,1025
3613dcc2-0391-4b21-96bc-87c6e291ca9b,KC0X Custody services Safety deposit boxes and closed envelopes,1020
24dcdf97-0783-11e0-23ab-00505682243b,SPECO Expense management accounting operations,1638
e342f277-0374-11e0-23ab-00505682243b,GK00 Plant,824
04a07b62-d76f-11eb-275f-001dd8b72a50,Connective Box,425
43424bc2-16a3-11ea-4b37-001dd8b72a50,DOD simulator,511
bce09aff-060e-11e0-23ab-00505682243b,AdG MdG Group management 136,162
db9bb881-d99c-11e6-2688-00101818ed80,NOVIM New Real Estate Enhancement Offer,1253
459cb060-880d-11da-20c9-000c29c08cb4,SAP PA30 Master Data Management - Update,1550
8b30ad71-5dd3-11df-23ab-00505682243b,GEO Organizational Entity Management,782
e361b8b3-ef09-11de-23a9-00505682243b,SAP R3 CdG Cost Center Master Data,1562
03361302-a59f-11ea-6ab0-001dd8b72a56,SAP SIGI SOA Unified Master Data,1582
95dd5672-0970-11eb-43a8-001dd8b72a55,Rubicon Certificates,1527
fce58544-9866-11de-23a9-00505682243b,Swift Alliance ICM Webstation Central Bank,1699
722ef1e3-ac39-4931-99f2-99caef1c892f,150861 - FXJ0-cross-border payments,33
c936d472-44a0-11e8-2249-001dd8b721ea,EBA PWS Interactive Workstation,602
422d7f66-1816-11e0-23ac-00505682243b,ASNA Contract Management,147
be76e1d0-667f-11e5-2688-00101818ed80,DSI Private Cloud,521
1c9fa566-1fd3-11e0-23ac-00505682243b,NK00 Start contract pg,1248
1c9fa56f-1fd3-11e0-23ac-00505682243b,NK00 Tariff,1250
1c9fa561-1fd3-11e0-23ac-00505682243b,NK00 Management of Multichannel Contracts Introduction,1241
1c9fa56d-1fd3-11e0-23ac-00505682243b,NK00 List of contracts,1240
75a74330-1f8d-11df-23a9-00505682243b,D401 Classification of customers,487
1c9fa563-1fd3-11e0-23ac-00505682243b,NK00 Matching opt,1242
1c9fa56b-1fd3-11e0-23ac-00505682243b,NK00 Print management,1246
105e0ee1-968c-4a43-a2c9-055b5b8bb67a,CEBI Spimi,318
f713d261-56a9-11e3-714a-002655d352c9,GESDD Direct Debit Management,785
84219c80-7e58-11dd-23a9-00505682243b,POSTEL Certain date service,1370
b7dce3f0-7a3f-11e0-23ac-00505682243b,A000 ISOR Inquiry requesting subscriptions,94
9dfe8810-e7f2-11df-23ab-00505682243b,LAPE Main menu,1043
615b00f4-db0c-11e1-714a-002655d352c9,GEBON Transfer Management,768
9dfe881f-e7f2-11df-23ab-00505682243b,LAPE Communications to the customer,1042
911c91e9-0905-11e0-23ac-00505682243b,TELEPASS FAMILY Information by location,1715
3cabff40-7a0e-11df-23ab-00505682243b,BRACC BRGES Management of savings bonds,238
4945c412-f6b2-11e7-2249-001dd8b721ea,ESTEROWEB Waiting Account Processing,650
8766a461-be32-11e3-2688-00101818ed80,ESTEROWEB Easy Export framework contract,637
bce09b06-060e-11e0-23ab-00505682243b,AdG MdG Group monitoring and Historical Inquiry,163
e2260273-c210-11dd-23a9-00505682243b,BEMB International Banks MultiBanca,205
6d6033e4-60e7-11e3-714a-002655d352c9,Quality synthesis dashboard,1438
534c0490-da70-11e3-2688-00101818ed80,GAUT Authorization management,759
4d6833a1-8cb5-11e2-714a-002655d352c9,Match Points,1174
038a02e4-a924-11e3-2688-00101818ed80,MCT Accounting Model Target Inventory Book,1103
8596fef0-1260-11df-23a9-00505682243b,OU Omnibus accounts,1310
a8c2dc20-156f-11df-23a9-00505682243b,OG Gross net tax substitute tax,1301
ebed9d11-4237-11e4-2688-00101818ed80,ZAFI Credit Cards Company Debit and Deposit Card,1884
64e0a7fe-438c-11dd-23a9-00505682243b,DSO - Loans - Balancing and controls,527
2a2f03d1-0c8a-47e3-ba00-61f796273e17,Current Accounts - IYOS - Time Cash in Euros,472
acb12b10-4b81-11de-23a9-00505682243b,BU00 Certificates of Deposit,246
d0c63601-436c-49ed-8bda-5d81fae6434d,Wallet,1845
56deddd0-04cf-4538-aae9-6ccf927068cb,Datamart,555
31a21ef0-8150-11e0-23ac-00505682243b,KondorImport WEB Interface,1039
9df201c0-c9f0-11dd-23a9-00505682243b,Web TP,1853
cd9f7910-9c0d-11db-1322-000d609809a6,ALMPro,133
3c6eb512-91f7-11eb-43a8-001dd8b72a55,M770,1087
5e7871d0-921d-11ea-4b37-001dd8b72a50,CCP reports,303
60be9d60-d954-11e0-23ac-00505682243b,Mople Unlikely to Pay Credit Assessment,1194
acf62c87-e8e5-11e9-6ab0-001dd8b72a56,Current accounts - Intesa Sanpaolo Agents4You,478
4594bc92-5103-11ec-60ce-001dd8b72a56,COBE0 Copernicus Fair Value Credits,352
cd34d441-69c9-11e1-714a-002655d352c9,MOPLE Non-performing Credit rating,1129
acf62c8a-e8e5-11e9-6ab0-001dd8b72a56,My Key - Intesa Sanpaolo Agents4You,1196
e402f648-2e79-11e8-2249-001dd8b721ea,PINC Create Report,1358
dad25137-f95f-11df-23ab-00505682243b,NP00 - Service execution mode - same day cancellation - reports transfer,1256
49aa3141-1460-11de-23a9-00505682243b,BROWS Browser Operation,240
0aac65e0-edef-11dd-23a9-00505682243b,LIMOV Movement list,1059
e35c2cf0-7b4d-11dd-23a9-00505682243b,BLOOMBERG DATA LICENSE,225
ba0410f2-a7b6-11e0-23ac-00505682243b,GIANOS 3D Completion of this adequate verification of company and incapable person,796
cf8048ce-e738-11df-23ab-00505682243b,FLAG Specific procedure for ordinary account and similar,719
247791b0-49f3-11de-23a9-00505682243b,DWH and Reporting,536
9dce7310-4fae-11ed-2f84-001dd8b72a56,JCLCheck,1006
9dcec132-4fae-11ed-2f84-001dd8b72a56,JADe,1005
50853ed2-3a26-11eb-60ce-001dd8b72a56,Estream Documentation,674
61395e61-50c3-11e1-714a-002655d352c9,ESTEROWEB Payment schedule,645
4cea8e45-7285-11dd-23a9-00505682243b,BUY Search for documentation,254
09b15480-974c-11e0-23ac-00505682243b,VUMAS Vulnerability Management System,1817
d6301f82-02a9-11ed-275f-001dd8b72a50,TODEAL COLTIT - Access Client to Aste Bankit,1724
23f7a769-06cd-11e0-23ab-00505682243b,A000 ITDE Inquiry deposit transfers,95
23f7a765-06cd-11e0-23ab-00505682243b,A000 IRCF Inquiry confirm branch change request,91
23f7a75b-06cd-11e0-23ab-00505682243b,A000 GRCF Branch change request management,83
e24ad604-a93f-11da-20c9-000c29c08cb4,SAP R3 Purchasing Certification of service performance,1566
6c3964d0-ffcd-11e9-1911-001dd8b72a55,Factoring - Repayment Plans,738
ea7d13e1-f0e9-11e5-2688-00101818ed80,FOR motor,723
d7f00860-4e3f-11db-20c9-000c29c08cb4,BU00 Issue of Certificates of Deposit,249
d7f00861-4e3f-11db-20c9-000c29c08cb4,BU00 Changes in Certificates of Deposit,248
3cd76b09-0e09-11e0-23ac-00505682243b,N650 Management of single positions closing position,1219
3cd76b13-0e09-11e0-23ac-00505682243b,N650 Queries,1226
ba3d7053-f976-11df-23ab-00505682243b,N600 Confirm package to carrier,1205
d7873a13-180d-11e0-23ac-00505682243b,T300 Lottomatica Introduction,1704
d7873a29-180d-11e0-23ac-00505682243b,T300 Lottomatica The reservation handling procedure,1705
ba3d7054-f976-11df-23ab-00505682243b,N600 Delivery of remittance parcels,1207
3cd76b0c-0e09-11e0-23ac-00505682243b,N650 Management of single positions forwarding values,1221
3cd76b0f-0e09-11e0-23ac-00505682243b,"N650 Management of single positions, return of values to p.o",1224
c21b3502-2a61-11ec-60ce-001dd8b72a56,Aladdin – Robo4 Advisor,171
9f8490e0-a1e9-11dd-23a9-00505682243b,PerTe Loan Public Employees and MEF,1403
e2c82d23-3dfe-11dd-23a9-00505682243b,INPS Retired Loan for you,947
b4398155-0bce-470f-a68c-e605d53482b2,N500 Bank transfers Italy,1200
5e524bee-921d-11ea-4b37-001dd8b72a50,Market HUB portal,1171
75a78fa3-1639-11e4-2688-00101818ed80,E-Boards,584
9214197b-1923-11e7-2688-00101818ed80,CRH Counterparty Risk Hub Counterparty Risk Management,375
2a5a51ce-54ee-4fa9-8e13-7edb83f8110c,ED Reference standard settlement instruction,615
53a875d2-191b-11e7-2688-00101818ed80,SL Security Lending,1626
9c2689da-c21b-4035-8547-b675875dc0bf,LC0S Management of customer orders Payment schedule,1048
df0906e1-a363-11e7-2249-001dd8b721ea,GEFAX Fax Management,775
b601d065-d6be-11e4-2688-00101818ed80,MAPS extension,1095
6171f860-415c-11df-23a9-00505682243b,BOXR Central Box Operations,236
3c6286b2-2c3c-11e8-2249-001dd8b721ea,Exception and Investigations Securities investigation processes,681
abe41c21-9d2b-11eb-6da1-001dd8b72a57,Register of Derivatives Listed Orders - MOTP,1487
5e6a19b6-921d-11ea-4b37-001dd8b72a50,FFastFill Trading Pro,699
5e524c30-921d-11ea-4b37-001dd8b72a50,Web ICE,1852
5e6a19a7-921d-11ea-4b37-001dd8b72a50,Ice,971
2ffc4cf3-ec00-11da-20c9-000c29c08cb4,Bloomberg Electronic Platform,273
5e2c2702-921d-11ea-4b37-001dd8b72a50,AloneIDEM,177
543f17e0-100a-11db-20c9-000c29c08cb4,Work Station GUI,1864
5e2c274a-921d-11ea-4b37-001dd8b72a50,FIX TRADING,712
61df9173-06d4-11e0-23ab-00505682243b,A000 IMOV Inquiry movements,88
d97e3e15-2126-11e3-714a-002655d352c9,SAS - interface with CDM Number machine,1586
5e524d50-921d-11ea-4b37-001dd8b72a50,LookOut,1081
7171d5b0-ff5d-11dd-23a9-00505682243b,GeRICo Risk Management Allocation of Income Statement,858
e2524302-2929-11e8-2249-001dd8b721ea,ABC CambiaBanca - Functionality by Branch,113
24dcdfa8-0783-11e0-23ab-00505682243b,GEMUL Multiple bank transfers for distinct management,781
ba77e3c1-25d3-11de-23a9-00505682243b,BOMUL Multiple transfers Entering provisions,230
b657f68c-ffd1-11df-23ab-00505682243b,Document archiving Documentation request search Other documentation area,578
1277ed81-1bdd-11e5-2688-00101818ed80,DDCAM Transfer Orders,495
a8c2dc24-156f-11df-23a9-00505682243b,TX00 Clear terms of portability,1737
b1979540-0685-11db-20c9-000c29c08cb4,SAP CO - Management Control,1541
22a6f3e1-b618-11dd-23a9-00505682243b,Abroad WEB Interfaces DOF Abroad,155
1fbfada2-f486-11e7-2249-001dd8b721ea,IntelliMatch Confirmation Matching,988
4c248f38-baa6-11e5-2688-00101818ed80,SWIFT Certificate Centre,1651
c347f4b2-ed8b-11e8-2249-001dd8b721ea,Qualys,1439
e7502332-39fd-11eb-43a8-001dd8b72a55,Sponsorship management,1687
04f67750-0c93-11dd-1322-000d609809a6,BJPA Negotiation of Meal Vouchers and Holiday Vouchers,221
02b025db-0935-11e0-23ac-00505682243b,ZAFI Account Association,1875
1f84f9f3-1ff2-11e0-23ac-00505682243b,KC0X Closed envelope contract management,1019
1f84f9f6-1ff2-11e0-23ac-00505682243b,KC0X Management of late payment management,1026
107e853a-1fdf-11e0-23ac-00505682243b,KC0X Premise,1029
1f84f9f9-1ff2-11e0-23ac-00505682243b,KC0X Management of reversal payments for overdue,1027
1f84f9fb-1ff2-11e0-23ac-00505682243b,KC0X Payment management,1028
ba443c10-76d1-11de-23a9-00505682243b,PAGEF Receipts,1334
66c96be9-3108-11df-23a9-00505682243b,TAS Teleclearing Express II,1708
5f3236dd-bee8-11de-23a9-00505682243b,MOPLE Probable Defaults Research Legal Practice,1134
24dcdfaa-0783-11e0-23ab-00505682243b,LISTS Foreign currencies acquisition of price lists,1066
299dee91-2196-11dd-1322-000d609809a6,IRIS Customer Risk Management Segmented customers Corporate Regulatory,956
61df9180-06d4-11e0-23ab-00505682243b,A000 STIT Synthetic securities inquiry,102
e5cff8e0-f7ce-11df-23ab-00505682243b,Taxes and duties DPTS Proxy F23,1752
54155d80-7c39-11de-23a9-00505682243b,E-Views,599
8cc04412-f6ba-11e7-2249-001dd8b721ea,Matrix calculation engine,1175
199378e1-5f25-11e2-714a-002655d352c9,Group rating - Bank model,874
4ae4aae4-b574-4433-991a-900317abd64c,A000 Management of Administered Deposits,97
a2cd30e5-809a-491b-b443-732ff6ca04fe,NK00 Multichannel Contract Management,1243
d2708d80-6f2c-11df-23ab-00505682243b,Current Accounts IY12 Account movements,474
57d2f692-fd62-11df-23ab-00505682243b,E-CAM Requestable documents,588
3785ce45-0ef1-11e3-714a-002655d352c9,WEBCARD Warehouse management,1829
