riskGUID,risk,riskID,riskType
c8ed4319-707f-11e8-2249-001dd8b721ea,Incorrect accounting,1078,Financial Disclosure Risk (ex 262/2005)
9628d98d-1260-11e8-2249-001dd8b721ea,Incorrect accounting,1078,Financial Disclosure Risk (ex 262/2005)
706f33e8-125b-11e8-2249-001dd8b721ea,Incorrect preparation of notice to customers,1849,Financial Disclosure Risk (ex 262/2005)
2508449d-2118-11e7-2688-00101818ed80,Incomplete flow transmission,865,Legal and non-compliance
25084486-2118-11e7-2688-00101818ed80,Incorrect operation,1725,Legal and non-compliance
2508448f-2118-11e7-2688-00101818ed80,Lack of closure and completeness of answers,2144,Legal and non-compliance
513f3f2c-bdf7-11e6-2688-00101818ed80,Failure to publish recommendations,626,Legal and non-compliance
513f3f30-bdf7-11e6-2688-00101818ed80,Failure to upload recommendations on the Borsa Italiana portal,692,Legal and non-compliance
a0a04015-bdf6-11e6-2688-00101818ed80,No assignment,2331,Legal and non-compliance
9c69f2c8-eac8-11eb-60ce-001dd8b72a56,Publications not made,2622,Legal and non-compliance
0a42b16a-eae7-11eb-275f-001dd8b72a50,Wrong acquisition of contracts/documentation,2940,Legal and non-compliance
b292b9ba-eae6-11eb-275f-001dd8b72a50,Failure to produce the transfer agreement,624,Legal and non-compliance
549c5a9a-eae7-11eb-275f-001dd8b72a50,Incorrect accounting of the tax credit,1134,Financial Disclosure Risk (ex 262/2005)
9b6f2260-3171-11ec-275f-001dd8b72a50,Incorrect accounting of exchange losses,1100,Financial Disclosure Risk (ex 262/2005)
572d0140-d261-11eb-43a8-001dd8b72a55,Failure to close operating loss,488,Financial Disclosure Risk (ex 262/2005)
d2323dc2-90d2-11e8-2249-001dd8b721ea,Failure to close miscellaneous consignment,487,Financial Disclosure Risk (ex 262/2005)
a1635646-f21f-11e8-2249-001dd8b721ea,Appraisals inconsistent with the methodology,125,Financial Disclosure Risk (ex 262/2005)
c32ba740-e97a-11e8-2249-001dd8b721ea,Incorrect data loading,1453,Financial Disclosure Risk (ex 262/2005)
480a2bd0-e8de-11e8-2249-001dd8b721ea,Inconsistent data,993,Financial Disclosure Risk (ex 262/2005)
7505c5a5-01e2-11e9-2249-001dd8b721ea,Wrong loading of data,3107,Financial Disclosure Risk (ex 262/2005)
65509fc5-c2f8-11e7-2249-001dd8b721ea,Incorrect accounting,1078,Financial Disclosure Risk (ex 262/2005)
92caffb2-aaf8-11ea-6ab0-001dd8b72a56,Incorrect data,1413,Financial Disclosure Risk (ex 262/2005)
7505c5b0-01e2-11e9-2249-001dd8b721ea,Incorrect upload,2020,Financial Disclosure Risk (ex 262/2005)
9dc1cdab-f1b5-11ea-1911-001dd8b72a55,Inconsistent data,993,Financial Disclosure Risk (ex 262/2005)
18821f5f-c140-11ea-6ab0-001dd8b72a56,Incorrect classification of properties and incorrect identification of the portfolio,1353,Financial Disclosure Risk (ex 262/2005)
6d49bd11-8f43-11e8-2249-001dd8b721ea,Incorrect detection,1486,Financial Disclosure Risk (ex 262/2005)
3e9d7d9f-f234-11e8-2249-001dd8b721ea,Inconsistent data,993,Financial Disclosure Risk (ex 262/2005)
41ca3c3a-edf3-11ea-4b37-001dd8b72a50,Inconsistent analysis,980,Financial Disclosure Risk (ex 262/2005)
7444855c-f23b-11e8-2249-001dd8b721ea,Incorrect application of accounting rules,1240,Financial Disclosure Risk (ex 262/2005)
02b99320-c142-11ea-6ab0-001dd8b72a56,Inconsistent reports,1021,Financial Disclosure Risk (ex 262/2005)
a163563b-f21f-11e8-2249-001dd8b721ea,Incorrect classification of properties and incorrect identification of the portfolio,1353,Financial Disclosure Risk (ex 262/2005)
9dc1cd9a-f1b5-11ea-1911-001dd8b72a55,Inconsistent analysis,980,Financial Disclosure Risk (ex 262/2005)
9dc1cd8c-f1b5-11ea-1911-001dd8b72a55,Scenario analysis inconsistent with the methodology,2756,Financial Disclosure Risk (ex 262/2005)
810dedc0-8f41-11e8-2249-001dd8b721ea,Incorrect data,1413,Financial Disclosure Risk (ex 262/2005)
41ca3c49-edf3-11ea-4b37-001dd8b72a50,Incorrect valuation of fixed assets,2034,Financial Disclosure Risk (ex 262/2005)
6ef17791-eaa6-11e9-1911-001dd8b72a55_TRA1,Incorrect sterilisation/declassification,1963,
6ef17791-eaa6-11e9-1911-001dd8b72a55_TRA2,Incorrect sterilisation/declassification,1963,
59f594be-eaa9-11e9-1911-001dd8b72a55_TRA1,Lack of requirements for sterilisation/declassification,2177,
59f594be-eaa9-11e9-1911-001dd8b72a55_TRA2,Lack of requirements for sterilisation/declassification,2177,
b4f55499-8531-11ea-4b37-001dd8b72a50_TRA1,Incomplete or incorrect reporting of positions,897,
b4f55499-8531-11ea-4b37-001dd8b72a50_TRA2,Incomplete or incorrect reporting of positions,897,
78f22046-2681-11e7-2688-00101818ed80,Incomplete/invalid documentation,940,Financial Disclosure Risk (ex 262/2005)
a4b311c0-28b5-11e7-2688-00101818ed80,Incorrect data entry into the system,1434,Financial Disclosure Risk (ex 262/2005)
7eacc0fc-e4af-11e7-2249-001dd8b721ea,Debt interest not yet repaid,305,Financial Disclosure Risk (ex 262/2005)
2c3d76e0-3b66-11ea-4b37-001dd8b72a50,Failure to send within the terms established by law,672,Other (operational) risks
2c3d76b0-3b66-11ea-4b37-001dd8b72a50,Incomplete evidence extraction,858,Other (operational) risks
66913728-00df-11e8-2249-001dd8b721ea,Wrong amount of stamp duty refund,2951,Financial Disclosure Risk (ex 262/2005)
d8d13e4f-0ac8-11ea-6ab0-001dd8b72a56,Wrong and/or incomplete documentation,2958,Other (operational) risks
f4621625-0ac7-11ea-6ab0-001dd8b72a56,Wrong and/or incomplete documentation,2958,Financial Disclosure Risk (ex 262/2005)
06f423f6-19f4-11eb-43a8-001dd8b72a55,Incorrect file import,1602,Financial Disclosure Risk (ex 262/2005)
e51b7824-666a-11e9-2249-001dd8b721ea,Incorrect reversal of installments in the procedure,1932,Financial Disclosure Risk (ex 262/2005)
06f42410-19f4-11eb-43a8-001dd8b72a55,Incorrect loan expiry,1694,Financial Disclosure Risk (ex 262/2005)
c7f4b6a9-666e-11e9-2249-001dd8b721ea,Wrong flow,3085,Financial Disclosure Risk (ex 262/2005)
ec81f46a-6a48-11e9-2249-001dd8b721ea,Incorrect data entry into the system,1434,Financial Disclosure Risk (ex 262/2005)
da7aeac7-6a4f-11e9-2249-001dd8b721ea,Wrong certification file,3001,Financial Disclosure Risk (ex 262/2005)
c7df3c6b-667a-11e9-2249-001dd8b721ea,Incorrect identification of loans not to be sold/retroceded,1627,Financial Disclosure Risk (ex 262/2005)
bf367af6-1aba-11eb-43a8-001dd8b72a55,Incorrect excel compilation,1575,Financial Disclosure Risk (ex 262/2005)
8141d3c2-2367-11ea-4b37-001dd8b72a50,Wrong data,3029,Other (operational) risks
7112e9b4-2d73-11e2-714a-002655d352c9,Documentation prepared incomplete and/or incorrect,339,Financial Disclosure Risk (ex 262/2005)
7112e995-2d73-11e2-714a-002655d352c9,Incorrect definition of the level of funding,1481,Financial Disclosure Risk (ex 262/2005)
db368e60-2d77-11e2-714a-002655d352c9,Final documentation incomplete and/or incorrect,711,Financial Disclosure Risk (ex 262/2005)
c70ba2c5-0779-11df-23a9-00505682243b,Missing or incorrect entry of data into the system,2310,Financial Disclosure Risk (ex 262/2005)
d1b523c6-3818-11e8-2249-001dd8b721ea,Inadequate lines of credit,763,Financial Disclosure Risk (ex 262/2005)
7112e9bd-2d73-11e2-714a-002655d352c9,Incorrect and/or incomplete emission characteristics,1206,Financial Disclosure Risk (ex 262/2005)
b7b926c9-a576-11ea-1911-001dd8b72a55,Missed or incorrect pairing,2288,Financial Disclosure Risk (ex 262/2005)
b7b926cf-a576-11ea-1911-001dd8b72a55,Invalidity of the Due Diligence forms.,2130,Financial Disclosure Risk (ex 262/2005)
b7b926dd-a576-11ea-1911-001dd8b72a55,Incompleteness of the data entered,952,Financial Disclosure Risk (ex 262/2005)
a54626cf-fd03-11ec-60ce-001dd8b72a56,Possible violation of restrictions on petroleum and petrochemical products,2523,
ad48d790-7b00-11ea-1911-001dd8b72a55,Possible regulatory violation on the subject of Aml/CFT or Contrasting Terrorism Financing,2517,Other (operational) risks
be67c5c3-0788-11ea-1911-001dd8b72a55,No change in check status,2336,Other (operational) risks
e519a38e-0604-11ea-1911-001dd8b72a55,Operation performed incorrectly,2428,Other (operational) risks
ad48d77b-7b00-11ea-1911-001dd8b72a55,Controls in the field of AML/CFT or countering the financing of terrorism,224,Other (operational) risks
6fe6139e-0624-11ea-4b37-001dd8b72a50,No change in check status,2336,Other (operational) risks
6fe61380-0624-11ea-4b37-001dd8b72a50,Inconsistency between customer instructions and transferor mandate,961,Other (operational) risks
6fe61393-0624-11ea-4b37-001dd8b72a50,Incorrect or missing settlement of the practice,1803,Other (operational) risks
be67c5cf-0788-11ea-1911-001dd8b72a55,Incorrect or missing settlement of the practice,1803,Other (operational) risks
c73cfe10-040a-11ec-60ce-001dd8b72a56,Confidentiality commitment not compliant with company policies,203,Other (operational) risks
10585432-2041-11ec-275f-001dd8b72a50,Mandate not compliant with company policies,2216,Other (operational) risks
3a5fe7c0-c3db-11eb-43a8-001dd8b72a55,Acquisition of consent not occurred,82,Financial Disclosure Risk (ex 262/2005)
2c3e48f1-ba32-11e7-2249-001dd8b721ea,Incomplete counterparty risk monitoring,840,Financial Disclosure Risk (ex 262/2005)
9be50ba4-88ca-11e7-2249-001dd8b721ea, Incorrect application of the standard methodology,16,Financial Disclosure Risk (ex 262/2005)
1ec30a20-ba2e-11e7-2249-001dd8b721ea,Incorrect or incomplete contribution by the SFT Verifier,1746,Financial Disclosure Risk (ex 262/2005)
c16e6943-ba2e-11e7-2249-001dd8b721ea,Incorrect or incomplete contribution of the PFE engine,1749,Financial Disclosure Risk (ex 262/2005)
c97ad8a7-c415-11ea-1911-001dd8b72a55,Incorrect calculation of the PFE risk measure,1303,Financial Disclosure Risk (ex 262/2005)
23734992-3de3-11ea-4b37-001dd8b72a50,Incorrect system update,1981,Financial Disclosure Risk (ex 262/2005)
237349a9-3de3-11ea-4b37-001dd8b72a50,Incorrect accounting,1078,Financial Disclosure Risk (ex 262/2005)
922d1950-3ddc-11ea-4b37-001dd8b72a50,Incorrect accounting and/or incorrect management of the PAV,1080,Financial Disclosure Risk (ex 262/2005)
aeef0e5c-2188-11e6-2688-00101818ed80,Incorrect input of information on worksheets;,1650,Financial Disclosure Risk (ex 262/2005)
aeef0e5e-2188-11e6-2688-00101818ed80,Incorrect definition of the amount of withholding taxes to be paid or credited,1477,Financial Disclosure Risk (ex 262/2005)
9f8c631f-218a-11e6-2688-00101818ed80,Incorrect payment of withholding taxes,1824,Financial Disclosure Risk (ex 262/2005)
9f8c631c-218a-11e6-2688-00101818ed80,Incorrect/delayed payment of withholding taxes compared to the instructions given,2056,Financial Disclosure Risk (ex 262/2005)
8f29f82d-e75c-11e8-2249-001dd8b721ea,Incorrect imputation,1638,Financial Disclosure Risk (ex 262/2005)
7f97d302-a817-11e7-2249-001dd8b721ea,Failure to comply with Volcker Rule constraints,507,Other (operational) risks
b79dcabe-e758-11e8-2249-001dd8b721ea,Incorrect anomaly fix,1235,Financial Disclosure Risk (ex 262/2005)
a3e3c660-b02d-11e7-2249-001dd8b721ea,Non-execution of the fulfilment,2390,Other (operational) risks
3166b2e8-3479-11e6-2688-00101818ed80,Incorrect compilation and aggregation of files dedicated to each company,1364,Other (operational) risks
31964e42-3479-11e6-2688-00101818ed80,Failed / delayed electronic submission of the tax return,417,Other (operational) risks
3166b2c2-3479-11e6-2688-00101818ed80,Failure to receive documentation,635,Other (operational) risks
31964e40-3479-11e6-2688-00101818ed80,Incorrect drafting of the Consolidated Statement,1519,Other (operational) risks
31964e4c-3479-11e6-2688-00101818ed80,Lack of formal correctness,2169,Other (operational) risks
31964e48-3479-11e6-2688-00101818ed80,Incorrect accounting of data,1096,Financial Disclosure Risk (ex 262/2005)
30ed161c-3479-11e6-2688-00101818ed80,Incorrect accounting of the position vis-à-vis the tax authorities and the companies adhering to the tax consolidation,1132,Financial Disclosure Risk (ex 262/2005)
30ed161e-3479-11e6-2688-00101818ed80,Incorrect identification of expected balances,1626,Financial Disclosure Risk (ex 262/2005)
6a3fb256-b06b-11ea-4b37-001dd8b72a50,Wrong entry in position keeping systems,3063,Financial Disclosure Risk (ex 262/2005)
6a3fb262-b06b-11ea-4b37-001dd8b72a50,Wrong entry in position keeping systems,3063,Financial Disclosure Risk (ex 262/2005)
6a3fb25c-b06b-11ea-4b37-001dd8b72a50,Wrong entry in position keeping systems,3063,Financial Disclosure Risk (ex 262/2005)
63f6af20-c298-11ea-1911-001dd8b72a55,Incorrect entry of data,1535,Financial Disclosure Risk (ex 262/2005)
50d445d8-7813-11e7-2249-001dd8b721ea,Possible incorrect data entry into the system,2495,Financial Disclosure Risk (ex 262/2005)
cf6927df-28e0-11e7-2688-00101818ed80,Wrong draft contract,3058,Financial Disclosure Risk (ex 262/2005)
92c70afd-780f-11e7-2249-001dd8b721ea,Transmission of incorrect or incomplete documentation,2838,Financial Disclosure Risk (ex 262/2005)
50d445f1-7813-11e7-2249-001dd8b721ea,Incorrect acquisition of guarantees,1147,Financial Disclosure Risk (ex 262/2005)
a6164370-7816-11e7-2249-001dd8b721ea,Wrong/incomplete documentation,3227,Financial Disclosure Risk (ex 262/2005)
506a3fd4-781b-11e7-2249-001dd8b721ea,Incorrect accounting of the disbursement,1119,Financial Disclosure Risk (ex 262/2005)
ff34ff7d-5289-11e7-2688-00101818ed80,Failure/incorrect filing of documentation,706,Other (operational) risks
92c70aef-780f-11e7-2249-001dd8b721ea,Incorrect/incomplete documentation received from the notary,2079,Financial Disclosure Risk (ex 262/2005)
ff34ff71-5289-11e7-2688-00101818ed80,Lack of consistency between the data received and what was charged in the procedure,2153,Financial Disclosure Risk (ex 262/2005)
a6164378-7816-11e7-2249-001dd8b721ea,Incorrect data entry into the system,1434,Financial Disclosure Risk (ex 262/2005)
a6164386-7816-11e7-2249-001dd8b721ea,Incorrect accounting of the disbursement,1119,Financial Disclosure Risk (ex 262/2005)
afb631e9-781c-11e7-2249-001dd8b721ea,Incorrect data entry into the system,1434,Financial Disclosure Risk (ex 262/2005)
4d7e5a98-3a3a-11e7-2688-00101818ed80,Incorrect accounting of the disbursement,1119,Financial Disclosure Risk (ex 262/2005)
506a3fe4-781b-11e7-2249-001dd8b721ea,Incorrect/incomplete subsidized mortgage documentation,2095,Other (operational) risks
506a3fe2-781b-11e7-2249-001dd8b721ea,Incorrect/incomplete documentation received from the notary,2079,Other (operational) risks
50d445e3-7813-11e7-2249-001dd8b721ea,Incorrect accounting of the disbursement,1119,Financial Disclosure Risk (ex 262/2005)
92c70ad6-780f-11e7-2249-001dd8b721ea,Incorrect acquisition of guarantees,1147,Financial Disclosure Risk (ex 262/2005)
92c70ae4-780f-11e7-2249-001dd8b721ea,Wrong acquisition of the policy,2941,Financial Disclosure Risk (ex 262/2005)
506a3fc0-781b-11e7-2249-001dd8b721ea,Draft final contract Wrong,345,Financial Disclosure Risk (ex 262/2005)
739151a0-fcf5-11e7-2249-001dd8b721ea,Missed/wrong update of economic conditions,2296,Financial Disclosure Risk (ex 262/2005)
ff34ff77-5289-11e7-2688-00101818ed80,Incorrect/incomplete compilation of documentation,2062,Other (operational) risks
50d445ff-7813-11e7-2249-001dd8b721ea,Wrong acquisition of the policy,2941,Financial Disclosure Risk (ex 262/2005)
bb7f79aa-b5f5-11ea-6ab0-001dd8b72a56,Incorrect signatures and signatory powers,1950,Other (operational) risks
bf9818a8-b601-11ea-6ab0-001dd8b72a56,Incorrect signatures and signatory powers,1950,Other (operational) risks
c85deb89-99da-11ea-6ab0-001dd8b72a56,Unworked position,2886,Financial Disclosure Risk (ex 262/2005)
c2850a52-99c4-11ea-6ab0-001dd8b72a56,Incorrect news entry or failure to send legal notices (DL 231/2007),1718,Financial Disclosure Risk (ex 262/2005)
b8322b60-54f0-11e8-2249-001dd8b721ea,Incorrect and/or incomplete data,1198,Other (operational) risks
b8322b6e-54f0-11e8-2249-001dd8b721ea,Incorrect application data,1236,Other (operational) risks
820c8805-0744-11e8-2249-001dd8b721ea,Outdated security measures as threats evolve,2445,Legal and non-compliance
73aa1dce-1d5e-11e8-2249-001dd8b721ea,Risks related to high-risk treatments not adequately mitigated,2751,Legal and non-compliance
8c9e7dc9-f992-11ea-43a8-001dd8b72a55,Wrong and/or incomplete labelling,2964,Other (operational) risks
0daac153-f991-11ea-43a8-001dd8b72a55,Wrong and/or incomplete census,2956,Other (operational) risks
53150f0e-f98f-11ea-43a8-001dd8b72a55,Wrong and/or incomplete census,2956,Other (operational) risks
53150ef7-f98f-11ea-43a8-001dd8b72a55,Wrong and/or incomplete census,2956,Other (operational) risks
f67c6660-0f8b-11ea-4b37-001dd8b72a50,Wrong and/or incomplete labelling,2964,Financial Disclosure Risk (ex 262/2005)
6f7e8936-f98d-11ea-43a8-001dd8b72a55,Wrong and/or incomplete census,2956,Other (operational) risks
6f7e891f-f98d-11ea-43a8-001dd8b72a55,Wrong and/or incomplete dictionaryization,2957,Other (operational) risks
0ad437dc-698f-11e8-2249-001dd8b721ea,Wrong shipping notice,3190,Other (operational) risks
e78a9ae9-7082-11e8-2249-001dd8b721ea,Wrong shipping notice,3190,Other (operational) risks
4d08873d-30f7-11e8-2249-001dd8b721ea,Wrong shipping notice,3190,Other (operational) risks
1d307192-87d4-11e7-2249-001dd8b721ea,Incomplete documentation,856,Other (operational) risks
1d307187-87d4-11e7-2249-001dd8b721ea,Incomplete documentation,856,Other (operational) risks
59a961a2-93a1-11e7-2249-001dd8b721ea,Incomplete or incorrect documentation,887,Other (operational) risks
21a7fc60-0753-11ec-275f-001dd8b72a50,Incomplete documentation,856,Other (operational) risks
8035e306-ca12-11ec-275f-001dd8b72a50,No provision due to improbable contribution arrears.,2355,Financial Disclosure Risk (ex 262/2005)
1d52088a-77db-11ea-1911-001dd8b72a55,Wrong calculation of threshold overrun,2990,Financial Disclosure Risk (ex 262/2005)
0315f042-d554-11ea-4b37-001dd8b72a50,Incorrect information to the reference Management Committee,1649,Financial Disclosure Risk (ex 262/2005)
010abb11-8644-11ea-4b37-001dd8b72a50,Sending wrong documentation,2770,Financial Disclosure Risk (ex 262/2005)
010abb00-8644-11ea-4b37-001dd8b72a50,Sending wrong documentation,2770,Financial Disclosure Risk (ex 262/2005)
3380dc28-9393-11ea-4b37-001dd8b72a50,Incorrect information to the reference Management Committee,1649,Financial Disclosure Risk (ex 262/2005)
010abb21-8644-11ea-4b37-001dd8b72a50,Sending wrong documentation,2770,Financial Disclosure Risk (ex 262/2005)
9c958db0-8866-11ea-6ab0-001dd8b72a56,Incorrect calculation of indicators,1292,Financial Disclosure Risk (ex 262/2005)
c2a6b9ed-6510-11ea-6ab0-001dd8b72a56,Incorrect active eligibility data,1153,Financial Disclosure Risk (ex 262/2005)
3aaced10-7811-11ea-1911-001dd8b72a55,Current value calculation incorrect,247,Financial Disclosure Risk (ex 262/2005)
e706e19d-639b-11ea-6ab0-001dd8b72a56,Incorrect relationship data,1911,Financial Disclosure Risk (ex 262/2005)
e22b6e2d-73ea-11ea-6ab0-001dd8b72a56,Incorrect accounting balance of receipts,1084,Financial Disclosure Risk (ex 262/2005)
e22b6e2b-73ea-11ea-6ab0-001dd8b72a56,Inconsistent title and credit data files,1025,Financial Disclosure Risk (ex 262/2005)
7918c935-6d20-11ea-1911-001dd8b72a55,Ineligible assets,2113,Financial Disclosure Risk (ex 262/2005)
00118063-64a3-11e2-714a-002655d352c9,Incorrect loading of securities data for Servicer Report,1682,Other (operational) risks
af4a367c-6eaf-11ea-1911-001dd8b72a55,Incorrect category assignment,1329,Financial Disclosure Risk (ex 262/2005)
356540e2-2a83-11e7-2688-00101818ed80,Analytical data inconsistent with accounting flows,100,Financial Disclosure Risk (ex 262/2005)
3bf936e8-3491-11e7-2688-00101818ed80,Tests not done correctly,2823,Other (operational) risks
0011806d-64a3-11e2-714a-002655d352c9,Incorrect loading of credit data for Servicer Report,1676,Financial Disclosure Risk (ex 262/2005)
5c90d52f-647c-11eb-43a8-001dd8b72a55,Wrong document parsing,3056,Other (operational) risks
56efa912-646a-11eb-43a8-001dd8b72a55,Possible regulatory violation on the subject of Aml/CTF or Countering the Financing of Terrorism,2518,Other (operational) risks
5c90d53a-647c-11eb-43a8-001dd8b72a55,Presence of errors in the loading of the practice,2554,Other (operational) risks
d95948f5-6484-11eb-43a8-001dd8b72a55,Possible violation of AML/CTF regulations,2522,Other (operational) risks
332c5028-6477-11eb-43a8-001dd8b72a55,Presence of Black Listed names,2532,Other (operational) risks
d95948f8-6484-11eb-43a8-001dd8b72a55,Wrong acceptance load,2935,Other (operational) risks
dac44aeb-e968-11eb-60ce-001dd8b72a56,Wrong acquisition of contracts/documentation,2940,Legal and non-compliance
fa4d0305-b869-11eb-60ce-001dd8b72a56,Incorrect accounting of the tax credit,1134,Financial Disclosure Risk (ex 262/2005)
c29ea96a-b8ff-11e9-4b37-001dd8b72a50,Incomplete and/or incorrect data,803,Financial Disclosure Risk (ex 262/2005)
c29ea968-b8ff-11e9-4b37-001dd8b72a50,Data not sent,285,Financial Disclosure Risk (ex 262/2005)
c29ea96c-b8ff-11e9-4b37-001dd8b72a50,Inconsistent data,993,Financial Disclosure Risk (ex 262/2005)
c29ea98b-b8ff-11e9-4b37-001dd8b72a50,Incomplete and/or incorrect data,803,Financial Disclosure Risk (ex 262/2005)
c29ea966-b8ff-11e9-4b37-001dd8b72a50,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
c29ea97b-b8ff-11e9-4b37-001dd8b72a50,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
f1ddb852-6855-11ea-6ab0-001dd8b72a56,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
61cd3a2e-6855-11ea-6ab0-001dd8b72a56,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
f1ddb868-6855-11ea-6ab0-001dd8b72a56,Incomplete and/or incorrect data consolidation,805,Financial Disclosure Risk (ex 262/2005)
72ef2680-6eab-11ea-4b37-001dd8b72a50,Uncertified data,2856,Financial Disclosure Risk (ex 262/2005)
f1ddb86b-6855-11ea-6ab0-001dd8b72a56,Inconsistent consolidated data,989,Financial Disclosure Risk (ex 262/2005)
61beb9f7-c7dd-11e9-4b37-001dd8b72a50,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
9ebc923a-333e-11ec-60ce-001dd8b72a56,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
c29ea98d-b8ff-11e9-4b37-001dd8b72a50,Basic provision of inconsistent signage,145,Financial Disclosure Risk (ex 262/2005)
3b0bd951-b9cc-11e9-4b37-001dd8b72a50,Incomplete and/or incorrect data,803,Financial Disclosure Risk (ex 262/2005)
14d00989-0232-11ea-4b37-001dd8b72a50,Incorrect signage flow,1946,Financial Disclosure Risk (ex 262/2005)
8a83f385-b901-11e9-4b37-001dd8b72a50,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
c29ea985-b8ff-11e9-4b37-001dd8b72a50,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
c29ea981-b8ff-11e9-4b37-001dd8b72a50,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
c29ea987-b8ff-11e9-4b37-001dd8b72a50,Incomplete and/or incorrect data consolidation,805,Financial Disclosure Risk (ex 262/2005)
c29ea989-b8ff-11e9-4b37-001dd8b72a50,Inconsistent consolidated data,989,Financial Disclosure Risk (ex 262/2005)
9ebc9230-333e-11ec-60ce-001dd8b72a56,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
d5927191-6853-11ea-6ab0-001dd8b72a56,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
d5927180-6853-11ea-6ab0-001dd8b72a56,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
c29ea97e-b8ff-11e9-4b37-001dd8b72a50,Incorrect data entered,1423,Financial Disclosure Risk (ex 262/2005)
c29ea98f-b8ff-11e9-4b37-001dd8b72a50,Report submission incomplete and/or incorrect,2661,Other (operational) risks
c29ea983-b8ff-11e9-4b37-001dd8b72a50,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
4646feb4-89b0-11ec-275f-001dd8b72a50,Incorrect and inconsistent financial data,1189,Legal and non-compliance
250e15a5-1668-11e8-2249-001dd8b721ea,Possible differences between internal evidence and Clearstream,2485,Financial Disclosure Risk (ex 262/2005)
761af61f-1660-11e8-2249-001dd8b721ea,Failure to receive confirmation from Clearstream,634,Financial Disclosure Risk (ex 262/2005)
dba478a5-b705-11ea-4b37-001dd8b72a50,Correct and consistent feeding of ledgers,228,Financial Disclosure Risk (ex 262/2005)
250e15ab-1668-11e8-2249-001dd8b721ea,Mismatched stock positions,2279,Financial Disclosure Risk (ex 262/2005)
73fdbb57-1660-11e8-2249-001dd8b721ea,Misalignment between pre-confirmation and data entered in FO systems,2241,Financial Disclosure Risk (ex 262/2005)
8be949ec-7917-11e7-2249-001dd8b721ea,Accounts not reconciled,77,Financial Disclosure Risk (ex 262/2005)
35231926-791b-11e7-2249-001dd8b721ea,Deviations from the historical trend,319,Other (operational) risks
0d7ecc8e-417a-11e9-2249-001dd8b721ea,Incorrect sum of stipulations,1971,Financial Disclosure Risk (ex 262/2005)
ccc2da24-1640-11e8-2249-001dd8b721ea,Index import correct or incomplete,2111,Financial Disclosure Risk (ex 262/2005)
14bd0f6c-c29d-11ea-1911-001dd8b72a55,Incorrect data,1413,Financial Disclosure Risk (ex 262/2005)
14bd0f50-c29d-11ea-1911-001dd8b72a55,Inconsistent/correct data,1027,Financial Disclosure Risk (ex 262/2005)
d9d9d8f0-f00b-11e9-4b37-001dd8b72a50,"Expenditure and introduction into the State, without concert, of counterfeit coins",407,Other (operational) risks
d9d9d8f3-f00b-11e9-4b37-001dd8b72a50,Spending of counterfeit coins received in good faith,2787,Other (operational) risks
56f6cf22-d94f-11e9-4b37-001dd8b72a50,Spending of counterfeit coins received in good faith,2787,Other (operational) risks
56f6cf3b-d94f-11e9-4b37-001dd8b72a50,"Counterfeiting of coins, expenditure and introduction into the State (with prior agreement and/or without agreement) of counterfeit coins",237,Other (operational) risks
10fa077a-eff8-11e9-4b37-001dd8b72a50,Spending of counterfeit coins received in good faith,2787,Other (operational) risks
10fa077d-eff8-11e9-4b37-001dd8b72a50,Alteration of coins,95,Other (operational) risks
10fa0780-eff8-11e9-4b37-001dd8b72a50,"Counterfeiting of coins, expenditure and introduction into the State (with prior agreement and/or without agreement) of counterfeit coins",237,Other (operational) risks
7f14b96c-f008-11e9-4b37-001dd8b72a50,Spending of counterfeit coins received in good faith,2787,Other (operational) risks
7f14b96f-f008-11e9-4b37-001dd8b72a50,Alteration of coins,95,Other (operational) risks
7f14b969-f008-11e9-4b37-001dd8b72a50,"Counterfeiting of coins, expenditure and introduction into the State (with prior agreement and/or without agreement) of counterfeit coins",237,Other (operational) risks
56f6cf1d-d94f-11e9-4b37-001dd8b72a50,Spending of counterfeit coins received in good faith,2787,Other (operational) risks
56f6cf1a-d94f-11e9-4b37-001dd8b72a50,"Counterfeiting of coins, expenditure and introduction into the State (with prior agreement and/or without agreement) of counterfeit coins",237,Other (operational) risks
56f6cf31-d94f-11e9-4b37-001dd8b72a50,"Counterfeiting of coins, expenditure and introduction into the State (with prior agreement and/or without agreement) of counterfeit coins",237,Other (operational) risks
56f6cf2c-d94f-11e9-4b37-001dd8b72a50,Spending of counterfeit coins received in good faith,2787,Other (operational) risks
