controlGUID,controlCategory,control,controlID,controlType
544c8fc0-8fe1-11ec-60ce-001dd8b72a56,Other,Verify correct update procedure,2507,
fb095016-4e04-11ec-275f-001dd8b72a50,Other,Check for any apparent anomalies in the data,509,
ec3ff820-4dd9-11ec-275f-001dd8b72a50,Other,Verify the correct update of the dashboard,3500,
2c448556-4f78-11eb-60ce-001dd8b72a56,Other, Verify correct entry of the text of conflicts of interest sent by Conflict Check and Clearing Sensitive Operations,24,Manual
6b38c8a2-a6ce-11ec-275f-001dd8b72a50,Other,Check the congruence of the operation on the position keeping,1080,
bbb37da1-c88d-11de-23a9-00505682243b,Other,Check the data entered in the system,1354,Manual
274775c6-9933-11de-23a9-00505682243b,Other,Verify the adequacy of the amount,2936,Manual
bbb37da0-c88d-11de-23a9-00505682243b,Other,Check the data entered in the system,1354,Manual
bbb37db7-c88d-11de-23a9-00505682243b,Other,Verify payment,2656,Manual
274775c5-9933-11de-23a9-00505682243b,Other,Verify the adequacy of the amount,2936,Manual
a880e50a-cf48-11e1-714a-002655d352c9,Other,Verify that the data has been imported correctly,2811,Semi-automatic
ebe86262-7703-11e4-2688-00101818ed80,Other,Verify the correctness of the file,3717,Semi-automatic
25c92523-06fc-11e1-714a-002655d352c9,Other,Check for any errors highlighted in the reports,519,Semi-automatic
ef445678-06c6-11e1-714a-002655d352c9,Other,Verify the correct updating of the systems,3511,Manual
0f3b59d9-06e9-11e1-714a-002655d352c9,Other,Check the data upload,1373,Semi-automatic
25c92515-06fc-11e1-714a-002655d352c9,Other,Verify the success of the upload,4021,Semi-automatic
49113699-06ce-11e1-714a-002655d352c9,Other,Check the success of the work,1662,Automatic
ef44569f-06c6-11e1-714a-002655d352c9,Other,Check that the files are set up correctly,819,Manual
4ecee66a-fcf8-11e6-2688-00101818ed80,Other,Check alignment with Market Treasury IMI CIB,318,Manual
fb5d5b02-59db-11e9-2249-001dd8b721ea,Other,Verify the correctness of the credited amount and the regular accounting towards the pertinent accounting item,3656,Manual
d47edd73-02f1-11eb-275f-001dd8b72a50,Other,Load data into tables,1861,empty
5599d88b-1dfc-11e8-2249-001dd8b721ea,Operational,Verify the correct census of the counterparty.,3267,Manual
e25e7190-1768-11eb-275f-001dd8b72a50,Operational,Verify that the data is loaded correctly,2817,Manual
420a9a5a-4e51-11ea-6ab0-001dd8b72a56,Operational,Verify the proper loading of the data,3981,Manual
0efca530-176b-11eb-275f-001dd8b72a50,Operational,Check that the data has been loaded correctly,804,Manual
51c92f41-1e01-11e8-2249-001dd8b721ea,Other,Verify correct connection,2433,empty
b36cddd2-8eb2-11e9-2249-001dd8b721ea,Other,Check the consistency of the reporting schemes with the CPM module,1121,Semi-automatic
b36cdddd-8eb2-11e9-2249-001dd8b721ea,Other,Verify the completeness and correctness of the signage schemes,3032,Semi-automatic
b36cdde8-8eb2-11e9-2249-001dd8b721ea,Other,Please check the submission for completeness and correctness,2026,Semi-automatic
774d6587-8eb0-11e9-2249-001dd8b721ea,Other,Verify the correctness of the elimination and creation of the mini-consolidated perimeter,3699,Semi-automatic
d1d65667-8e0f-11ea-4b37-001dd8b72a50,Other,Check the completeness and correctness of the information entered,1011,Manual
b36cddf3-8eb2-11e9-2249-001dd8b721ea,Other,Verify the complete fulfillment of the reliefs,3005,Semi-automatic
5a397016-a175-11e9-1911-001dd8b72a55,Other,"Verify the correctness, completeness and consistency of the package data",3811,Semi-automatic
04eafac5-b795-11ea-4b37-001dd8b72a50,Other,Check correct completion of the form,397,Manual
6783ab7c-98ac-11e9-2249-001dd8b721ea,Other,Verify the consistency and correctness between the entered trade and the summary data received,3076,Manual
04eafad0-b795-11ea-4b37-001dd8b72a50,Other,Check the interest and skills calculation,1467,Manual
07878199-9982-11e9-2249-001dd8b721ea,Other,Verify the consistency and correctness of the data in the system,3078,Manual
90ef00c7-c20b-11e6-2688-00101818ed80,Other,Check for any arrears of contributions,510,Manual
f79140bd-82f9-11e9-2249-001dd8b721ea,Other,Verify practices with data entered automatically,2667,Manual
2756d961-7e52-11e6-2688-00101818ed80,Other,Check the results of the requests,1619,Manual
d3e7f8ba-7e4f-11e6-2688-00101818ed80,Other,Verify the correctness of the amounts received,3611,Manual
dfa7282b-c3cf-11e7-2249-001dd8b721ea,Other,Verify the correctness of the PA data,3587,Manual
dfa7281a-c3cf-11e7-2249-001dd8b721ea,Other,Verify the congruence of the EAD data,3068,Manual
bf1794bb-c479-11e7-2249-001dd8b721ea,Other,Check the correctness of the integrated PA calculation,1283,Manual
bf1794a3-c479-11e7-2249-001dd8b721ea,Other,Verify the correctness of the built-in EAD calculation,3622,Manual
c4a6913f-cbaf-11df-23ab-00505682243b,Other,Monitor requested refunds,1928,Manual
c4a69134-cbaf-11df-23ab-00505682243b,Other,Check the correctness of the entered data,1275,Manual
2906199b-ff58-11e7-2249-001dd8b721ea,Other,Verify the adequacy of the certificate and compliance with delivery times,2937,empty
a5186674-d021-11eb-275f-001dd8b72a50,Other,Verify the completeness of the identified perimeter,3049,Manual
6720ef62-b4a4-11eb-275f-001dd8b72a50,Professional,Verify the completeness and adequacy of the information received,3009,Manual
4142e404-e49d-11e6-2688-00101818ed80,Other,Check the correct accounting of the collection,1148,Manual
9950877d-10b9-11df-23a9-00505682243b,Other,Verify that the assignment has been stipulated correctly,2786,
db633530-261b-11e1-714a-002655d352c9,Other,Verify that the assignment has been notified correctly,2785,
4aad1067-3eb5-11ea-6ab0-001dd8b72a56,Other,Check the correctness of the entered data,1275,Manual
589071bd-3eb7-11ea-6ab0-001dd8b72a56,Other,Check the receipt issued by the Financial Administration,1565,empty
9f25b829-5e2d-11ea-6ab0-001dd8b72a56,Other,Verify the correctness and completeness of the information,3552,empty
9f25b837-5e2d-11ea-6ab0-001dd8b72a56,Other,Check that the model has been archived,830,empty
b59425c8-3eb1-11ea-6ab0-001dd8b72a56,Other,Check that the calculation has been completed,788,empty
4aad1044-3eb5-11ea-6ab0-001dd8b72a56,Other,Verify the correctness of the calculation performed,3634,Semi-automatic
d9cdd797-276b-11e8-2249-001dd8b721ea,Other,Check the correctness and completeness of the information entered,1229,Manual
21def613-25c3-11e7-2688-00101818ed80,Other,Check the request for information of a technological nature,1603,Manual
21def62a-25c3-11e7-2688-00101818ed80,Other,Check the request for information security components,1604,Manual
2b83af0e-9757-11e9-2249-001dd8b721ea,Other,Verify the conclusion of the interventions and fulfilments consequent to the release of the opinion,3063,Manual
e9e2e6a9-5f98-11e9-2249-001dd8b721ea,Other,Check the closure of practices and active amendments,977,Manual
f6d176ae-4fdd-11e9-2249-001dd8b721ea,Operational,Verify that the practices with approved risk are cloned,2848,Manual
dfb47a39-5f9a-11e9-2249-001dd8b721ea,Other,Check the approval level of practices with estimated data,942,Manual
2c21f87b-0450-11ea-4b37-001dd8b72a50,Other,Verify compliance with the timescales envisaged by the specific intervention,2346,Manual
2c21f87d-0450-11ea-4b37-001dd8b72a50,Other,Check the correct entry of the variation entered in the procedure,1184,Manual
2c21f874-0450-11ea-4b37-001dd8b72a50,Other,Verify the correctness of the acquired documentation,3598,Manual
d05c5fa6-b767-11e9-1911-001dd8b72a55,Other,Verify the correct stipulation,3485,Manual
b3fc4432-72fc-11e9-2249-001dd8b721ea,Other,Check for unjustified positions,631,Manual
af5eee15-d5d3-11e8-2249-001dd8b721ea,Other,Verify the correctness of the PV information,3588,Semi-automatic
90eada73-6704-11e7-7823-00155d86fd3a,Other,Structure reports of invoices not yet collected,2108,
61b275b1-850c-11ec-43a8-001dd8b72a55,Other,Check for any blockage signals,511,Semi-automatic
682bdb85-bbb9-11ea-4b37-001dd8b72a50,Other,Supervise the regulation chain,2116,Semi-automatic
830c2b32-850b-11ec-43a8-001dd8b72a55,Other,Check for any blockage signals,511,Semi-automatic
880b212b-1893-11e8-2249-001dd8b721ea,Operational,Check for blocked operations,545,Manual
a55a9586-b6e3-11ea-4b37-001dd8b72a50,Other,Check for any blocked operations,512,Semi-automatic
adc2d96c-17a9-11e8-2249-001dd8b721ea,Other,Check blocked operations,350,Semi-automatic
3572a846-d768-11ec-43a8-001dd8b72a55,Other,Verify the outcome of the SPPI tests performed,3940,Semi-automatic
091e4bb4-d762-11ec-43a8-001dd8b72a55,Other,Verify the outcome of the SPPI tests performed,3940,Semi-automatic
da5ab3e0-8509-11ec-43a8-001dd8b72a55,Other,Check for any blockage signals,511,Semi-automatic
a11eb567-83f2-11ea-4b37-001dd8b72a50,Operational,Verify the correctness of the Operation on the Position Keeping,3585,Manual
d3d35a40-cae7-11e8-2249-001dd8b721ea,Other,Check that the information entered is correct,823,Manual
d3d35a32-cae7-11e8-2249-001dd8b721ea,Other,Check that the information entered is correct,823,Manual
54e4f25f-18ad-11e9-2249-001dd8b721ea,Other,Prepare Performance Analysis,2028,Manual
178bb1f5-e749-11e8-2249-001dd8b721ea,Other,Verify consistency of cc balances with Salent accounting records,2373,Automatic
e234b764-e747-11e8-2249-001dd8b721ea,Other,Verify month-end analytical output published in the Reporting Area LRS,2637,Manual
23fb5df0-e7f5-11e8-2249-001dd8b721ea,Professional,Check list of operations received,676,Manual
bd644905-e7f5-11e8-2249-001dd8b721ea,Professional,Check entered data,480,Manual
0a9b4ac4-e658-11e8-2249-001dd8b721ea,Other,Check data acquisition in LRS,427,Semi-automatic
8a3dab50-761c-11e9-2249-001dd8b721ea,Other,Check if the data indicated in the reporting flow are different from those in the archive,653,Manual
56e725c0-7585-11e9-2249-001dd8b721ea,Other,Check signaling process power supply,749,Manual
094677d9-e7ff-11e8-2249-001dd8b721ea,Professional,"Verify data received for consolidated regulatory and management reporting - LCR, NSFR and AMM indicators",2571,Manual
3ab89fd2-e817-11e8-2249-001dd8b721ea,Professional,Analyze the variations and check the performance trend,80,Manual
56e725ce-7585-11e9-2249-001dd8b721ea,Other,Verify consistency between management data and feeding of reported flows,2367,Manual
b1ec938b-18a6-11e9-2249-001dd8b721ea,Other,Verify data received for weekly consolidated regulatory reporting,2572,Manual
cb57d160-c90d-11eb-43a8-001dd8b72a55,Other,Verify if the counterparty is an ISP Related Party or Associated Party of the Group or Relevant Person pursuant to art. 136 TUBES,2620,Manual
00819103-15fc-11e3-714a-002655d352c9,Other,Verify the correctness and completeness of the data communicated,3536,Manual
f21ec4b2-5e0c-11e6-2688-00101818ed80,Other,Verify the correctness and completeness of the documentation prepared,3546,Manual
b53c9496-1ef3-11e4-2688-00101818ed80,Other,Verify conclusions on the activation of the established decision-making procedure,2349,Manual
168e93d5-5e0c-11e6-2688-00101818ed80,Other,Verify the decision-making process,3852,Manual
168e93e6-5e0c-11e6-2688-00101818ed80,Other,Verify decision-making competence,2574,Manual
5e00953a-9127-11ea-4b37-001dd8b72a50,Other,Check the sensitivities,1632,Semi-automatic
5e009530-9127-11ea-4b37-001dd8b72a50,Other,Check market data,685,Semi-automatic
5dba41f0-bd37-11ea-4b37-001dd8b72a50,Other,Verify the correctness and completeness of the perimeter,3554,Manual
f43fb6ba-93a3-11ea-4b37-001dd8b72a50,Other,Evaluate required congruence,1810,Manual
5549bf12-6a91-11ea-1911-001dd8b72a55,Other,Verify the observability of market data on relevant risk factors,3935,Manual
5549bf14-6a91-11ea-1911-001dd8b72a55,Other,Verify the materiality of the sensitivity to unobservable risk factors,3927,Manual
abddaa6f-a776-11e7-2249-001dd8b721ea,Other,Check the correctness of the entered data,1275,Manual
af7883fe-af43-11e7-2249-001dd8b721ea,Other,Check the financial statements reclassified by the operating structure,1443,Manual
f6426755-0b22-11e7-2688-00101818ed80,Other,Carry out the checks relating to the insertion and/or variation of the settlement account subject to the report,224,Manual
0f752373-1a8f-11e7-2688-00101818ed80,Other,Check documentation and possibly enter the information in the procedure,462,empty
a9c651a5-e99b-11e9-6ab0-001dd8b72a56,Other,Verify the correctness of the data entered in the system,3665,Manual
25f16d10-6609-11eb-43a8-001dd8b72a55,Other,Monitor aggregated data for report submission,1891,Manual
580f57f0-37aa-11ea-1911-001dd8b72a55,Professional,Monitor success of the cancellation process - anonymization of personal data,1929,Semi-automatic
bf6b14f9-37ac-11ea-1911-001dd8b72a55,Professional,Verify the correct acquisition of the flows to be processed,3182,Semi-automatic
b8f370b0-450e-11e7-2688-00101818ed80,Other,Verify receipt of all matches,2695,Manual
4bdece02-9156-11eb-275f-001dd8b72a50,Other,Check accounting and application evidence.,306,Manual
f23d7b9d-b790-11e9-4b37-001dd8b72a50,Other,Verify the correct and complete entry of the first notes,3215,Manual
3cc67615-00a3-11ea-1911-001dd8b72a55,Other,Verify the complete fulfillment of the reliefs,3005,Semi-automatic
d87d5ae4-00a1-11ea-1911-001dd8b72a55,Other,Check the sending result,1631,Semi-automatic
f23d7b94-b790-11e9-4b37-001dd8b72a50,Other,Verify the performance consistency of the consolidated data,3953,Manual
f23b0a97-b790-11e9-4b37-001dd8b72a50,Other,Verify complete and correct data consolidation,2294,Automatic
f23d7b8e-b790-11e9-4b37-001dd8b72a50,Other,Verify the data processed for the Core Companies,3845,Manual
f23b0a85-b790-11e9-4b37-001dd8b72a50,Other,Verify the calculation output via RRM for Core Companies,2976,Manual
85b63ab2-0099-11ea-1911-001dd8b72a55,Other,Check the completeness and consistency of the product flow in Smartreg,998,Semi-automatic
f2364f9b-b790-11e9-4b37-001dd8b72a50,Other,Check that the CR codes have been loaded correctly on the application,769,Manual
f23b0aca-b790-11e9-4b37-001dd8b72a50,Other,Verify the behavioral consistency of the data present in the Packages,2967,Semi-automatic
f23d7ba6-b790-11e9-4b37-001dd8b72a50,Other,Check the completeness and correctness of the data in the Packages,1003,Semi-automatic
f23b0ac1-b790-11e9-4b37-001dd8b72a50,Other,Monitor receipt of the Reporting Package,1927,Semi-automatic
fee472df-b8fa-11e9-4b37-001dd8b72a50,Other,Check the data entered in the support application,1353,Semi-automatic
f23d7b82-b790-11e9-4b37-001dd8b72a50,Other,Check that the requested data has been corrected,844,Semi-automatic
f2364fb3-b790-11e9-4b37-001dd8b72a50,Other,Verify compliance with prudential and management limits,2324,Semi-automatic
f23d7bb2-b790-11e9-4b37-001dd8b72a50,Other,Check the data and carry out normalization interventions in the reference application,1334,Manual
42b8353c-fef2-11e9-4b37-001dd8b72a50,Other,Verify the completeness and correctness of the analyzes carried out,3016,Manual
58b448d2-5aa3-11e9-2249-001dd8b721ea,Other,Check the correctness/completeness of the report,1308,Manual
9920af6d-5b78-11e9-2249-001dd8b721ea,Other,Release opinion,2077,Manual
e1d8a408-dfdc-11e7-2249-001dd8b721ea,Other,Validate the list,2163,empty
e1d8a405-dfdc-11e7-2249-001dd8b721ea,Other,Verify and validate the correct acquisition of the documentation,2268,empty
507962b1-a6d5-11ec-275f-001dd8b72a50,Other,Check for squaring,601,
1af69f30-e410-11e8-2249-001dd8b721ea,Other,Verify compliance with response deadlines,2325,Manual
a7ff9648-699c-11e8-2249-001dd8b721ea,Other,Check the correct compilation of any missing parts,1170,Manual
a49a0f2e-699a-11e8-2249-001dd8b721ea,Other,Verify the consistency of the contents with respect to the certified resolution,3107,Manual
a7ff9656-699c-11e8-2249-001dd8b721ea,Other,Verify the presence of all the data and signatures required in the Warranty Certification Form,3970,Manual
0a4c3af0-2124-11ec-60ce-001dd8b72a56,Other,Check for any impediments to enrollment,523,empty
9e394ade-7f1f-11ea-1911-001dd8b72a55,Other,Verify the consistency of the P&L Report,3098,Manual
aaa8db92-7f22-11ea-1911-001dd8b72a55,Other,Verify correctness of the updated data,2547,Manual
3e3f3594-8610-11ea-4b37-001dd8b72a50,Other,Check that the entered data is correct,816,Manual
a3c23adf-8612-11ea-4b37-001dd8b72a50,Other,Receive reports on non-validated deals and proceed with validation,2057,Semi-automatic
34f8274a-9464-11ea-6ab0-001dd8b72a56,Other,Verify that the data is entered correctly,2816,
d335f2e0-9464-11ea-6ab0-001dd8b72a56,Other,Check the counterpart's census,1330,
d335f2b3-9464-11ea-6ab0-001dd8b72a56,Other,Receive any reports of anomalies in the contribution,2053,
36bf7962-9464-11ea-6ab0-001dd8b72a56,Other,Check the counterpart's census,1330,
a52255cd-9465-11ea-6ab0-001dd8b72a56,Other,Verify the consistency of the P&L Report,3098,
d335f2bf-9464-11ea-6ab0-001dd8b72a56,Other,Verify that the data is entered correctly,2816,
d1b14edd-9464-11ea-6ab0-001dd8b72a56,Other,Receive reports of deals that have not yet been validated,2056,
a530adbd-9465-11ea-6ab0-001dd8b72a56,Other,Verify that the data is entered correctly,2816,
a3453f39-9a47-11e8-2249-001dd8b721ea,Other,Check the distribution of the proposed movement,1393,Manual
a3453f28-9a47-11e8-2249-001dd8b721ea,Other,Verify the debit on the non-performing position,3849,Manual
d4880210-022d-11dd-1322-000d609809a6,Other,Verify the correctness of the changes made,3639,
43cdaf40-022d-11dd-1322-000d609809a6,Other,Check that the data has been loaded correctly,804,
e7946915-b630-11ea-6ab0-001dd8b72a56,Other,Check import prices,662,empty
dc667a46-1ad1-11e7-2688-00101818ed80,Other,Check correct insertion in the fixing procedure,401,Manual
517e9722-0e2d-11eb-60ce-001dd8b72a56,Other,Check the receipt issued by the Financial Administration,1565,empty
07539ce2-0e1e-11eb-43a8-001dd8b72a55,Other,Check the aggregated data and enter any additional data,917,Semi-automatic
a1e27803-0dfe-11eb-43a8-001dd8b72a55,Other,Verify the correctness and completeness of the information,3552,Semi-automatic
47996aa6-0e19-11eb-43a8-001dd8b72a55,Other,Verify aggregated data at the activity level,2234,Semi-automatic
cc7420ca-0e2a-11eb-60ce-001dd8b72a56,Other,Check that the model has been archived,830,empty
cc7420c1-0e2a-11eb-60ce-001dd8b72a56,Other,Verify the correctness and completeness of the information,3552,empty
cd4f81d2-0e04-11eb-43a8-001dd8b72a55,Other,"Check the completeness, correctness and consistency of the uploaded data",1059,Semi-automatic
626bd7ea-6649-11e7-7823-00155d86fd3a,Other,Carry out price consistency check,204,
626bd7d5-6649-11e7-7823-00155d86fd3a,Other,Carry out price consistency check,204,
626bd7e1-6649-11e7-7823-00155d86fd3a,Other,Verify correct loading,2474,
db8bac82-021a-11e9-2249-001dd8b721ea,Other,Verify the correct loading of the data in the procedure,3419,empty
e9d404b2-ce03-11e8-2249-001dd8b721ea,Other,Verify formal completeness of data and documents,2611,empty
1a52cb93-1253-11e9-2249-001dd8b721ea,Other,Verify the correctness and completeness of the documentation to be delivered to the inspector,3547,empty
0e2c14a3-4b56-11e7-2688-00101818ed80,Other,Verify compliance with the deadlines,2329,empty
94179095-f1e5-11dd-23a9-00505682243b,Other,Verify correct settlement of the contribution,2494,Manual
37e7c1e4-ce48-11e4-2688-00101818ed80,Other,Carry out periodic checks on the contributions collected,197,empty
5b701e23-e5c4-11e0-23ac-00505682243b,Other,Verify the economic component of the draft Plan,3858,Manual
5c09d974-01f7-11e9-2249-001dd8b721ea,Other,Check the completeness of the application for admission to the loan,1024,empty
65b1e9fa-619a-11de-23a9-00505682243b,Other,Certify data for auditing,256,Manual
8a1e1273-02ba-11e9-2249-001dd8b721ea,Other,Verify the correctness and completeness of the project final balance,3557,empty
fc1ea97d-8bed-11eb-275f-001dd8b72a50,Other,Certify data for auditing,256,Manual
1a925a06-c393-11dc-1322-000d609809a6,Other,Check the presence of participants and teachers,1541,empty
a08a9603-1d56-11e8-2249-001dd8b721ea,Professional,Check credit/debit authorization,417,Manual
a6c31e3b-7080-11e8-2249-001dd8b721ea,Other,Verify the correct accounting of the operations,3169,Semi-automatic
9628d992-1260-11e8-2249-001dd8b721ea,Other,Verify correct accounting of operations,2396,Semi-automatic
c3ffb85e-125b-11e8-2249-001dd8b721ea,Other,Carry out random checks on shipping notices,209,Semi-automatic
2508449b-2118-11e7-2688-00101818ed80,Other,Check the completeness of the flows,1039,empty
25084484-2118-11e7-2688-00101818ed80,Other,Verify correctness of operation,2537,empty
25084493-2118-11e7-2688-00101818ed80,Other,Check the overall closure of the reliefs,1526,empty
513f3f27-bdf7-11e6-2688-00101818ed80,Other,Check that the recommendations have been loaded on the Borsa Italiana portal,840,empty
513f3f29-bdf7-11e6-2688-00101818ed80,Other,Check that recommendations have been published,767,empty
a0a04019-bdf6-11e6-2688-00101818ed80,Other,Check broadcaster coverage assignment,353,empty
9c69f2c0-eac8-11eb-60ce-001dd8b72a56,Other,Send emails relating to publications not yet made,2097,empty
0a42b166-eae7-11eb-275f-001dd8b72a50,Other,Check contracts/documentation acquired,391,Manual
b292b9b6-eae6-11eb-275f-001dd8b72a50,Other,Prepare the transfer contracts not produced automatically by the system,2030,Automatic
549c5a96-eae7-11eb-275f-001dd8b72a50,Other,Verify the correct accounting of the operation,3168,Semi-automatic
bb8e66a0-3171-11ec-275f-001dd8b72a50,Other,Verify the correct accounting allocation,3148,Manual
9c007b32-d261-11eb-43a8-001dd8b72a55,Operational,Verify the closing of the pending,2986,Manual
bb49e6cc-90d0-11e8-2249-001dd8b721ea,Other,Verify closure of miscellaneous consignment,2290,Manual
a1635649-f21f-11e8-2249-001dd8b721ea,Operational,Verify the completeness and consistency of the assessment carried out by the experts,3010,Manual
c32ba74b-e97a-11e8-2249-001dd8b721ea,Operational,Verify the correctness of the upload,3798,Semi-automatic
480a2bd5-e8de-11e8-2249-001dd8b721ea,Operational,Verify alignment between statutory and consolidated values,2235,Semi-automatic
7505c5a0-01e2-11e9-2249-001dd8b721ea,Other,Verify correct update of the file,2506,Manual
65509fc8-c2f8-11e7-2249-001dd8b721ea,Other,Verify correct accounting,2390,Semi-automatic
92caff95-aaf8-11ea-6ab0-001dd8b72a56,Other,Analyze the change in the value of the collective asset for the attribution of the Fair Value,67,Semi-automatic
7505c5ab-01e2-11e9-2249-001dd8b721ea,Other,Verify correct loading,2474,Manual
9dc1cda6-f1b5-11ea-1911-001dd8b72a55,Other,Carry out data alignment check of management and SAP,170,Manual
02b9934f-c142-11ea-6ab0-001dd8b72a56,Other,Verify the completeness of the portfolio and the correct classification of the properties being valued,3055,Manual
6d49bd16-8f43-11e8-2249-001dd8b721ea,Other,Verify correct accounting,2390,Semi-automatic
3e9d7da2-f234-11e8-2249-001dd8b721ea,Other,Verify statutory and consolidated alignment,2734,Semi-automatic
41ca3c35-edf3-11ea-4b37-001dd8b72a50,Other,Carry out scenario analysis,213,Manual
74448556-f23b-11e8-2249-001dd8b721ea,Other,Verify the correct application of the evaluation methodology by the experts,3243,Manual
02b9933c-c142-11ea-6ab0-001dd8b72a56,Other,Check the appraisals and accounting classification,941,Manual
a163563e-f21f-11e8-2249-001dd8b721ea,Other,Verify the completeness of the portfolio and the correct classification of the properties being valued,3055,Manual
9dc1cd98-f1b5-11ea-1911-001dd8b72a55,Other,Carry out scenario analysis,213,Manual
9dc1cd8a-f1b5-11ea-1911-001dd8b72a55,Other,Carry out scenario analysis,213,Manual
810dedc5-8f41-11e8-2249-001dd8b721ea,Other,Compare fair value values,1757,Semi-automatic
c32ba720-e97a-11e8-2249-001dd8b721ea,Operational,Verify the balance of the funds,2964,Semi-automatic
59f594b8-eaa9-11e9-1911-001dd8b72a55_TRA1,Operational,Verify the correctness of the sterilization / declassification,3793,
59f594b8-eaa9-11e9-1911-001dd8b72a55_TRA2,Operational,Verify the correctness of the sterilization / declassification,3793,
59f594c8-eaa9-11e9-1911-001dd8b72a55_TRA1,Operational,Check the sterilized / declassified positions,1658,
59f594c8-eaa9-11e9-1911-001dd8b72a55_TRA2,Operational,Check the sterilized / declassified positions,1658,
b4f55494-8531-11ea-4b37-001dd8b72a50_TRA1,Other,Verify the correct and complete reporting of the positions,3235,
b4f55494-8531-11ea-4b37-001dd8b72a50_TRA2,Other,Verify the correct and complete reporting of the positions,3235,
78f2204d-2681-11e7-2688-00101818ed80,Other,Check documentation,460,Manual
a4b311c9-28b5-11e7-2688-00101818ed80,Other,Check data entry in procedure,437,Manual
1a8a8a3c-d43d-11e7-2249-001dd8b721ea,Other,Check for the presence of debit interests,617,Manual
95052625-3b70-11ea-4b37-001dd8b72a50,Operational,Verify compliance with the predefined deadlines,2336,empty
2c3d76b3-3b66-11ea-4b37-001dd8b72a50,Operational,Verify the extracted evidence,3890,empty
66913731-00df-11e8-2249-001dd8b721ea,Other,Verify the correct refund of the amount of the stamps,3460,Manual
8f51643b-0b95-11ea-1911-001dd8b72a55,Other,Check the completeness/correctness of the documentation,1061,empty
63134b97-0b8b-11ea-1911-001dd8b72a55,Other,Check the completeness/correctness of the documentation,1061,Manual
06f423f0-19f4-11eb-43a8-001dd8b72a55,Other,Verify definitive flows,2576,Manual
c7f4b6ba-666e-11e9-2249-001dd8b721ea,Other,Verify congruence between positions in the perimeter and what is blocked in the procedure.,2355,Manual
c7f4b6a1-666e-11e9-2249-001dd8b721ea,Other,Check the product flow,1547,Manual
c7f4b6a5-666e-11e9-2249-001dd8b721ea,Other,Check loan installment deadlines,681,Manual
da7aeaf1-6a4f-11e9-2249-001dd8b721ea,Other,Verify data entered in the procedure and fix any reported anomalies,2565,Manual
da7aeac3-6a4f-11e9-2249-001dd8b721ea,Other,Check the perimeters,1535,Manual
c7df3c69-667a-11e9-2249-001dd8b721ea,Other,Verify data reversal in procedure,2573,Manual
bf367af0-1aba-11eb-43a8-001dd8b72a55,Other,Square the excel report,2102,Manual
8141d3c7-2367-11ea-4b37-001dd8b72a50,Other,Verify the correctness of the data contained in the SECCI document,3659,Manual
cc28ee24-f21c-11e7-2249-001dd8b721ea,Other,Verify the correctness and completeness of the documentation prepared,3546,Manual
cc28ee18-f21c-11e7-2249-001dd8b721ea,Other,Verify the correctness of the calculation of the level of funding for the pricing of the issue,3631,Manual
cc28ee3d-f21c-11e7-2249-001dd8b721ea,Other,Verify the correctness and completeness of the documentation prepared,3546,Manual
34fb677e-f231-11e7-2249-001dd8b721ea,Other,Verify correct entry of data into the system,2451,Semi-automatic
d1b523c1-3818-11e8-2249-001dd8b721ea,Other,Check lines of credit,673,Semi-automatic
cc28ee2c-f21c-11e7-2249-001dd8b721ea,Other,Verify the definitive characteristics of the issue and its coverage,3853,Manual
b7b926b5-a576-11ea-1911-001dd8b72a55,Other,Check pairing anomalies and/or suspensions,705,Semi-automatic
b7b926d6-a576-11ea-1911-001dd8b72a55,Other,Checking the outcome of checking the validity of the Due Diligence forms,1746,Manual
d36ff2d2-a599-11ea-1911-001dd8b72a55,Other,Completeness check of the data entered and log the information,1768,Manual
c2ba07a4-fd08-11ec-60ce-001dd8b72a56,Other,Verify the operation in the case of petroleum products and petrochemicals,3938,
6c5de696-ecf4-11ea-1911-001dd8b72a55,Other,Carry out the fulfilments foreseen in terms of Anti Financial Crime (AFC),234,Manual
6c5de692-ecf4-11ea-1911-001dd8b72a55,Other,Carry out Anti Financial Crime (AFC) checks and controls,115,Manual
be67c5ca-0788-11ea-1911-001dd8b72a55,Operational,Check that the status of the check has been changed,849,Manual
ad48d780-7b00-11ea-1911-001dd8b72a55,Other,Checks and compliance with anti-money laundering and countering the financing of terrorism,1747,Manual
e519a385-0604-11ea-1911-001dd8b72a55,Operational,Check correct execution and verify entered data,399,Manual
6fe613a3-0624-11ea-4b37-001dd8b72a50,Operational,Check that the status of the assembly has changed,848,Manual
6fe6138b-0624-11ea-4b37-001dd8b72a50,Operational,Verify congruity between transferor mandate and customer instructions,2358,Manual
6fe61398-0624-11ea-4b37-001dd8b72a50,Operational,Check,273,Manual
be67c5d6-0788-11ea-1911-001dd8b72a55,Operational,Check,273,Manual
08f3d949-040c-11ec-275f-001dd8b72a50,Other,Verify NDA contents,2198,empty
ba809ef8-2040-11ec-275f-001dd8b72a50,Other,Check the contents of the mandate,1138,empty
028c7e91-c3de-11eb-43a8-001dd8b72a55,Other,Verify that the IB&SF manager has obtained the consent to the application of the commission not in line with the DCM Commission Tables.,2779,Manual
2c3e48f4-ba32-11e7-2249-001dd8b721ea,Other,Analyze the anomalies found in the risk analysis,65,Semi-automatic
