controlCategory,controlType,controLPeriodocityEnglish,control,controlID
Other,Manual,Per event,Check that DG deliverables have been updated,758
Other,Manual,Per event,Verify the correct production of the Data Governance deliverables,3446
Other,Manual,Per event,Verify the correctness of the uploaded invoices,3800
Other,Manual,Per event,Check for possible rejects,588
Other,Manual,Monthly,Check for any forecast errors,521
Other,Manual,Monthly,Check data fed by the system,439
Other,Manual,Per event,Check for updates for the current month,637
Other,Manual,Per event,Verify expense recovery data,2609
Other,Manual,Per event,Check the correspondence between the pre-confirmation and Kondor+ London,1317
Other,Manual,Per event,Verify that the Client is enabled to operate,2776
Other,Manual,Per event,Ascertain the existence/capacity of the Credit Line,92
Other,Manual,Per event,Verify the correctness of the issuers,3743
Operational,Manual,Monthly,Verify the quality of the data following the corrections,3988
Other,Manual,Per event,Verify the correct entry of questions and resolutions,3348
Other,Missing,Missing,Check for any legislative changes,526
Other,Manual,Annualy,Verify the correct and complete compilation of the F24 form,3205
Other,Manual,Annualy,Verify the correctness of the payment made,3754
Other,Missing,Missing,"Verify compliance with the gross year income limit, where applicable",2333
Professional,Semi-automatic,Per event,Check existing positions,484
Professional,Semi-automatic,Per event,Verify the Congruence of the Operation on the Position Keeping,2905
Professional,Manual,Per event,Verify that the data is entered correctly,2816
Operational,Missing,Missing,Verify integration of PCI DSS compliance program status into annual Security Plan,2627
Other,Semi-automatic,Per event,Check for unmatched contracts,632
Other,Semi-automatic,Monthly,Verify the complete fulfillment of the reliefs,3005
Other,Semi-automatic,Monthly,Verify the consistency of the reporting flow in ITS EBA format and carry out performance checks,3131
Other,Semi-automatic,Monthly,Check diagnostic evidence,450
Other,Semi-automatic,Monthly,Please check the submission for completeness and correctness,2026
Other,Manual,Per event,Check impact on parameters,661
Other,Manual,Per event,Check the correctness of the calculation,1249
Other,Manual,Per event,Check the correct identification of the thresholds,1191
Other,Manual,Per event,Check intervention actions,670
Other,Semi-automatic,Per event,Check the results,1616
Other,Manual,Quarterly,Verify the correctness of the impairment indicators,3726
Other,Manual,Annualy,Verify the correct compilation of the Explanatory Notes for the parts concerning the impairment test of intangible assets,3285
Other,Manual,Annualy,Check for the absence of critical signals,608
Other,Manual,Quarterly,Check for Impairment signals,491
Other,Manual,Annualy,Verify the correctness of the defined journal entry,3688
Other,Semi-automatic,Monthly,Verify the correctness of the data entered and the bank reconciliations carried out,3660
Other,Manual,Per event,Verify correct execution of Cancel and Reissue,2455
Other,Manual,Per event,Verify evaluation correctness,2594
Other,Manual,Per event,Verify correctness of evaluation,2532
Other,Missing,Missing,Verify the transposition of the observations received within the final documentation,4035
Other,Manual,Per event,Evaluate the correctness of the assessment,1815
Other,Manual,Per event,Verify data correctness,2561
Other,Missing,Missing,Verify the completeness of the acquired documentation,3041
Other,Missing,Missing,Verify the abstention management methods,2918
Other,Manual,Per event,Check blocked operations,350
Other,Semi-automatic,Per event,Check for anomalies and request accommodation,498
Other,Semi-automatic,Daily,Check for squaring,601
Other,Manual,Daily,Verify correctness of data,2531
Other,Manual,Per event,Tick settlement instructions,2134
Other,Manual,Daily,Check the consistency of the Market Hub data,1092
Other,Manual,Per event,Communicate mismatches,1752
Operational,Missing,Missing,Verify the effective implementation of the countermeasures,3862
Operational,Manual,Per event,Verify the correctness of the deduction of withholding taxes in the tax return,3687
Operational,Manual,Annualy,Verify the receipt of the specific schedule regarding withholding taxes incurred abroad,3994
Operational,Manual,Per event,Verify the correctness of the documentation submitted by the customer,3696
Operational,Manual,Per event,Verify the correctness of the amount returned to the Customer,3607
Other,Semi-automatic,Annualy,Check that the catalog has been published,791
Other,Semi-automatic,Annualy,Verify the success of the generation of the outsourcing database,4019
Other,Semi-automatic,Annualy,Verify the complete and correct updating of the Outsourcing Register,3002
Other,Manual,Per event,Examine and verify the adequacy of documents,1828
Other,Manual,Per event,Check the amount received from ISMEA,933
Other,Missing,Missing,Check the correctness/completeness of completing the application,1304
Other,Manual,Per event,Check the correctness of the commission accounting,1252
Other,Manual,Per event,Verify compliance with the time limit set,2344
Other,Manual,Per event,Verify that documentation is consistent with practice,2766
Other,Manual,Per event,Check that all supplementary documentation is consistent with practice,760
Other,Manual,Per event,Verify the correct insertion of the documents in the procedure and their correctness,3407
Operational,Manual,Daily,Check and troubleshoot sending,330
Other,Semi-automatic,Per event,Verify correct receipt of information,2487
Other,Missing,Missing,Check the correct execution of customer instructions,1185
Operational,Manual,Per event,Carry out the fulfilments foreseen in terms of/AML/CTF or Countering the Financing of Terrorism,236
Other,Missing,Missing,Check the text and evaluate the documentation received,1678
Other,Semi-automatic,Per event,Check correct transfer deal,407
Other,Manual,Per event,Verify correctness of cancellation,2529
Other,Manual,Per event,Verify receipt of the request,2704
Other,Manual,Per event,Verify the correct payment,3431
Other,Manual,Per event,Verify the correctness of the unlocked amount,3797
Other,Manual,Per event,Verify correctness of blocked amount,2527
Other,Missing,Missing,Analyze the alerts highlighted in the system,63
Other,Missing,Missing,Check for abnormal operations,494
Other,Missing,Missing, Check for RFI responses,6
Other,Missing,Missing," Check for alerts in the ""to be escalated to case"" status",7
Other,Missing,Missing, Verify receipt of responses to the proposal for activating the Suspicious Transaction Reporting process,25
Other,Missing,Missing, Check for the presence of the first level Suspicious Transaction Report in the IAR,10
Other,Missing,Missing,Carry out the checks required during the execution of the contract,225
Other,Missing,Missing,Verify that contractor workers display identification cards,2763
Operational,Missing,Missing,Monitor for abnormal withdrawals,1913
Other,Manual,Per event,Check the payment of commissions to fv of the third guarantor,1529
Other,Manual,Per event,Verify the presence of the documentation certifying the approval of the third-party guarantor,3978
Other,Manual,Per event,Verify the consistency of the resolution with that of the Guarantee Fund,3132
Other,Manual,Per event,Verify the application data before sending,2950
Other,Manual,Per event,Check that the question has been entered correctly,839
Other,Manual,Monthly,Monitoring reports made to the Body,1979
Other,Manual,Per event,Verify the correctness of the communication to the Facilitating Body,3644
Other,Manual,Per event,Check for any additions,501
Other,Manual,Per event,Perform consistency checks,2005
Other,Manual,Per event,"Check that you have included all comments, if any",862
Operational,Missing,Missing,Check the relationship matrix,1588
Other,Missing,Missing,Verify completeness of the file,2314
Other,Missing,Missing,Check if the practice has generated the activation of the LIL or IL,656
Other,Missing,Missing,Check if the Compliance assessments have been carried out and if the case has generated the activation of the LIL or IL,652
Other,Manual,Annualy,Check feedback,486
Other,Manual,Annualy,Verify correspondence of the definitive pdf of the file,2551
Other,Manual,Per event,Check the English text of the Report,873
Other,Missing,Missing,Verify that the profiled customers in the medium or high risk range have been evaluated,2850
Other,Manual,Per event,Check the analyzes performed,938
Other,Manual,Per event,Verify the correct execution of the solely payments of principal and interest Test - SPPI Test and communicate the outcome to the Proponent,3375
Other,Manual,Per event,Check that the Tool for carrying out the SPPI Test present in the Credit Portal is correctly powered.,779
Other,Manual,Per event,Verify the correctness and completeness of the data entered in the Credit Portal,3537
Other,Manual,Per event,Verification of the correctness of the data entered for the calculation of the Gross Financial Debt / Ebitda ratio and of the correct compilation of the related PDC fields.,2185
Other,Manual,Monthly,Check the test results,1677
Operational,Missing,Missing,Check the need for early repayments of the provision.,1501
Other,Manual,Per event,Verify the correct accreditation to SACE,3175
Other,Semi-automatic,Per event,Check the first notes,1449
Other,Manual,Annualy,Check the correctness of the accounting,1243
Other,Manual,Annualy,Verify the correctness of the accrued interest,3597
Other,Manual,Annualy,Verify the consistency of data at Group level and report any misalignments found,3087
Other,Semi-automatic,Annualy,Check that the template has been sent to the Bank of Italy,854
Other,Manual,Annualy,Check the consistency of the contribution estimate,1098
Other,Semi-automatic,Annualy,Verify the sending of the declaration to the Bank of Italy,4011
Other,Manual,Annualy,Check the consistency of the entered data,1105
Other,Semi-automatic,Annualy,Check the correctness and completeness of the data entered,1223
Other,Manual,Annualy,Verify the correct adjustment of the items to be accounted for,3191
Other,Manual,Quarterly,Verify that the reliefs have been processed,2855
Other,Manual,Annualy,Verify the correctness of the accounting entry,3595
Other,Semi-automatic,Monthly,Verify the correct and complete entry of third-party entries,3218
Other,Semi-automatic,Monthly,"Verify the input data to the accounting systems, in relation to the income statement",3919
Other,Semi-automatic,Monthly,Verify the input data to the accounting systems relating to the balance sheets,3918
Other,Semi-automatic,Monthly,Verify the correct execution of the interventions,3372
Other,Semi-automatic,Monthly,Check for the presence of quadrator flows to be authorized or not received without justification,622
Other,Semi-automatic,Monthly,Verify that standard controls with KO results are justified,2774
Other,Semi-automatic,Monthly,Verify the correct and complete entry of the initiative income and balance sheet entries,3216
Other,Manual,Monthly,Verify the correct classification of the loss on the basis of the amount and carry out the checks envisaged for the authorisation,3274
Other,Manual,Monthly,Verify the correct and exhaustive periodic control activity,3237
Other,Manual,Per event,Verify the carrying out of the balancing activity,2978
Operational,Manual,Per event,Verify the correct draw operation in the application,3339
Operational,Manual,Per event,Correct insertion in the application of the request for loss,1783
Operational,Manual,Monthly,Verify the correct and complete execution of accounting entries,3219
Other,Manual,Annualy,Verify the correct loading of the budget data,3418
Professional,Manual,Monthly,Verify and reconcile balances,2262
Other,Manual,Quarterly,Check the perimeter of the companies,1534
Other,Manual,Monthly,Verify account balances,2213
Operational,Semi-automatic,Monthly,Validate the data entered and verify that the certification has taken place,2160
Other,Manual,Monthly,Verify the performance dynamics of the operating costs of the consolidated perimeter,3957
Other,Manual,Monthly,Verify the performance dynamics on the consolidated perimeter,3958
Other,Manual,Monthly,Verify the performance dynamics,3955
Other,Manual,Monthly,Verify that the spreadsheet and links are correct,2868
Other,Manual,Monthly,Check the performance data,1531
Professional,Manual,Monthly,Verify the performance dynamics of the Parent Company's operating costs,3956
Other,Manual,Monthly,Verify Segment Reporting balances,2205
Operational,Manual,Quarterly,Check the sending of the communication,1630
Professional,Manual,Monthly,Check that data is sent on time,763
Other,Manual,Per event,Verify partial enforcement validity and amount congruence,2655
Other,Manual,Per event,Check the validity of the total enforcement and the congruence of the amount,1708
Operational,Manual,Monthly,Verify the punctual sending of the communication to the SPV,3985
Professional,Manual,Monthly,Verify the timely sending of the communication,4032
Operational,Manual,Per event,Check the completeness of the documentation,1032
Operational,Manual,Per event,Verify compliance with the terms and correctness of the amount to be reimbursed communicated.,2342
Operational,Manual,Per event,Verify that the loan has been extinguished,2836
Operational,Manual,Half yearly,Verify the correctness of the refunded amount,3776
Other,Manual,Per event,Verify Processing,2202
Other,Manual,Per event,Check calculations for Central Asset Net Interest,360
Other,Manual,Monthly,Verification of calculations of unsustainable indicators,2176
Other,Manual,Monthly,Verify the correct calculation of the indicators,3259
Other,Missing,Missing,Verify the information submitted electronically,3917
Operational,Manual,Per event,Check the amounts to be settled and make payments,937
Professional,Semi-automatic,Monthly,Verify in the passive cycle the consistency between availability and committed and final balance,2623
Other,Semi-automatic,Monthly,Check the consistency of the estimates,1108
Other,Manual,Per event,Verify the consistency and correctness of the data in the system.,3079
Other,Manual,Per event,Verify the consistency and correctness of the trade in the system,3080
Operational,Manual,Per event,Check the completeness of the form,1040
Other,Manual,Daily,Check the correctness of the entered data,1275
Other,Manual,Per event,Check the transaction data,1681
Other,Manual,Missing, Check again that the IB&SF manager's consent has been acquired for the application of the commission not in line with the CME Commission Tables,5
Other,Manual,Missing, Check that the consent has been acquired by the IB&SF manager for the application of the commission not in line with the ECM Commission Tables,13
Operational,Manual,Per event,Fulfill the fulfilments foreseen for AML/CTF or Countering the Financing of Terrorism,1840
Operational,Manual,Per event,Carry out AML/CTF or Counter Terrorism Financing checks,114
Other,Missing,Missing,Tick what is authorized,2140
Other,Missing,Missing,Activity Tick off what is authorised,36
Other,Semi-automatic,Per event,Check correct update on applications,408
Other,Manual,Per event,Certify the correctness of the level of fair value and day one profit determined,264
Other,Manual,Monthly,Check the selected price,1626
Other,Manual,Monthly,Check authorization and correctness of the assessment,344
Other,Manual,Monthly,Check the correctness and completeness of the data entered,1223
Other,Semi-automatic,Monthly,Check the correctness and completeness of the data entered,1223
Other,Manual,Monthly,Verify attribution of stress parameters,2279
Other,Manual,Monthly,Check the correctness of processing,1238
Other,Semi-automatic,Monthly,Verify the correctness of the Credit Risk Adjustment calculation,3578
Other,Automatic,Monthly,Check the completeness and consistency of the data entered,994
Other,Manual,Monthly,Verify receipt of all available Trustee Reports,2692
Other,Manual,Monthly,Check the consistency of the prices obtained,1118
Other,Manual,Monthly,Verify the correct insertion of the unwinding operations,3410
Other,Manual,Monthly,Verify the correct update,3497
Other,Manual,Monthly,Verify the correct update of the Front Office system,3498
Other,Manual,Quarterly,Carry out capacity checks,137
Other,Missing,Missing,Verify contracts and acquired documentation,2385
Other,Missing,Missing,Check acquisition of messages by the Bank of Italy.,310
Other,Missing,Missing,Evaluate and validate the request for authorization to access restricted areas,1807
Other,Manual,Per event,Check the record date,1574
Operational,Manual,Half yearly,Check the correspondence between the offer and what is entered in the applications,1316
Other,Missing,Missing,Check for the presence of the weapons code,627
Other,Missing,Missing,"Verify the consistency, completeness of information and compliance of the transaction",3138
Other,Missing,Missing,"Check the consistency, the completeness of the information",1130
Other,Automatic,Daily,Check outstanding SDD debit provisions,704
Other,Semi-automatic,Monthly,Check for unopted assets,633
Other,Manual,Per event,Verify the closing of the financial plan of the asset and of the contract,2985
Other,Semi-automatic,Monthly,Check list of items with blocked redemption value charge,675
Other,Manual,Per event,Verify the correct confirmation of the Resolution,3308
Other,Manual,Per event,Verify the completeness of the documentation acquired by the proponent,3046
Other,Manual,Per event,Verify the correct fulfillment of the Regulatory Obligations and the presence of all the required Opinions,3387
Other,Missing,Missing,Check the outcome of the collection orders,1520
Other,Manual,Per event,Collect authorization signatures,1749
Other,Manual,Per event,Collect signatures,1751
Other,Manual,Per event,Check the documentation and enter the receipt,1396
Other,Missing,Missing,Verify the absence of Investment Proposals/Instructions for the client to be reported,2910
Other,Missing,Missing,Check for any pending updates,532
Other,Manual,Per event,Verify the correct insertion of the guarantee in the systems,3408
Other,Manual,Per event,Check and validate the entries in the position keeping system for sending to Accounting,337
Other,Semi-automatic,Per event,Verify the correctness of inserting the New Deal,3573
Other,Manual,Per event,Check and validate the entries in the position keeping system,336
Other,Semi-automatic,Per event,Verify correctness of inserting the New Deal,2533
Other,Manual,Per event,Validate operation on the BO system for sending to accounting,2151
Other,Manual,Per event,Verify correctness of the reversal,2546
Professional,Manual,Monthly,Verification of owned metal in stock,2180
Other,Manual,Daily,Verify the materiality of the owned metal,3926
Professional,Manual,Per event,Third party metal verification,2125
Other,Missing,Missing,Check the invoices not pertaining to it,1472
Other,Manual,Per event,Check the sorting of invoices to the corporate subsystems,1644
Other,Missing,Missing,Check addressing to destination applications,312
Other,Semi-automatic,Daily,Check the accounting proposal,896
Other,Semi-automatic,Per event,Check the wire transfer proposal,1717
Other,Semi-automatic,Daily,Check if there are any unsuccessful transfers,659
Other,Semi-automatic,Daily,Verify the correct confluence of the document in the wf circuit,3309
Other,Semi-automatic,Daily,Verify the complete loading of the documents in the WF,3006
Other,Semi-automatic,Daily,Verify registrability and conformity of supplier invoices,2711
Other,Manual,Per event,Check the manual payment,1492
Other,Manual,Per event,Check accounting,305
Other,Semi-automatic,Per event,Verify payment authorization,2657
Other,Missing,Missing,Verify the correctness of the values produced the previous day,3805
Other,Automatic,Daily,Verify the correctness of the calculation of the Comit Index,3625
Other,Manual,Per event,Check for any alerts automatically generated by the management application following verification of the validity of the prices provided by the InfoProviders and to report unsent values,502
Other,Semi-automatic,Per event,Verify the corrections of the structures / companies of the Group,3524
Other,Semi-automatic,Half yearly,Check the correct compilation of the forms,1175
Other,Manual,Half yearly,Verify the complete fulfillment of the reliefs,3005
Other,Semi-automatic,Half yearly,Examine the diagnostic result,1833
Other,Semi-automatic,Half yearly,Run the diagnostic procedure at the original scenario level and verify its outcome,2094
Other,Manual,Half yearly,Carry out a trend analysis of the data,127
Operational,Manual,Per event,Check sending and acceptances,744
Other,Manual,Per event,Verify the reconciliation and make the appropriate adjustments,3995
Other,Manual,Daily,Verify the correct creation and/or updating of the event,3315
Other,Manual,Per event,Verify reconciliation and make appropriate adjustments,2707
Other,Manual,Daily,Check if the event was created or updated correctly,654
Other,Manual,Annualy,Check that the Committees have been convened,770
Other,Manual,Weekly,Check the machining of the positions,1490
Other,Manual,Daily,Define funding or employment amounts,1786
Other,Manual,Per event,Verify data correspondence,2562
Other,Manual,Per event,Verify that the calculated and paid value corresponds,2787
Other,Manual,Per event,Verify correctness of payment,2538
Professional,Manual,Per event,Check that the amount of the bank transfer received relating to the assignment of credits corresponds to the contractual agreements signed.,785
Other,Manual,Per event,Verify that the differences have been accounted for,2820
Professional,Manual,Per event,Verify correctness of the Information,2542
Other,Manual,Per event,Verify the completeness and correctness of the activities performed,3015
Operational,Manual,Per event,Verify completeness and timeliness of subscriptions,2306
Operational,Manual,Per event,Check the correctness and completeness of the documentation,1225
Professional,Manual,Per event,Formal and substantial verification of the model,1839
Operational,Manual,Per event,Check by another employee of the facility,355
Other,Missing,Missing,Verify the completeness of the documentation certifying the exceeding of the Lending Limit,3047
Other,Missing,Missing,Verify correct update procedure,2507
Other,Semi-automatic,Per event,Check for any apparent anomalies in the data,509
Other,Manual,Per event,Verify the correct update of the dashboard,3500
Other,Manual,Missing, Verify correct entry of the text of conflicts of interest sent by Conflict Check and Clearing Sensitive Operations,24
Other,Manual,Per event,Check the congruence of the operation on the position keeping,1080
Other,Manual,Per event,Verify the adequacy of the amount,2936
Other,Semi-automatic,Monthly,Verify that the data has been imported correctly,2811
Other,Semi-automatic,Monthly,Verify the correctness of the file,3717
Other,Semi-automatic,Monthly,Check for any errors highlighted in the reports,519
Other,Manual,Per event,Verify the correct updating of the systems,3511
Other,Semi-automatic,Monthly,Check the data upload,1373
Other,Semi-automatic,Monthly,Verify the success of the upload,4021
Other,Automatic,Monthly,Check the success of the work,1662
Other,Manual,Monthly,Check that the files are set up correctly,819
Other,Manual,Daily,Check alignment with Market Treasury IMI CIB,318
Other,Manual,Per event,Verify the correctness of the credited amount and the regular accounting towards the pertinent accounting item,3656
Other,Missing,Missing,Load data into tables,1861
Operational,Manual,Per event,Verify the correct census of the counterparty.,3267
Operational,Manual,Per event,Verify that the data is loaded correctly,2817
Operational,Manual,Per event,Verify the proper loading of the data,3981
Operational,Manual,Per event,Check that the data has been loaded correctly,804
Other,Missing,Missing,Verify correct connection,2433
Other,Semi-automatic,Quarterly,Check the consistency of the reporting schemes with the CPM module,1121
Other,Semi-automatic,Quarterly,Verify the completeness and correctness of the signage schemes,3032
Other,Semi-automatic,Quarterly,Verify the correctness of the elimination and creation of the mini-consolidated perimeter,3699
Other,Manual,Per event,Check the completeness and correctness of the information entered,1011
Other,Manual,Per event,Check correct completion of the form,397
Other,Manual,Per event,Verify the consistency and correctness between the entered trade and the summary data received,3076
Other,Manual,Per event,Check the interest and skills calculation,1467
Other,Manual,Per event,Verify the consistency and correctness of the data in the system,3078
Other,Manual,Per event,Check for any arrears of contributions,510
Other,Manual,Daily,Verify practices with data entered automatically,2667
Other,Manual,Per event,Check the results of the requests,1619
Other,Manual,Per event,Verify the correctness of the amounts received,3611
Other,Manual,Per event,Verify the correctness of the PA data,3587
Other,Manual,Per event,Verify the congruence of the EAD data,3068
Other,Manual,Per event,Check the correctness of the integrated PA calculation,1283
Other,Manual,Per event,Verify the correctness of the built-in EAD calculation,3622
Other,Manual,Half yearly,Monitor requested refunds,1928
Other,Manual,Monthly,Check the correctness of the entered data,1275
Other,Missing,Missing,Verify the adequacy of the certificate and compliance with delivery times,2937
Other,Manual,Per event,Verify the completeness of the identified perimeter,3049
Professional,Manual,Per event,Verify the completeness and adequacy of the information received,3009
Other,Manual,Per event,Check the correct accounting of the collection,1148
Other,Manual,Per event,Verify that the assignment has been stipulated correctly,2786
Other,Manual,Per event,Verify that the assignment has been notified correctly,2785
Other,Missing,Missing,Check the receipt issued by the Financial Administration,1565
Other,Missing,Missing,Check that the model has been archived,830
Other,Missing,Missing,Check that the calculation has been completed,788
Other,Semi-automatic,Quarterly,Verify the correctness of the calculation performed,3634
Other,Manual,Per event,Check the correctness and completeness of the information entered,1229
Other,Manual,Per event,Check the request for information of a technological nature,1603
Other,Manual,Per event,Check the request for information security components,1604
Other,Manual,Per event,Check the closure of practices and active amendments,977
Other,Manual,Monthly,Verify compliance with the timescales envisaged by the specific intervention,2346
Other,Manual,Per event,Check the correct entry of the variation entered in the procedure,1184
Other,Manual,Per event,Verify the correctness of the acquired documentation,3598
Other,Manual,Per event,Verify the correct stipulation,3485
Other,Manual,Quarterly,Check for unjustified positions,631
Other,Semi-automatic,Monthly,Verify the correctness of the PV information,3588
Other,Semi-automatic,Monthly,Structure reports of invoices not yet collected,2108
Other,Semi-automatic,Per event,Check for any blockage signals,511
Other,Semi-automatic,Daily,Supervise the regulation chain,2116
Operational,Manual,Per event,Check for blocked operations,545
Other,Semi-automatic,Per event,Check for any blocked operations,512
Other,Semi-automatic,Daily,Check blocked operations,350
Other,Semi-automatic,Per event,Verify the outcome of the SPPI tests performed,3940
Operational,Manual,Per event,Verify the correctness of the Operation on the Position Keeping,3585
Other,Manual,Per event,Check that the information entered is correct,823
Other,Manual,Weekly,Prepare Performance Analysis,2028
Other,Automatic,Per event,Verify consistency of cc balances with Salent accounting records,2373
Other,Manual,Monthly,Verify month-end analytical output published in the Reporting Area LRS,2637
Professional,Manual,Per event,Check list of operations received,676
Professional,Manual,Per event,Check entered data,480
Other,Semi-automatic,Decadal,Check data acquisition in LRS,427
Other,Manual,Monthly,Check if the data indicated in the reporting flow are different from those in the archive,653
Other,Manual,Monthly,Check signaling process power supply,749
Professional,Manual,Monthly,"Verify data received for consolidated regulatory and management reporting - LCR, NSFR and AMM indicators",2571
Professional,Manual,Decadal,Analyze the variations and check the performance trend,80
Other,Manual,Monthly,Verify consistency between management data and feeding of reported flows,2367
Other,Manual,Monthly,Verify data received for weekly consolidated regulatory reporting,2572
Other,Manual,Per event,Verify if the counterparty is an ISP Related Party or Associated Party of the Group or Relevant Person pursuant to art. 136 TUBES,2620
Other,Semi-automatic,Quarterly,Check the sensitivities,1632
Other,Semi-automatic,Quarterly,Check market data,685
Other,Manual,Quarterly,Verify the correctness and completeness of the perimeter,3554
Other,Manual,Per event,Evaluate required congruence,1810
Other,Manual,Quarterly,Verify the observability of market data on relevant risk factors,3935
Other,Manual,Quarterly,Verify the materiality of the sensitivity to unobservable risk factors,3927
Other,Manual,Per event,Check the financial statements reclassified by the operating structure,1443
Other,Manual,Per event,Carry out the checks relating to the insertion and/or variation of the settlement account subject to the report,224
Other,Missing,Missing,Check documentation and possibly enter the information in the procedure,462
Other,Manual,Per event,Monitor aggregated data for report submission,1891
Professional,Semi-automatic,Per event,Monitor success of the cancellation process - anonymization of personal data,1929
Professional,Semi-automatic,Per event,Verify the correct acquisition of the flows to be processed,3182
Other,Manual,Per event,Check accounting and application evidence.,306
Other,Manual,Quarterly,Verify the performance consistency of the consolidated data,3953
Other,Automatic,Quarterly,Verify complete and correct data consolidation,2294
Other,Manual,Quarterly,Verify the data processed for the Core Companies,3845
Other,Manual,Quarterly,Verify the calculation output via RRM for Core Companies,2976
Other,Semi-automatic,Quarterly,Monitor receipt of the Reporting Package,1927
Other,Semi-automatic,Quarterly,Verify compliance with prudential and management limits,2324
Other,Manual,Quarterly,Check the data and carry out normalization interventions in the reference application,1334
Other,Manual,Quarterly,Verify the completeness and correctness of the analyzes carried out,3016
Other,Manual,Per event,Check the correctness/completeness of the report,1308
Other,Manual,Per event,Release opinion,2077
Other,Manual,Weekly,Verify compliance with response deadlines,2325
Other,Manual,Per event,Verify the consistency of the contents with respect to the certified resolution,3107
Other,Missing,Missing,Check for any impediments to enrollment,523
Other,Manual,Per event,Verify correctness of the updated data,2547
Other,Semi-automatic,Per event,Receive reports on non-validated deals and proceed with validation,2057
Other,Manual,Per event,Verify that the data is entered correctly,2816
Other,Manual,Per event,Check the counterpart's census,1330
Other,Automatic,Daily,Receive reports of deals that have not yet been validated,2056
Other,Manual,Per event,Check the distribution of the proposed movement,1393
Other,Manual,Per event,Verify the debit on the non-performing position,3849
Other,Manual,Per event,Verify the correctness of the changes made,3639
Other,Manual,Per event,Check that the data has been loaded correctly,804
Other,Missing,Missing,Check import prices,662
Other,Manual,Per event,Check correct insertion in the fixing procedure,401
Other,Semi-automatic,Annualy,Check the aggregated data and enter any additional data,917
Other,Semi-automatic,Annualy,Verify the correctness and completeness of the information,3552
Other,Semi-automatic,Annualy,Verify aggregated data at the activity level,2234
Other,Semi-automatic,Annualy,"Check the completeness, correctness and consistency of the uploaded data",1059
Other,Manual,Monthly,Carry out price consistency check,204
Other,Manual,Monthly,Verify correct loading,2474
Other,Missing,Missing,Verify the correct loading of the data in the procedure,3419
Other,Missing,Per event,Verify formal completeness of data and documents,2611
Other,Missing,Missing,Verify the correctness and completeness of the documentation to be delivered to the inspector,3547
Other,Missing,Missing,Verify compliance with the deadlines,2329
Other,Manual,Per event,Verify correct settlement of the contribution,2494
Other,Missing,Missing,Carry out periodic checks on the contributions collected,197
Other,Manual,Per event,Verify the economic component of the draft Plan,3858
Other,Missing,Missing,Check the completeness of the application for admission to the loan,1024
Other,Manual,Per event,Certify data for auditing,256
Other,Missing,Missing,Verify the correctness and completeness of the project final balance,3557
Other,Missing,Missing,Check the presence of participants and teachers,1541
Professional,Manual,Per event,Check credit/debit authorization,417
Other,Semi-automatic,Per event,Verify the correct accounting of the operations,3169
Other,Semi-automatic,Per event,Verify correct accounting of operations,2396
Other,Semi-automatic,Per event,Carry out random checks on shipping notices,209
Other,Missing,Missing,Check the completeness of the flows,1039
Other,Missing,Missing,Check the overall closure of the reliefs,1526
Other,Missing,Missing,Check that the recommendations have been loaded on the Borsa Italiana portal,840
Other,Missing,Missing,Check that recommendations have been published,767
Other,Missing,Missing,Check broadcaster coverage assignment,353
Other,Missing,Missing,Send emails relating to publications not yet made,2097
Operational,Manual,Per event,Verify the closing of the pending,2986
Operational,Manual,Annualy,Verify the completeness and consistency of the assessment carried out by the experts,3010
Operational,Semi-automatic,Annualy,Verify the correctness of the upload,3798
Operational,Semi-automatic,Annualy,Verify alignment between statutory and consolidated values,2235
Other,Manual,Annualy,Verify correct update of the file,2506
Other,Semi-automatic,Annualy,Verify correct accounting,2390
Other,Semi-automatic,Annualy,Analyze the change in the value of the collective asset for the attribution of the Fair Value,67
Other,Manual,Annualy,Verify correct loading,2474
Other,Manual,Annualy,Carry out data alignment check of management and SAP,170
Other,Manual,Annualy,Verify the completeness of the portfolio and the correct classification of the properties being valued,3055
Other,Semi-automatic,Annualy,Verify statutory and consolidated alignment,2734
Other,Manual,Annualy,Carry out scenario analysis,213
Other,Manual,Annualy,Verify the correct application of the evaluation methodology by the experts,3243
Other,Manual,Annualy,Check the appraisals and accounting classification,941
Other,Semi-automatic,Annualy,Compare fair value values,1757
Operational,Semi-automatic,Annualy,Verify the balance of the funds,2964
Operational,Other,N.A.,Verify the correctness of the sterilization / declassification,3793
Operational,Other,N.A.,Check the sterilized / declassified positions,1658
Other,Other,N.A.,Verify the correct and complete reporting of the positions,3235
Other,Manual,Per event,Check for the presence of debit interests,617
Operational,Missing,Missing,Verify compliance with the predefined deadlines,2336
Operational,Missing,Missing,Verify the extracted evidence,3890
Other,Manual,Per event,Verify the correct refund of the amount of the stamps,3460
Other,Missing,Missing,Check the completeness/correctness of the documentation,1061
Other,Manual,Per event,Check the completeness/correctness of the documentation,1061
Other,Manual,Per event,Verify definitive flows,2576
Other,Manual,Per event,Verify congruence between positions in the perimeter and what is blocked in the procedure.,2355
Other,Manual,Per event,Check the product flow,1547
Other,Manual,Per event,Check loan installment deadlines,681
Other,Manual,Per event,Verify data entered in the procedure and fix any reported anomalies,2565
Other,Manual,Per event,Check the perimeters,1535
Other,Manual,Per event,Verify data reversal in procedure,2573
Other,Manual,Per event,Square the excel report,2102
Other,Manual,Per event,Verify the definitive characteristics of the issue and its coverage,3853
