model,modelID
Equity Capital Markets - Client contact and trade analysis,947
Receipt of international guarantees,1159
Opening of ISP accounts on foreign banks not belonging to the Group,2025
Initial assignment of fair value and day one profit levels - Derivatives,1649
Rate Management Asset and Liability Management - Forecast Transaction - Cash Flow Hedge,1072
Superbonus Ecobonus and other building bonuses - COMPANIES - Transfer of the tax credit that has arisen,1815
ABaCo - Loan release pledged,29
Attivita' Of administrative management - Perfezionamento plans of periodic contribution,467
Access to restricted areas of the Central Buildings requested by employees and non-employees,2316
Strategies - Funding Plan Sustainability monitoring,1608
Contingency Process - Swift Systems Blocking - Cold Start Restart Management,2172
Emissions certificates - Direct listing issue,300
Institutions Treasury - Activation of the Service - Start up of the Service and management of the Institution's ownership deeds,1544
Cyber Physical Security incident management at the Territorial Network - Emergency management,92
Administration Financing Leasing - Takeovers and technical transfers,163
Opening Financial Institutions Accounts,1001
Armaments sector operations - communications to the MEF operations subject to L185 and management of exceptions,964
Administration Financing Leasing - Term redemption of the asset,1430
Concession - Corporate ONE - Credit Analysis & Resolution,667
Portfolio Collection Management - Payment and booking,1023
Management of payments in litigation matters,1614
Concession - Small Business - Product Specifics - Entrepreneurial Microcredit Financing,619
Management of requests to take advantage of permits law 104 and maternity and paternity leave,1957
Skills invoicing for Corporate Welfare Service,122
Monitoring and correction of MiFID profiling,1101
Concession - Private individuals - Subsidized mortgages and Mortgages granted to minors and owners of sole proprietorships - Preliminary investigation and Proposal,1598
Definition of risk propensity and group exposure ceilings towards Associated Persons,1897
Procedure alignment activities,1606
Own account finance - OTC derivatives - Paper and electronic Novation management,1640
Concession - Private individuals - Credit facilities and other loans - Bridging and repayment periods,2277
Verification of Gold materiality stock,854
Passive subrogations - Oversight of subrogation practices,398
Management and payment of supplier documents,121
Remote Identification and Recognition Services - Remote Digital Signature of the Customer - Signing of the documentation produced by the Bank in electronic format,11
Proprietary and Third Party Indices - Management of COMIT Indices,1049
Non-harmonised consolidated statistical reporting (OTC Derivatives Survey),1073
Time Cash in euro-Time Cash in foreign currency-Restricted Time Deposit-Saving Bonds - Early repayment,897
Clearing Custody and Settlement Services - Foreign Corporate Action,2033
Loans in GIC - Creation of a new technical form of financing,2083
Monitoring of service levels - Management of the Committees for the control of the activities provided in service,2161
Management of SME Retail Positions - Specialist Management of SME Retail Remediation DR,875
Disposal of Non-Performing Loans and Portfolios of Non-Performing and Mixed Loans - Routine Disposal of Non-Performing Loans Portfolio Factoring,725
Time Cash in foreign currency - Activation and extinction upon expiry,369
Request for pension benefits - advances - redemptions - RITA - transfers and declaration of non-deducted contributions - Open Pension Funds and Individual Pension Plans,1876
Document archiving of non-financial companies,726
Customer Portfolio - Assignment of customers to the financial advisor,1052
Cash Remittance - Branch,632
Inclusion and Exclusion of Companies from the VAT Group,833
Exceeding the individual risk concentration limit,2077
Initial setup of the environment,322
Request for documentation for corporate meetings and exercise of rights on securities,220
Euro and currency liquidity management - Operational monitoring of Group liquidity,1387
Equity Capital Markets - Transaction structuring,1463
ETD derivatives - Rates,1880
Condominium fees,1389
Market data distribution,786
Customer Securities Lending - Collateral Management,497
Census and Counterparty Management - Centralized censuses,1732
Bond loan regulation,466
FinRep harmonized individual reporting (Base FINI),884
Transfers paid in cash,1415
Loan Trading - Purchase - Definition and conclusion of the operation,855
Mortgage guarantees - Cancellation of the mortgage,2118
Country Risk - Calculation of Economic Capital at Country Risk,954
Request for reimbursements for employees with public offices,2002
Corporate taxation - Tax credit for Corporate Tax,996
Management of receipts and reminders,2286
Monitoring of expired Structured Finance ratings,1687
Remote Identification and Recognition Services - Private My Key - Post-Sale Termination and Customer Withdrawal,531
Communication of periodic VAT payments,672
Activation of Collective Agreements for a moratorium,1078
Ordinary opening of SSA codes and Acronyms,785
Mortgage guarantees - Analysis of real estate appraisers requirements,540
Collaborative Fulfillment with AdE - Declarative Fulfillments,1554
Order entry via FOL,734
Fulfillments for facilitation purposes - Financing Bank - SME Initiative loan,1536
Service Request Finance management,2140
General Accounting - Monitoring of miscellaneous items open on the accounting body of the central administrative structure,66
Own account REPO trading,658
Management of the regulatory area of Embargoes - Personal data,1263
Clearing Custody and Settlement Services - Periodic securities management and administration activities,877
Liquidity data base supply and parameterization,1823
Parent Company - Intesa Sanpaolo S.p.A. related-party transaction investigation and communication Associated Persons of the Group and Relevant Persons pursuant to art.136 TUB,249
Management of fair value levels - Derivatives,87
Financial statements - Reclassification of financial statements,15
Opening of ordinary administered deposit or BdT and CIB_Global Corporate customer guarantee,441
Clearing Custody and Settlement services - CSDR reporting management,1213
Census and Counterparty Management - Cancellation - anonymization of personal data - Right to be forgotten,599
"Updating of the Organisation, Management and Control Model pursuant to Legislative Decree 231 2001 ISP",1653
DFA - Trade Reconstruction,231
Funding - Deposits - Medium/long-term placement with foreign customers,1867
Risk activities towards associated parties _ Flow generation - data verification - consolidation - reporting,2211
Capital Management - Preparation of the Capital Plan - Approval and reporting,1378
Funding - Coordination of operations from Supranational Entities to Banks of the ISB Division,1926
Pension Funds - Individual membership or collective membership of supplementary pension schemes - Distance Offering - Intesa Sanpaolo Agents4You,1227
Change of circumstances,1498
Monitoring of TLTRO loans and economic impact reporting,560
Own securitisations - Structuring preliminary transfer activities,1956
Publication of new application features on CITRIX (Metaframe),1811
Clearing Custody and Settlement Services - Taxation management,1779
Derivatives ETD - Own account reconciliations between FO and BO systems,981
Non-performing loans management - Closure of the legal practice,278
Assignees - Acquisition,1029
Telepass and Viacard - Financial Institutions,1165
Closure of the annual audit plan,1020
Personnel with mixed employment contract - Registration in the IVASS register section E - Issuance of mandates,165
Own account finance - Securities - Bond negotiation - Systematic internaliser,1278
Treasury Institutions - Activation of Service - Management of cash advances and related details,74
Own Account Finance - Securities - ETF Trading - IMI CIB Division,1689
Regulated Derivatives - Margin call to client,1310
Brand Management,306
Linking and unlinking Convention or Group,686
Safety Deposit Boxes and Closed Deposits - Ordinary openings,337
ETD Derivatives - Trading,2164
Bad debt management - Management of debt increases,1055
Fulfillments for subsidy purposes - Financing Bank - Emilia Romagna Starter and Energy Funds,270
Acquisition Improvement Guarantee Loan of Hope,274
Customer portfolio - Notification to ISP Private Banking of counterparties of possible commercial interest,1683
Own Account Finance - OTC Derivatives - Fixing Management,135
IncassOnline Portal - Enabling,73
Annual VAT return,1688
Subsidized loans to Intesa Sanpaolo Group employees - Commercial offer,197
Financing-Loan Management-Personal Loans with affiliated companies,1391
Framework design and innovative training experience,714
Funded training,1877
Data quality management,2114
Probable Default - Monitoring of portfolio positions,1935
Request for new service or change of service,1480
Equity Capital Markets - Public Offerings IPO,1982
Centralized management of paid capital increase,626
Management of FIU findings,2200
Study and research management - Publication of recommendations from Specialists and Sponsors,911
Superbonus Ecobonus and other building bonuses - PRIVATE - Condominiums - IACP - Third Sector - Loan to SAL with transfer of tax credit,1751
Management of Operational Losses and Contingencies - DCO,1592
Debit and service cards - Out-of-office offer - Intesa Sanpaolo Agents4You,1104
Abroad - Foreign exchange operations - Activation and management of Greentrade exchange platform customers,333
Valuation of owned properties and valuable works of art at fair value,403
Management of Impaired Credit - Sterilization and declassification of positions due to technical default,2
Management of Impaired Credit - Sterilization and declassification of positions due to technical default,3
Concession - Private individuals - Subsidized mortgages and Mortgages granted to minors and owners of sole proprietorships - Application,1664
Credit Risk Mitigation - Agricultural Bill - Credit Extinction,2167
Successions - Release,1214
PCI Officer quarterly monitoring process,2034
Institutional maintenance of the Business Continuity Plan,2223
Concession - Private individuals - Credit lines and other loans - Product specificity - Social advance,331
Loans - Loan management - Suspension of installments on personal loans,147
Own securitisations - Transfer or repurchase of assets,1386
Reporting of anomaly indicators to the Supervisory Body and keeping of the single register of OCF Financial Advisors,277
Definition of the annual program and launch of individual model change projects,865
Bad Loans Management - Identification of specific positions to be excluded from external management,1169
Concession - Small Business - Product specificity - Condominium financing,308
Staff with mixed employment contract - Withdrawal from the agency contract,1597
Issue of senior domestic bonds placed by BdT,2198
Authorization (punctual or plafond) TIT MLT in derogation and specific TIT MLT,860
Third Party Securitizations - Initial Due Diligence and Monitoring,837
Documented remittances collections import documents - Settlement mode,1846
Debt Capital Markets - Structuring RE Mutual Investment Fund and Private Placement of shares,1059
Subsidized loans to Intesa Sanpaolo Group employees - Proposal,486
Counterparty Risk - Calculation of management measures,1912
Management of ABF - ACF proceedings,801
Corporate taxation - Payment of withholding taxes made against interest and more,1780
Abroad - Foreign exchange operations - Management of confirmations of foreign exchange operations,1573
Subsequent events Extinction of the Loan of Hope Guarantee,1313
IT management of WePOG,1331
Monitoring of limits and escalation procedure - Proprietary Trading activity,1327
Abroad - Operations in foreign exchange - Settlement of the settlement deal - operations in spot foreign exchange,1109
Management of tasks for public employees,1898
Tax consolidation - Declaration fulfillment,750
Cashier's checks - Check found,592
Financial Products and Services - OTC Derivatives - Paper and electronic Novation management,1915
Concession - Private individuals - Subsidized mortgages and Mortgages granted to minors and owners of sole proprietorships - Improvement,1046
Credit Cards - Off-Site Offer - Intesa Sanpaolo Agents4You,1612
Abroad - Foreign exchange transactions - Accreditation of primary customers spot foreign exchange transactions - BdT Division,1231
Takeover of an operator on the cash desk,1539
Identification of the risk level of the positions,1477
Subsidized loans to Intesa Sanpaolo Group employees - Question,343
Management of Individual Retail Positions - Specialist management,385
Privacy by Design,1517
Cash Deposit - Termination of Service,247
Domiciliation agreements with banks and guarantee management with EU validity to cover the various customs procedures including that of Community transit,1050
Selection and rejection maximum and Central Structures classification holder,1885
Data Dictionary Management,1396
OPS - OPV - OPVS - OPA - Post-assignment centralized activities,1403
Tax Monitoring Investigations Legal Persons and Tax Assessments,13
Collection Services - Health tickets,579
Contribution management - Monitoring of contribution arrears from the facilitating institution,1966
Arrangement of outgoing wire transfers,553
Periodic monitoring of the materiality of shared customers and the related calculation of overdrafts within the Group,1988
Internal Model Investigation Final Decision and Remediation Plan,133
Checks on covered bond issuance programmes,1944
Export Documentary Credits - Use,924
Superbonus Ecobonus and other building bonuses - CIB COMPANIES - Periodic and cumulative transfer of the tax credit,539
Consolidated COREP (COREP_OF_CON and FRTC bases) _ Flow generation - data verification - consolidation - reporting sending,430
Euro and foreign currency liquidity management - Cash flow forecast,1556
Triparty REPO,1699
Charge calculation and tax balancing,698
POS sale and activation - First customer request BdT Division - Internet Banking,2225
Attivita' Of periodic reportistica-Finanziamenti Facilitated following of Calamita' Naturali,186
Financial Products and Services - OTC Derivatives - Fixing Management - IMI CIB and BdT,1875
"Creation and management of ""Mazzetta Civetta"" in ATM-MTA",526
Capital Management - Monitoring of the Capital Plan,2017
"Drafting, publication and updating of Governance Documents and Rules",2072
Deterioration-damage-destruction-improper use of artistic assets,23
Superbonus Ecobonus and other building bonuses - PRIVATE - Condominiums - IACP - Third Sector and Religious Entities - Conditional transfer of the tax credit to be accrued,1328
Protection Policies - Motor - After Sales,225
Management of Leasing Bad Loans - Analytical evaluation of Leasing Bad Loans - Intesa Sanpaolo,903
Enforcement of the ISMEA surety,1314
Clearing Custody and Settlement services - Securities settlement in the foreign market,813
Quadrature of the cash desk,1618
Valuation of instruments linked to equity investments,1258
Fulfillment of registration tax Real estate purchase and sale contracts,993
Adequate verification and profiling of money laundering risk,226
Honourability requirements absence of causes of incompatibility and existence of close ties - self-certification,871
Verification of a bankruptcy nature - Request or communication received by the Bank,502
Factoring - Contact and commercial proposition for credit transfer,1348
Designation of employees as representatives in other companies,525
Phishing and spam analysis,2076
Extinction of the service Value Together,1181
Valuation of severance indemnities and other personnel funds,892
Price adjustments for Deed due - BdT Division,1496
Activation of professional figures (SAP HR),1999
EMIR - DFA - Mandatory Reporting to the Data Repertoire,328
Management of the data quality indicator (KQI),2137
Management of assets acquired at auction - Management and valorisation of properties,256
Own Account Finance - Securities - Basis Trade operations for Eligible Counterparties,111
MLT Plafond monitoring and TIT Reporting in derogation - specific MLTs,286
Procurement of blank values,972
Own account finance - OTC derivatives - Deal negotiation,1201
Financing in Loan IQ - Payments - Payment,713
KID predisposition,1352
Unavailability of Essential Personnel - Return to normal operations,1277
Employee devices - Other devices - Return or reinstatement,815
Annual FTT statement,2120
Institutions Treasury - Operational Management - Collection,1369
Activation of access by a Company to applications for the Group on the target information system,2024
ABaCo - Pledging,389
Proactive Corporate and Small Business Management - Managing positions in Branch Management (GF),1904
Certificates of Deposit - Amortization,806
Open Banking - Activation and contracting of the service,1705
PUU User License Request - Analysis,159
Preliminary analysis of a potentially critical event with impacts on systemic processes,1824
Request and activation of fiduciary services offered by Fiduciaria del Gruppo,767
Approval of IT security information flows by the Corporate Bodies,1677
"Enrollment in the IVASS Register, section E and issue of the relative assignment",496
Ordinary maintenance of the Business Continuity Plan,796
Payment of foreign settlement coupons,2298
Assignment of artistic assets and designation of referents,847
Issuer Regulations - Management of methods for crossing information barriers,2183
Probable Default - Relationship management in Servicing Bank,1303
Bancaidentity - Opening of the contract,2007
Identification of Personnel and management of the period of supervision,156
Rating - Automatic rating management and downgrading,2121
Rating - Automatic rating management and downgrading,2122
Rating - Automatic rating management and downgrading,2123
Rating - Automatic rating management and downgrading,2124
Rating - Automatic rating management and downgrading,2125
Rating - Automatic rating management and downgrading,2126
Consolidated Financial Statements - Preparation of data acquisition environment and intercompany reconciliation,1188
Administration Financing Leasing - Subleases,2035
Management of Facilitated Interventions - Investigation,1892
Control and analysis of real estate services,305
Probable Default - Classification and Management SAG,2040
IRR risk - Update of the demand postal service model - International banks perimeter,1424
Report for the Supervisory Body 231_2001 ISP and Subsidiary Companies,2107
Start of production of the Model Change,1092
Loan Opening and Closing,1585
Institutions Treasury - Operational Management - Payment,461
Performance test execution,40
Termination of access authorization to 'Restricted Areas' with biometric data detection,1501
Cancellation of own securities,1465
Own Account Finance - Securities - Monitoring operating restrictions on trading - IMI CIB Division,1127
Leasing Financing Administration - Collection of bank transfers and manual active invoicing,415
Concession - Perfecting Small Business,1817
Distribution of insurance financial products,1964
Remote Identification and Recognition Services - Multichannel Contract - After Sales,1271
Non-performing loans management - Advances and expense accounting,39
Contracting of Solution PA collection services - PagoPA System,1655
Existing customer management,2212
Own Account Finance - OTC Derivatives - Market Operations Management - MOP Validation and Remove MOP,1624
Pensions - Activation of the payment service,1666
Customer Securities Lending - Fee and interest management,678
Subjects not resident in Italy - Personal data and tax treatment of relationships,1654
Extraordinary event management,1076
Using certain date with scanner,1274
Domestic Cash Pooling - Change in deactivation of service termination,749
IRR risk - Prepayment model update - perimeter of international banks,1280
Recruitment of Employees,14
Census and Counterparty Management - Lead branch change,1864
Payment of foreign settlement dividends,1814
Factoring - Factoring Management - Collections Transfers,2085
Disclaimer of payments,1955
Identification and Evaluation - Evaluation of the Operating Context,285
Management of assets acquired at auction - Sale of properties,2142
Equity Capital Markets - Capital increases,291
Refund activity,2283
Reception of foreign transfers,1754
Management of the confidentiality level of the reports produced by the CRO Area,2069
Updating of MiFID profiling using a Corporate Customer questionnaire - CIB and CLB,2101
Generic Position Risk - Calculation of regulatory exchange risk measures,1943
Portfolio Collections Management - Protest bills management,512
Customer Portfolio - Portfolio and Economic Segmentation - Entry and modification,635
Identification of the Configuration Items,1522
Own Account Finance - Securities - Bond Trading - Proprietary Trading DCTFG,59
Third Party Finance - Securities - Trading via the Market Hub platform,125
Negotiation - Payment of foreign checks,452
Management of Subsidized Interventions - Product Specificity - Law 488-92,2227
Banks - Manual rating assignment,1193
Equity Capital Markets - Private Placements,622
Activation and daily execution of the Operational Management morning tests,435
Rate Management Asset and Liability Management - BT risks deriving from Euro to MLT transactions with IAS compliant hedges,132
Individual Leverage (LEVI Base) _ Flow generation - data verification - reporting submission,457
Concession - Lease contact,2082
Contribution Management - Out of Installment Contribution Management,739
Management of standard invoices - invoices for previous years - credit notes,922
Credit Risk - Updating of engine data for calculating decision-making competence in RWA,973
Self Equipment Management - Recovery and management of captured cards,469
IBMi Anomaly Management,1693
Corporate Treasury - Service Management - Ancillary services,1488
Identity and Access Management for External Users,1719
Non-harmonised consolidated statistical reporting (Base EP) and phase EP_USD,584
Analysis of the verification sessions carried out,455
Credit Risk Mitigation - Agricultural Bill - First issue,1745
Prepaid cards - Issuance requested by Private Customers - Internet Banking and Mobile App,471
Definition of the investment plan and project authorization,732
Mortgage guarantees - Mortgage renewals,54
Evolutionary maintenance,2052
Payment of checks drawn and negotiated,381
Declaration - liquidation - payment - accounting of stamp duty paid virtually,1565
Issuance and Withdrawal of the temporary badge for Branches,1534
Debit and service cards - Issuance requested by Private Customers - Internet Banking and Mobile App,962
Website creation and updating,894
VAT settlement and payment by the representative Company,75
Profit and Loss Theoretical Calculation and Certification,546
Remote Identification and Recognition Services - Client's Graphometric Signature - Signing of the documentation produced by the Bank in electronic format,997
Systematic Internalizer - Report,568
Rate management Asset and Liability Management - Model of medium and long-term demand items,1819
Pledges - Operational details for pledges on goods or documents representing goods,2133
Concession - Lease completion,1510
Consolidated Financial Statements - Data consolidation and archive closing,1039
Accounting for passive leases,881
Concession - Financial Institutions ONE - Resolution,1125
Remittances doc. receipts doc.exp.- Discount without recourse bills with transfer of SACE Supplier Credit policy,1901
Remote Banking services for Legal Persons - My Key Business - Post-Sale Termination and Customer Withdrawal,405
"Establishment, modification, suppression of organizational structures (authorisation process)",182
Calculation of the reserve - Analytical-statistical evaluation of non-performing loans,2014
Termination of the fiduciary mandate and termination of the underlying relationships,1722
Proactive Problem Opening,1192
Securities lending operations with BdT and Internal Loan customers,951
Tax Shield Ter - Transfer to another intermediary,627
Management of agreements for the exchange of MT101 with Third Party Banks,1970
Management of lost foreign checks,184
Modification of the classification of LAW at the request of the Client - CIB,2285
Management of Administrative Activities F23 and F24,21
Financial Products and Services - OTC Derivatives - Activation and Management of the Investment Research Service - BdT,1626
Proactive Problem Planning Monitoring,1506
Past Due Management - Management of disputes of factored debtors,18
Bad Loans Management - Management of 498 Notices and other communications,1910
Key Management,600
Placement exchange transactions,901
Own Account Finance - OTC Derivatives - Confirmations - Transactions in Derivatives on Commodities,2119
Installment management,957
Concession - Private individuals - Acceptance and release Mortgage co-obligee - Improvement,665
Probable Default - Restructuring Agreements-Recovery Plans,2253
Issuance of the proxy on securities deposit,1150
Checks on Cash Handling Suppliers,2010
Title Transfers,2145
Execution of the Charity Fund Plan - Plafond definition for Territorial Donations,1346
DFA - Disclosure of information to customers,992
Incoming foreign transfers - Management of penalties - Use of funds for currency adjustment,834
Management of bad debts - Counts pursuant to art. 2855 of the Civil Code and account statements on mortgages,2186
Disposal of Impaired Loans and Portfolios of Non-Performing and Mixed Loans - Portfolio and Single Name Disposal above and below the threshold - Post Closing Activities - Reporting and Monitoring,407
Savings Accounts - Renewal,2226
Studies and research management - Sending draft studies to the issuer,2280
Preparation and sending of MiFID II Reporting Flow - Transaction Reporting (TR) and Post-Trade Transparency (PTT),2275
Acquisition and installation of physical assets,656
"MIFID - Preparation of certification data and production of Statements of costs, charges and incentives of the Investment Portfolio for Customers",2073
Management of mortgages and amortization loans - Sale of additional options,2103
Advance invoices Italy - Presentation management,2062
Remote Access and Identification Services intended for Individuals - Regularization of Documentary Anomalies,1548
Relationship opportunity management - BdT Division,1572
Abroad - Foreign exchange operations - Spot exchange trading - IMI CIB,213
Valuation of Securities and Derivatives - Effectiveness test of interest rate risk hedging,131
Funding - Management of operations with Cassa Depositi e Prestiti,483
Mortgage Guarantees - Monitoring the trend of real estate initiatives,2043
Financial products and services - OTC derivatives - Transaction definition and conclusion - IMI CIB Financial Institutions customers,511
Management of the Short Term Internal Transfer Rate - Detection of monthly curves and daily quotations for the Commercial Divisions,98
Enforcement - Settlement agreements - Extension of guarantee duration - Suspension of guarantee activation terms Direct Guarantee Fund 662-96,1993
Production management of Data Quality contributions for reporting,742
Financial Institutions - Issue of Advised Checks-Circulars-Drawing,1307
Verification Plan,2089
Hermione database generation and verification,2241
Concession - Individuals - Installment credit line - Right of withdrawal,1913
Training of Personnel who perform Relevant Activities in the context of Investment Services,1074
DFA - Validation of documentation and authorization of the Counterparty,307
Proprietary and Third Party Indices - Reallocation and Rebalancing Algorithmic Indices,2297
SWIFT - Fraud monitoring and management,485
Protection Policies - Goods and People - Distance Offering,1160
Periodic reporting to the FED of investments in non-banking companies operating in the US,201
Third Party Security - Supplier security posture monitoring activities,777
Incidents of non-compliance and interactions with authorities,735
CLASSIFICATION - Credit staging calculation,238
Closing period of disbursements to State of Work Progress - Loan Credit - Building for sale,1198
Launch of marketing new products,2191
Prepaid Cards - Top up or withdrawal on Card,1434
Governance of the life cycle of the control,1896
Non-harmonised financial information - Account matrix - Section III - Other information details (Base W2),1183
Collateral Management - Request for intragroup exemption,1541
Remote Identification and Recognition Services - Digital Branch and Remote Digital Branch - Customer identification and call management,1185
Personnel with mixed employment contract - Verification of honourability requirements absence of causes of incompatibility and existence of close ties - self-certification,1810
Periodic checks and information to the Collegiate Bodies,552
Collateral management - Margin calculation and management - Variation Margin,563
Clearing - Fire Drill of the CCP - Own Account,1708
Funding - Coordination of transactions from supranational entities and Cassa Depositi e Presiti towards Intesa Sanpaolo and Group companies,1067
Services on incoming wire transfers,2182
Governance and tree management of Group processes,1495
Change of membership structure or contact person of an SSA,1033
Physical title unloading management,2311
Physical title unloading management,2312
Bad debt management Leasing - Management of the passive cycle,1703
Solidarity Fund - Revocation of the suspension,95
XME dindi - Sales and after-sales management,1436
Enforcement of the Loan of Hope Guarantee,1749
Drafting validation and approval of the DCNF,1238
AnaCredit individual reporting to foreign regulator,746
Management of updates of the Practical Guides,124
ETD Derivatives - Front Office Event Management,1759
Money transfer service abroad Money Transfer Western Union - Activation and after-sales management,1717
Real Estate Asset Leasing Management - Repossession of the asset,1407
ATM and MTA handled by the Branch - Recovery of valuables and cash balancing,597
Declaration of start of activity - change of data - cessation of activity for VAT purposes (Form AA7),1709
Management of physical Luxembourg securities issued by Eurizon Capital SA,1710
Bad Loan Management - Excerpts,654
Printing and translation of the booklets,874
IP Management in Server Farms,1319
Issuance of anti-money laundering due diligence and management of documentary and certification requests,298
Abroad - Foreign exchange transactions - Preliminary contractual fulfillment - Spot foreign exchange trading - Global Corporate Management,1667
Night Cash - Activation of the Service,2224
Regulated Derivatives - Definition and monitoring of operating limits - Clearing Clients,115
Question - Loans to Intesa Sanpaolo Group Employees,611
Transfer of worthless securities,1748
Business Brokerage Services - Protection Policies - Assets and Persons,1515
Clearing Custody and Settlement Services - Preparation of the CUPE model,1178
Mortgage Guarantees - Improvement,1483
Contingency process - EBA CLEARING closure,736
Compliance with Minor Local Taxes and Single Property Fee,1847
Payment cards - Ancillary services and operational data,1788
Payment cards - Ancillary services and operational data,1789
Payment cards - Ancillary services and operational data,1790
Own account finance - Securities - Survey and update of Standard Settlement Instructions,2238
Bimonthly Plan for the securities portfolio,1584
Real estate sale,221
Leasing Financing Administration - Invoicing of leasing supplies,5
Management of Change Requests,1057
Sale of eligible assets and Cover Pool integration,931
Performance evaluation system of ICT Suppliers,521
Management of Private Retail Positions - Outsourced management - outsourcer - Phone and Home collection,1721
Renegotiation of operations being disbursed at the Progress of Work Status,1776
Internalization of operations in REPO,966
Factoring - Factoring Management - Transfer Management,2079
Concession - Individuals - Subsidized mortgages and Mortgages granted to minors and owners of sole proprietorships - Contact with the customer,344
OPA - Public Purchase Offer,283
OPA - Public Purchase Offer,284
Safety Deposit Boxes and Locked Deposits - Start up of the contract,475
MIFID profiling and signing of the Corporate TOP - IMI CIB Customer Contract,1659
Incoming foreign transfers - Control of currency coverage,264
Identity and Access Management for Customer Users,1334
Placement and renewal of Italian government bonds,450
ABI Agreement for Credit - Proposal Preliminary Application and Resolution,1195
Loan IQ Loans - Loan extinction - Partial repayment - Loan extinction or partial refund,1373
Probable Default - Closing,1595
Current Accounts - Opening current accounts at branches of foreign banks not belonging to the Intesa Sanpaolo Group belonging to the IBOS circuit,1121
Issuance of the mandate of OFS enabled Financial Advisor,1132
Unavailability of Information Systems - Management of Business Continuity Measures by Global Corporate Area,428
Own Account Finance - OTC Derivatives - Transparent Portfolio Management,551
Supply Chain Management - Supply Chain Renewal,2003
Loans in GIC - Revocation and Waiver,2307
Other capital operations,1464
Repurchase of own Senior and Subordinated bonds,2061
Subsequent events - Extinction of the Young Couples Fund DPCM 256 - 2010,2288
Collection services - Utilities,2159
Production and publication of the Data Quality report of the CRO Area,915
Folder-Portfolio disposal,1856
Market data collection and certification - CDS,1755
Financial Products and Services - OTC Derivatives - Potential Loss Reporting - IMI CIB and BdT,1587
Passive substitutes - Improvement,357
Credit Risk - Calculation of Regulatory Measures - Calculation of Performing Expected Management Loss,1967
EMIR - DFA - Portfolio reconciliation for non centrally cleared OTC derivatives,303
Exchange Management - Ordinary management of Structural Exchange risk,1511
Production of divisional reports and analysis of results,872
Concession - Corporate - Investigation,1177
ADUE and ADUE B2B (SDD) - Management of request for copy of mandate,1835
Access management to Target2 Securities (T2S) through the Graphical User Interface (GUI),1244
DFA - Complaint Management,1991
Welfare plan activation,1099
Setup of operational risk governance processes,1878
Bank of Italy inspections,1537
IRR risk - Prepayment model update - Italy perimeter,1620
Unavailability of Information Systems - Management of Business Continuity Measures for Retail Personal and Business Branches,1691
Digital invoice service - Activation and after-sales management,1675
Test design,1743
Various matches,2102
Individual contract assignment,1343
Data consolidation and submission of lending rates,319
Concession - Private individuals - Credit lines and other loans - Right of withdrawal,1216
"Centralized filing, research of blocks and pulping paper operational documentation Branches and Central Structures Operations",1153
Management of third party access detection to Branch premises,995
Counterparty Risk - Backtesting and Stress Testing,1795
Cost of Credit Monitoring - Processing and analysis of pre-final and final data,745
Certification of publication and printing of the DCNF,753
Event management,1102
Issue Internal Communications,655
Current Accounts - Sale of current accounts with a paper process,70
ADUE and ADUE B2B (SDD) - Mandate management,1632
Determination of Own Funds on an individual basis,596
Drafting of the Offering Prospectus and admission to trading,699
Management of Private Retail Positions - Internal Management - Branch,1003
Current Accounts - Proxies,939
Investment and Monitoring of Funds and Structured Products,509
Updating of operating systems and infrastructural products,557
Business Unit data collection,187
Safety Deposit Boxes and Closed Deposits - Management of the safety deposit box in the name of the deceased,920
Management and monitoring of prudential limits for qualifying holdings in non-financial companies,2166
Management of the Conflicts of Interest register,1499
Catalog and personal data management - Definition and assignment of profiles,460
Individuals - Mortgages - Resolution,392
ABaCo - Static Pool reporting,787
Third Party Security - Third Party Assessment,2097
Study and research management - Publication of the Initial Public Offering recommendation,1390
FATCA-CRS Reporting,1813
Setweb portal - Enabling and after-sales management,391
Concession - Financial Institutions ONE - Customer Contact,2090
EMIR - DFA - Portfolio compression for non centrally cleared OTC derivatives,487
Reception of irregular cash packets - Branch,2027
Protection Policies - Motor - Issuance of Policies - Off-Site Offering - Intesa Sanpaolo Agents4You,910
Savings books - Issue,2037
Customer payments,498
Individuals - Mortgages - Application,1064
Free bank checks - presentation for collection of checks reported as stolen-lost-destroyed prior to notification of the amortization decree,1942
Real Estate Help Desk - Breakdowns and ordinary maintenance,128
Documented remittances receipts import documents - Loading and Modification,393
Payment of taxes using the F23 form,1860
Credit Information Systems - Report Management,1079
Checks - Data-image-original searches,507
"Planning for risk identification, assessment and control",114
Concession - Resolution Small Business,2189
Mortgage conversion in foreign currency - Individuals,500
SDD at bank risk - Domiciliation request,754
Management of accounting records for own securitization transactions and covered bonds,1024
Finance Leasing Administration - Administrative events on contracts,1546
Skype for Business federation,794
Activation of outsourcing,1351
Processing of checks after collection from foreign banks and Italian banks,1107
Own Account Finance - OTC Derivatives - Reconciliations,2104
Covered Warrant Issues - Exercise at maturity,459
Securities Loan to Customers - Subscription to the Service,2295
Reports Interbank Deposit Protection Fund - Contribution basis and additional statistical indicators,671
Registry management,1279
Traveling games,200
Negotiation and approval,721
Documented remittances receipts export documents - Eximbills Regulation,2236
Data relating to the operations of financial advisors authorized for door-to-door selling,762
Audit activity,224
Stamp duty on electronic invoices - payment - accounting,236
Sale of Corporate Welfare Service,1840
