risk,riskID,riskType,financialDisclosureRisk
Incorrect definition of the level of funding,1481,Financial Information Risk (ex 262/2005),True
Final documentation incomplete and/or incorrect,711,Financial Information Risk (ex 262/2005),True
Missing or incorrect entry of data into the system,2310,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete emission characteristics,1206,Financial Information Risk (ex 262/2005),True
Missed or incorrect pairing,2288,Financial Information Risk (ex 262/2005),True
Invalidity of the Due Diligence forms.,2130,Financial Information Risk (ex 262/2005),True
Incompleteness of the data entered,952,Financial Information Risk (ex 262/2005),True
Possible violation of restrictions on petroleum and petrochemical products,2523,Other,False
Possible regulatory violation on the subject of Aml/CFT or Contrasting Terrorism Financing,2517,Other risks (operational),False
No change in check status,2336,Other risks (operational),False
Controls in the field of AML/CFT or countering the financing of terrorism,224,Other risks (operational),False
Inconsistency between customer instructions and transferor mandate,961,Other risks (operational),False
Incorrect or missing settlement of the practice,1803,Other risks (operational),False
Acquisition of consent not occurred,82,Financial Information Risk (ex 262/2005),True
Incomplete counterparty risk monitoring,840,Financial Information Risk (ex 262/2005),True
 Incorrect application of the standard methodology,16,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete contribution of the PFE engine,1749,Financial Information Risk (ex 262/2005),True
Incorrect calculation of the PFE risk measure,1303,Financial Information Risk (ex 262/2005),True
Incorrect system update,1981,Financial Information Risk (ex 262/2005),True
Incorrect accounting and/or incorrect management of the PAV,1080,Financial Information Risk (ex 262/2005),True
Incorrect input of information on worksheets;,1650,Financial Information Risk (ex 262/2005),True
Incorrect definition of the amount of withholding taxes to be paid or credited,1477,Financial Information Risk (ex 262/2005),True
Incorrect payment of withholding taxes,1824,Financial Information Risk (ex 262/2005),True
Incorrect/delayed payment of withholding taxes compared to the instructions given,2056,Financial Information Risk (ex 262/2005),True
Incorrect imputation,1638,Financial Information Risk (ex 262/2005),True
Failure to comply with Volcker Rule constraints,507,Other risks (operational),False
Incorrect anomaly fix,1235,Financial Information Risk (ex 262/2005),True
Non-execution of the fulfilment,2390,Other risks (operational),False
Incorrect compilation and aggregation of files dedicated to each company,1364,Other risks (operational),False
Failed / delayed electronic submission of the tax return,417,Other risks (operational),False
Failure to receive documentation,635,Other risks (operational),False
Incorrect drafting of the Consolidated Statement,1519,Other risks (operational),False
Lack of formal correctness,2169,Other risks (operational),False
Possible incorrect data entry into the system,2495,Financial Information Risk (ex 262/2005),True
Wrong draft contract,3058,Financial Information Risk (ex 262/2005),True
Transmission of incorrect or incomplete documentation,2838,Financial Information Risk (ex 262/2005),True
Failure/incorrect filing of documentation,706,Other risks (operational),False
Incorrect/incomplete documentation received from the notary,2079,Financial Information Risk (ex 262/2005),True
Lack of consistency between the data received and what was charged in the procedure,2153,Financial Information Risk (ex 262/2005),True
Incorrect/incomplete subsidized mortgage documentation,2095,Other risks (operational),False
Incorrect/incomplete documentation received from the notary,2079,Other risks (operational),False
Draft final contract Wrong,345,Financial Information Risk (ex 262/2005),True
Incorrect signatures and signatory powers,1950,Other risks (operational),False
Unworked position,2886,Financial Information Risk (ex 262/2005),True
Incorrect news entry or failure to send legal notices (DL 231/2007),1718,Financial Information Risk (ex 262/2005),True
Incorrect application data,1236,Other risks (operational),False
Outdated security measures as threats evolve,2445,Legal and non-compliance,False
Risks related to high-risk treatments not adequately mitigated,2751,Legal and non-compliance,False
Wrong and/or incomplete labelling,2964,Other risks (operational),False
Wrong and/or incomplete census,2956,Other risks (operational),False
Wrong and/or incomplete labelling,2964,Financial Information Risk (ex 262/2005),True
Wrong and/or incomplete dictionaryization,2957,Other risks (operational),False
Wrong shipping notice,3190,Other risks (operational),False
No provision due to improbable contribution arrears.,2355,Financial Information Risk (ex 262/2005),True
Wrong calculation of threshold overrun,2990,Financial Information Risk (ex 262/2005),True
Incorrect information to the reference Management Committee,1649,Financial Information Risk (ex 262/2005),True
Sending wrong documentation,2770,Financial Information Risk (ex 262/2005),True
Incorrect calculation of indicators,1292,Financial Information Risk (ex 262/2005),True
Incorrect active eligibility data,1153,Financial Information Risk (ex 262/2005),True
Current value calculation incorrect,247,Financial Information Risk (ex 262/2005),True
Incorrect relationship data,1911,Financial Information Risk (ex 262/2005),True
Incorrect accounting balance of receipts,1084,Financial Information Risk (ex 262/2005),True
Inconsistent title and credit data files,1025,Financial Information Risk (ex 262/2005),True
Ineligible assets,2113,Financial Information Risk (ex 262/2005),True
Incorrect loading of securities data for Servicer Report,1682,Other risks (operational),False
Incorrect category assignment,1329,Financial Information Risk (ex 262/2005),True
Analytical data inconsistent with accounting flows,100,Financial Information Risk (ex 262/2005),True
Tests not done correctly,2823,Other risks (operational),False
Incorrect loading of credit data for Servicer Report,1676,Financial Information Risk (ex 262/2005),True
Wrong document parsing,3056,Other risks (operational),False
Presence of errors in the loading of the practice,2554,Other risks (operational),False
Possible violation of AML/CTF regulations,2522,Other risks (operational),False
Presence of Black Listed names,2532,Other risks (operational),False
Wrong acceptance load,2935,Other risks (operational),False
Data not sent,285,Financial Information Risk (ex 262/2005),True
Incorrect and inconsistent financial data,1189,Legal and non-compliance,False
Possible differences between internal evidence and Clearstream,2485,Financial Information Risk (ex 262/2005),True
Failure to receive confirmation from Clearstream,634,Financial Information Risk (ex 262/2005),True
Correct and consistent feeding of ledgers,228,Financial Information Risk (ex 262/2005),True
Mismatched stock positions,2279,Financial Information Risk (ex 262/2005),True
Misalignment between pre-confirmation and data entered in FO systems,2241,Financial Information Risk (ex 262/2005),True
Accounts not reconciled,77,Financial Information Risk (ex 262/2005),True
Deviations from the historical trend,319,Other risks (operational),False
Incorrect sum of stipulations,1971,Financial Information Risk (ex 262/2005),True
Inconsistent/correct data,1027,Financial Information Risk (ex 262/2005),True
 Incorrect registration of the resolution,32,Financial Information Risk (ex 262/2005),True
Incorrect/incomplete preparation of documentation,2088,Other risks (operational),False
Failure to deliver within the established deadlines,548,Financial Information Risk (ex 262/2005),True
Failure to register the enforcement procedure with a positive outcome,646,Financial Information Risk (ex 262/2005),True
Rejects from QDH Quadrature Flows,2649,Financial Information Risk (ex 262/2005),True
Branch opening block,154,Other risks (operational),False
Incorrect and/or incomplete data upload,1200,Financial Information Risk (ex 262/2005),True
Incorrect or complete ratings,1729,Financial Information Risk (ex 262/2005),True
Registration and payment not made on time,2643,Other risks (operational),False
Failure to validate the questionnaires,699,Legal and non-compliance,False
Incorrect data indicated in the declaration and/or failure to meet the required requirements,1452,Other risks (operational),False
Delay in providing documentation,308,Other risks (operational),False
Incomplete or non-exhaustive documentation,905,Other risks (operational),False
Provision of documentation within the established times,2620,Other risks (operational),False
Ascertain the service mode in the foreign market,128,Legal and non-compliance,False
Management of the negotiation not compliant with the rules and the service model,2213,Other risks (operational),False
Verify the presence of the Legal Opinion,2907,Other risks (operational),False
Dissemination of phishing/spam campaigns on the perimeter of managed systems,331,Other risks (operational),False
Incorrect file,1601,Financial Information Risk (ex 262/2005),True
Failure to align information on the severance pay fund with the general accounting results,458,Financial Information Risk (ex 262/2005),True
Incorrect usage determination,2024,Financial Information Risk (ex 262/2005),True
Incorrect / not complete feeding of working xls files,1051,Financial Information Risk (ex 262/2005),True
Incorrect accounts,1145,Other,False
Inconsistent service awards,1024,Financial Information Risk (ex 262/2005),True
Presumed data correct,2596,Financial Information Risk (ex 262/2005),True
Incorrect severance indemnity paid,1943,Financial Information Risk (ex 262/2005),True
Incorrect step data,1962,Financial Information Risk (ex 262/2005),True
Mismatch between database and accounting data,2267,Financial Information Risk (ex 262/2005),True
Missing or incorrect reporting,2311,Legal and non-compliance,False
Missing or incorrectly valued data,2313,Legal and non-compliance,False
Data not sent,285,Legal and non-compliance,False
Late or incorrect reporting,2184,Legal and non-compliance,False
Incorrect KQI calculation,1057,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete formalization of the configuration parameters,1769,Other risks (operational),False
Wrong dictionaryization,3051,Other risks (operational),False
Failure to manage the property,591,Other risks (operational),False
Ticket entered incorrectly,2828,Financial Information Risk (ex 262/2005),True
Wrong deal,3041,Financial Information Risk (ex 262/2005),True
Wrong or failed installment charge at maturity,3128,Financial Information Risk (ex 262/2005),True
No monitoring,2347,Other risks (operational),False
Non-compliant data,2378,Financial Information Risk (ex 262/2005),True
Incomplete download from infoprovider,857,Other risks (operational),False
Failure to return all assigned devices,658,Other risks (operational),False
Incompleteness of the transmitted data,956,Other risks (operational),False
Mismatch and Wrong Information in Declaration,2262,Other risks (operational),False
Incorrectness of the prospectuses,2109,Financial Information Risk (ex 262/2005),True
Misalignment between system data and contract,2242,Financial Information Risk (ex 262/2005),True
Unworked position,2886,Other risks (operational),False
Incorrect data transmission,1462,Other risks (operational),False
Failure to account for credits,444,Financial Information Risk (ex 262/2005),True
Incorrect payment for incorrect parameters,1819,Financial Information Risk (ex 262/2005),True
Foreign exchange trading risk,720,Financial Information Risk (ex 262/2005),True
Presence of raw locations,2579,Financial Information Risk (ex 262/2005),True
Discrepancies in the roles elaborated with what was recognized by the depositary,328,Financial Information Risk (ex 262/2005),True
Incorrect tax calculation,1985,Financial Information Risk (ex 262/2005),True
Incorrect tax certifications,1986,Financial Information Risk (ex 262/2005),True
Incorrect foreign tax management,1615,Financial Information Risk (ex 262/2005),True
Risk of lack of legitimacy requested,2728,Legal and non-compliance,False
Template data incomplete and/or incorrect,2820,Financial Information Risk (ex 262/2005),True
Incomplete reconciliation,918,Financial Information Risk (ex 262/2005),True
Incomplete tables,928,Financial Information Risk (ex 262/2005),True
Incorrect application of accounting principles,1239,Financial Information Risk (ex 262/2005),True
Failure to acquire the guarantee,448,Other risks (operational),False
Failure to comply with the deadlines established for the formal submission of the investigation to the competent body.,516,Other risks (operational),False
Inadequate or incorrect documentation supporting the investigation,765,Other risks (operational),False
Failure to highlight in the proposal the possible need to subordinate the formalization of the admission to the acquisition of a guarantee,568,Other risks (operational),False
"Acquisition of incomplete, incorrect or formally defective documentation",84,Other risks (operational),False
Non-compliant service provided,2384,Other risks (operational),False
Incorrect or missing confirmation of the SAG,1792,Financial Information Risk (ex 262/2005),True
Incorrect classification,1347,Financial Information Risk (ex 262/2005),True
Presence of positions that do not have valid administrative status,2576,Financial Information Risk (ex 262/2005),True
Incomplete assignment of positions,829,Other risks (operational),False
Incorrect/incomplete report,2091,Other risks (operational),False
Wrong operation entry,3124,Financial Information Risk (ex 262/2005),True
Settlement: failure to communicate with the counterparty,2777,Financial Information Risk (ex 262/2005),True
Failure to send the transaction to the sectional accounting system,669,Financial Information Risk (ex 262/2005),True
Presence of unreconciled rejects/suspended,2591,Financial Information Risk (ex 262/2005),True
Mismatch between sending and receiving settlement confirmations,2271,Financial Information Risk (ex 262/2005),True
Overrun and budget inconsistency not reported,2451,Financial Information Risk (ex 262/2005),True
Unregulated temporary provisionals,2879,Financial Information Risk (ex 262/2005),True
Irregular cancellation,2135,Financial Information Risk (ex 262/2005),True
Incorrect cancellation of the title at the depositary,1326,Other risks (operational),False
Incorrect title cancellation on proprietary systems,1996,Financial Information Risk (ex 262/2005),True
Failure to comply with restrictions,514,Financial Information Risk (ex 262/2005),True
Incorrect calculation of the Global Effective Rate,1302,Financial Information Risk (ex 262/2005),True
Errors in acquiring the economic conditions envisaged in the contractual scheme,369,Financial Information Risk (ex 262/2005),True
Inconsistent/incomplete data,1028,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete sending of flows to accounting,1779,Financial Information Risk (ex 262/2005),True
Incomplete reset of miscellaneous games,922,Financial Information Risk (ex 262/2005),True
Incorrect location charging in systems,1696,Financial Information Risk (ex 262/2005),True
Failure to confirm competence Deed and consequent automatic payment authorization,541,Other risks (operational),False
Missed or incorrect deal accounting,2286,Other risks (operational),False
Extract not received,413,Other risks (operational),False
Abnormal P&L jumps in Kondor+,58,Financial Information Risk (ex 262/2005),True
Failure to receive bank transfer,633,Financial Information Risk (ex 262/2005),True
Incorrect calculation of equity/bond rebates fees,1291,Financial Information Risk (ex 262/2005),True
Incorrect funding exclusion,1621,Other risks (operational),False
Hiring an employee without adequate reliability and/or reputation requirements,741,Other risks (operational),False
Irregular and/or invalid communication of employment,2134,Other risks (operational),False
Undue use of contributions/subsidies,2866,Other risks (operational),False
Discrepancies in the roles elaborated with what was recognized by the custodian,327,Financial Information Risk (ex 262/2005),True
Incorrect reports to the Italian tax authorities,1921,Financial Information Risk (ex 262/2005),True
Incorrect information to the US taxman,1648,Financial Information Risk (ex 262/2005),True
Incorrect RAD certifications,1067,Financial Information Risk (ex 262/2005),True
Risk Failure to Assign the Suspended,2684,Other risks (operational),False
Unused Warnings,2883,Other risks (operational),False
Expired notices,410,Other risks (operational),False
Wrong/failed to register and account for receipts,3216,Financial Information Risk (ex 262/2005),True
Failure to balance the accounts of the Miscellaneous Items open against practices that have not yet been completed,469,Other risks (operational),False
Failure to comply with the processing times of the files within the terms set by the PSD2,527,Other risks (operational),False
Failure to balance the accounts of the open Miscellaneous Items in relation to the status of the files,470,Other risks (operational),False
Risk of incomplete Evaluation of the Operating Context,2701,Financial Information Risk (ex 262/2005),True
Failure to book check,474,Financial Information Risk (ex 262/2005),True
Unauthorized operation,2848,Financial Information Risk (ex 262/2005),True
Incorrect credit,1403,Financial Information Risk (ex 262/2005),True
Flow not received,715,Other risks (operational),False
Failure to verify the pending accounts with incorrect or absent transfer data,702,Other risks (operational),False
Significant deviations and/or relevant or privileged information,2783,Other risks (operational),False
Incorrect risk metrics,1933,Financial Information Risk (ex 262/2005),True
Inconsistent risk measurements,1023,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete data stream,1759,Financial Information Risk (ex 262/2005),True
Incomplete or incorrect input data feeding,890,Financial Information Risk (ex 262/2005),True
 Squaring between the bills portfolio and cash balance,48,Other risks (operational),False
Improper data entry,750,Other risks (operational),False
Working with embargoed countries,2912,Other risks (operational),False
Incorrect return of funds to the bank by the beneficiary,1930,Financial Information Risk (ex 262/2005),True
Inconsistent generation of sign information,1004,Financial Information Risk (ex 262/2005),True
Incorrect data import,1448,Other risks (operational),False
Incomplete and/or incorrect loading of signage information,816,Financial Information Risk (ex 262/2005),True
Inconsistency of signage information,971,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect acquisition,796,Financial Information Risk (ex 262/2005),True
Incorrect loading of indicators,1680,Financial Information Risk (ex 262/2005),True
Incorrect assessment of the financeability of the asset requested under leasing,1254,Other risks (operational),False
Undue disbursement of the contribution due to impediments.,2864,Financial Information Risk (ex 262/2005),True
Undue disbursement of the contribution due to insolvency.,2865,Financial Information Risk (ex 262/2005),True
Incorrectness of the contributions paid,2107,Financial Information Risk (ex 262/2005),True
Incorrect accounting of contributions paid by the Facilitating Body.,1095,Financial Information Risk (ex 262/2005),True
Incorrect/incomplete compilation of the system document,2068,Financial Information Risk (ex 262/2005),True
Failure to resolve incidents for the IBMi scope,654,Other,False
Failure to resolve issues for the IBMi scope,655,Other,False
Incorrect provisional deposit returned,1880,Financial Information Risk (ex 262/2005),True
Incorrect provisional deposit deposited,1879,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect import of data into the Base EP-phase EP,814,Other risks (operational),False
Wrong upload,3205,Other risks (operational),False
Wrong upload,3205,Financial Information Risk (ex 262/2005),True
Incorrect/Incomplete entry of data to the system,2049,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete compilation,1741,Other risks (operational),False
Incomplete and/or inconsistent investment form,792,Other risks (operational),False
Wrong and/or incomplete file,2962,Financial Information Risk (ex 262/2005),True
Incorrect projects,1870,Other risks (operational),False
Wrong excerpt,3077,Financial Information Risk (ex 262/2005),True
Initiative not appropriate and/or not supported by budget,2118,Other risks (operational),False
Realization not consistent with the request,2634,Other risks (operational),False
Failure to optimize the management process and maintenance interventions,614,Other risks (operational),False
Balance sheet squaring,142,Financial Information Risk (ex 262/2005),True
Reports sent incomplete,2669,Financial Information Risk (ex 262/2005),True
Incorrect settlement notice,1941,Other risks (operational),False
Declaration does not correspond to the account balance,307,Other risks (operational),False
Incorrect / incomplete accounting of VAT positions,1038,Financial Information Risk (ex 262/2005),True
Incorrect accounting and/or input of accounting flows and incorrect VAT payment,1082,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the VAT payment,1114,Financial Information Risk (ex 262/2005),True
Wrong preparation of the model,3154,Other risks (operational),False
Perimeter not reconciled,2467,Financial Information Risk (ex 262/2005),True
 RTS27 report not compliant,44,Other risks (operational),False
 Report of financial instruments traded on the wrong Bond internaliser,46,Other risks (operational),False
Report SI Determination not compliant,2656,Other risks (operational),False
Risk of misattribution,2730,Financial Information Risk (ex 262/2005),True
Lack of certain date,2143,Other risks (operational),False
Pledge formalized incorrectly and incomplete or incorrect documentation acquired,2477,Financial Information Risk (ex 262/2005),True
Acquired documentation incomplete or incorrect,80,Financial Information Risk (ex 262/2005),True
Risk that the documentation and pledge is not regular,2747,Financial Information Risk (ex 262/2005),True
Variation of the pledge erroneously formalized and incomplete or incorrect documentation acquired,2895,Financial Information Risk (ex 262/2005),True
Incomplete contractual documentation,838,Other risks (operational),False
Risk of incorrect and incomplete stipulation documentation,2715,Financial Information Risk (ex 262/2005),True
Wrong income setting of the contract,3095,Financial Information Risk (ex 262/2005),True
Possible inconsistency between the conditions advertised in the Information Sheets and the conditions reported in the Summary Document,2489,Other risks (operational),False
Expiry of the guarantee acquired for advance payment.,411,Financial Information Risk (ex 262/2005),True
Risk of failure to enter the Syndicated Contract Identifier,2695,Other risks (operational),False
Incorrect entry in the system of the effective date of the contract.,1529,Financial Information Risk (ex 262/2005),True
Risk of incomplete documentation of income generation of the contract,2702,Financial Information Risk (ex 262/2005),True
Misaligned descriptions of the goods in the contract and in the invoice,2233,Other risks (operational),False
Risk of non-compliant technical documentation,2737,Other risks (operational),False
TEG calculation incomplete or inconsistent.,2812,Financial Information Risk (ex 262/2005),True
Risk that the asset is not tradable,2746,Other risks (operational),False
Incorrect loading of the data relating to the final financial plan.,1685,Other risks (operational),False
Risk of inconsistency between Information Sheets and Summary Document,2706,Other risks (operational),False
Risk of incorrect documentation prepared manually,2720,Financial Information Risk (ex 262/2005),True
Documentation risk not compliant with the structure of the approved transaction,340,Financial Information Risk (ex 262/2005),True
Incorrect application of the VAT regime to the transaction.,1246,Financial Information Risk (ex 262/2005),True
Failure to implement the reservations formulated in the resolution,582,Financial Information Risk (ex 262/2005),True
Risk of non-compliant documentation,2736,Financial Information Risk (ex 262/2005),True
Incomplete contractual file,839,Financial Information Risk (ex 262/2005),True
Wrong communication pursuant to Art. 48 Law 196/2009,3011,Other risks (operational),False
Omitted or delayed communication pursuant to Art. 48 Law 196/2009,2419,Other risks (operational),False
There is a risk that the contract stipulated and loaded into the system will not be used for income.,2826,Financial Information Risk (ex 262/2005),True
Incorrect or inadequately documented customer/vendor compensation agreement,1733,Other risks (operational),False
Risk of incorrect and incomplete stipulation documentation,2715,Other risks (operational),False
CAR policy expired,156,Other risks (operational),False
Irregularities in the progress of the works,2139,Other risks (operational),False
Failure to bill pre-lease charges,473,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect preparation of extemporaneous manual journal entries,819,Financial Information Risk (ex 262/2005),True
Incorrect data in the application,1450,Financial Information Risk (ex 262/2005),True
Presence of anomalies in the data,2537,Financial Information Risk (ex 262/2005),True
Preparation of recurring manual journal entries incomplete and/or incorrect,2530,Financial Information Risk (ex 262/2005),True
Processing failed,2612,Financial Information Risk (ex 262/2005),True
Incorrect exchange table,1577,Financial Information Risk (ex 262/2005),True
Incorrect rate table,1888,Financial Information Risk (ex 262/2005),True
Flows not received,718,Financial Information Risk (ex 262/2005),True
Incorrect reconciliation,1893,Financial Information Risk (ex 262/2005),True
Incorrect results,1926,Financial Information Risk (ex 262/2005),True
Incorrect stream feed,1966,Financial Information Risk (ex 262/2005),True
Counterparty present in the OFAC SDN List,241,Other,False
Possible regulatory violation in terms of AML embargoes and countering the financing of terrorism,2512,Other,False
Possible incorrect assessment perimeter,2492,Financial Information Risk (ex 262/2005),True
Presence of positions not included in the correct assessment perimeter,2575,Financial Information Risk (ex 262/2005),True
 Incorrect calculation of capital valuation funds and/or discounting of positions in analytical-statistical valuation,17,Financial Information Risk (ex 262/2005),True
Mismatch between deposits and accounting,2268,Financial Information Risk (ex 262/2005),True
Operations not confirmed automatically,2435,Other risks (operational),False
Error in carrying out the verification of the data necessary for the control,364,Other risks (operational),False
Errors in miscellaneous games or in their arrangement,372,Other risks (operational),False
Operational error in extrapolating the data necessary for the check,2431,Other risks (operational),False
 Wrong use of temporary exclusion reasons,53,Financial Information Risk (ex 262/2005),True
Failure to reassign appointments,631,Other risks (operational),False
"Confirm not ""matched""",206,Other risks (operational),False
Misalignment between Termsheet and Deal in Murex,2237,Other risks (operational),False
Termsheet not compliant with the transaction,2821,Other risks (operational),False
Wrong amount of bank transfer received,2950,Other risks (operational),False
Wrong letters to Ministries,3105,Other risks (operational),False
Incorrect entry of the delegate,1557,Other risks (operational),False
Late or no evaluation of the Supplier,2185,Other risks (operational),False
Incorrect entry of the operation into the system,1559,Other risks (operational),False
Incorrect exchange negotiation,1576,Other risks (operational),False
Operation not in accordance with customer instructions,2425,Other risks (operational),False
"Incorrect ""MiFID"" compliance",1031,Legal and non-compliance,False
Incorrect payment message,1820,Other risks (operational),False
Incorrect currency adjustment,1410,Other risks (operational),False
Incorrect penalty calculation,1829,Other risks (operational),False
Incorrect compilation of the letter,1377,Financial Information Risk (ex 262/2005),True
Failure to respect delegated powers,657,Financial Information Risk (ex 262/2005),True
Procedure not respected,2608,Legal and non-compliance,False
Correct and complete data capture and processing in Lookout,227,Other risks (operational),False
Wrong/failed reporting or lack of regulatory update,3214,Other risks (operational),False
Data Anomalies,252,Other risks (operational),False
Incorrect submission,1968,Other risks (operational),False
Presence of errors in the analyzed positions,2549,Legal and non-compliance,False
Presence of errors in the flows subject to verification and certification,2553,Legal and non-compliance,False
Presence of errors in the production phase of the final reports,2555,Legal and non-compliance,False
Incorrect allocation of expenses for the calculation of the TEG,1167,Financial Information Risk (ex 262/2005),True
Misalignment between the deal data in the email compared to what was entered in the system,2244,Financial Information Risk (ex 262/2005),True
Capacity test failed,164,Financial Information Risk (ex 262/2005),True
Calculation anomalies,157,Financial Information Risk (ex 262/2005),True
Data on derivatives incorrect,287,Financial Information Risk (ex 262/2005),True
Incorrect booking title,1283,Other risks (operational),False
"""Non-standard"" covers not loaded correctly",56,Financial Information Risk (ex 262/2005),True
Acquisition of existing strategies incomplete,83,Financial Information Risk (ex 262/2005),True
Incorrect data acquisition,1415,Financial Information Risk (ex 262/2005),True
Incorrect listing,1667,Financial Information Risk (ex 262/2005),True
Wrong data stream,3036,Financial Information Risk (ex 262/2005),True
Risk of incorrect amounts,2714,Financial Information Risk (ex 262/2005),True
Incorrect reimbursement quantification,1910,Financial Information Risk (ex 262/2005),True
Incomplete or incorrect note,893,Financial Information Risk (ex 262/2005),True
Discrepancies between checks,326,Financial Information Risk (ex 262/2005),True
TIT daily quotation anomalies,2816,Financial Information Risk (ex 262/2005),True
Incorrect/complete/consistent documentation,2053,Financial Information Risk (ex 262/2005),True
Failure to load the outcome of the enforcement in the relevant procedure,585,Financial Information Risk (ex 262/2005),True
Presence of technical anomalies,2586,Other risks (operational),False
Incomplete plan,908,Other risks (operational),False
Incorrect countervaluation,1400,Financial Information Risk (ex 262/2005),True
Incorrect / complete data,1033,Financial Information Risk (ex 262/2005),True
Failure to fix all anomalies,564,Financial Information Risk (ex 262/2005),True
Database not aligned with accounting,296,Financial Information Risk (ex 262/2005),True
Error entering data,361,Financial Information Risk (ex 262/2005),True
Processing failed,2612,Other risks (operational),False
Inconsistent balance sheet data,983,Financial Information Risk (ex 262/2005),True
Data not loaded correctly,282,Other risks (operational),False
Wrong rebalancing,3166,Financial Information Risk (ex 262/2005),True
No or incomplete reception of data streams,2348,Other risks (operational),False
Not timely management of alerts,2412,Other risks (operational),False
Incorrect reporting,1914,Other risks (operational),False
Incorrect information or terms not respected,1647,Other risks (operational),False
Incorrect extension request,1591,Other risks (operational),False
Failure to prepare the assessment of the report,622,Other risks (operational),False
Incorrect and incomplete reports/data streams,1186,Financial Information Risk (ex 262/2005),True
Wrong loading override,3110,Financial Information Risk (ex 262/2005),True
Management overlay loaded incorrectly,2214,Financial Information Risk (ex 262/2005),True
Wrong calculation of staging for loans,2983,Financial Information Risk (ex 262/2005),True
Incorrect staging assignment,1957,Financial Information Risk (ex 262/2005),True
Incomplete provisional archive of credits,913,Financial Information Risk (ex 262/2005),True
Wrong dictionaryization,3051,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect data import in phase W2,809,Other risks (operational),False
Self-certification process not completed correctly,2761,Other risks (operational),False
Anomalous level of correlation between assets under repricing and the Euribor rate contributed in the quarter,116,Other risks (operational),False
Wrong power supply,3151,Other risks (operational),False
Incorrect calculation of the margin,1314,Financial Information Risk (ex 262/2005),True
Incorrect margin calculation,1709,Financial Information Risk (ex 262/2005),True
Wrong management of guarantees,3112,Financial Information Risk (ex 262/2005),True
Incorrect management of contractual obligations,1702,Financial Information Risk (ex 262/2005),True
Non-delivery of securities,2387,Other,False
Failure to match the actual materiality to be sent and procedural evidence,592,Other,False
Incorrect entry of data,1535,Other,False
Incorrect title download,1997,Other,False
Failure to cancel the suspension,477,Other risks (operational),False
Failure to comply with the deadlines set for the notice of payment,519,Financial Information Risk (ex 262/2005),True
Failure to pay back installments,615,Financial Information Risk (ex 262/2005),True
Incorrect content,1390,Other risks (operational),False
Wrong publication,3162,Other risks (operational),False
Incorrect entry of the Market Operation in the system,1549,,False
 Inconsistencies in the P&L report,12,,False
Incorrect entry of the Market Operation,1548,,False
Incorrect data communication,1419,,False
Possible incorrect accounting of massive write-off,2491,Financial Information Risk (ex 262/2005),True
Incorrect processing,1862,Financial Information Risk (ex 262/2005),True
Incorrect preparation of the translated version of the dossier,1856,Financial Information Risk (ex 262/2005),True
Wrong Processing,2928,Financial Information Risk (ex 262/2005),True
Outdated CMDB and unclassified IP Addresses.,2441,Information and Communication Technology risk,False
Incorrect/incomplete data,2072,Legal and non-compliance,False
Irregular securities and/or cash,2137,Legal and non-compliance,False
Incorrect calculation of the TEG,1305,Other risks (operational),False
Incorrect and/or incomplete warranty implementation,1228,Financial Information Risk (ex 262/2005),True
Incorrect data transmitted,1463,Other risks (operational),False
Wrong/failed to insert or update SSI,3215,Financial Information Risk (ex 262/2005),True
Final contract not compliant and/or inconsistent with the preliminary contract,710,Other risks (operational),False
Unavailability or incompleteness of required documentation,2854,Other risks (operational),False
Purchase price not consistent with the market,2623,Other risks (operational),False
Possibility of registered invoices not archived.,2482,Financial Information Risk (ex 262/2005),True
Failure to recognize the exchange difference,641,Financial Information Risk (ex 262/2005),True
Incorrect data entry in the remote banking platform,1432,Financial Information Risk (ex 262/2005),True
Incorrect data entry in the leasing system,1430,Financial Information Risk (ex 262/2005),True
Wrong payment list risk,3144,Financial Information Risk (ex 262/2005),True
Technical documentation of the irregular asset,2817,Other risks (operational),False
Supplier invoice issue error,2803,Financial Information Risk (ex 262/2005),True
Incorrect upload of invoice data to the system.,2021,Financial Information Risk (ex 262/2005),True
"Exceeding regulatory limits for the sale of assets in category ""b"" or ""c""",396,Other risks (operational),False
Wrong disbursement of subordinated loan,3052,Financial Information Risk (ex 262/2005),True
Incorrect estimate of the need for the sale,1570,Other risks (operational),False
Incorrect data entry of securities to be sold,1435,Financial Information Risk (ex 262/2005),True
Incorrect determination of the sale price,1507,Financial Information Risk (ex 262/2005),True
Incorrect entry on position keeping,1567,Financial Information Risk (ex 262/2005),True
Wrong definition of the transfer perimeter,3048,Other risks (operational),False
Wrong or no flow reception,3137,Other risks (operational),False
Incorrect entry of the position in the lot,1561,Other risks (operational),False
TEG beyond the threshold after the allocation of expenses,2809,Financial Information Risk (ex 262/2005),True
